nuts3,hh_mwh,cts_mwh,ind_mwh,total_mwh,total_gwh,population
DEA58,678630.3598032723,627986.3031015355,962237.077332998,2268853.740237806,2268.853740237806,416171.0
DE719,671757.1587234975,621626.0274754757,952491.4937124223,2245874.6799113955,2245.8746799113956,411956.0
DEA5C,645795.5372784002,597601.8404665788,915680.2394245967,2159077.6171695758,2159.0776171695757,396035.0
DE112,621736.8875201573,575338.612332086,881567.2285733576,2078642.728425601,2078.642728425601,381281.0
DEA34,602796.8565494386,557812.0165084357,854711.9607790548,2015320.8338369292,2015.320833836929,369666.0
DEA51,594767.522713897,550381.8866904717,843327.0844450775,1988476.493849446,1988.4764938494461,364742.0
DEA42,588081.8466932385,544195.141716131,833847.3945650394,1966124.382974409,1966.124382974409,360642.0
DE94E,583902.4838539828,540327.6716260737,827921.4323302741,1952151.5878103306,1952.1515878103305,358079.0
DEA45,571951.4303038843,529268.4877438927,810975.9086398357,1912195.8266876126,1912.1958266876127,350750.0
DEA1A,570803.4508115567,528206.1783629328,809348.1765238486,1908357.805698338,1908.3578056983379,350046.0
DED42,566920.8667615104,524613.3393912486,803843.0200349777,1895377.2261877367,1895.3772261877368,347665.0
DE71C,566418.6257336177,524148.5790370787,803130.8872342334,1893698.0920049297,1893.6980920049298,347357.0
DE21H,554426.8058663197,513051.6711001761,786127.5605567214,1853606.0375232173,1853.6060375232173,340003.0
DE118,545270.6910233932,504578.8484097072,773145.0096600353,1822994.5490931356,1822.9945490931357,334388.0
DEA41,543154.1038344144,502620.21548856224,770143.8785711841,1815918.1978941606,1815.9181978941606,333090.0
DE91C,537362.0254867604,497260.3817937189,761931.2301677951,1796553.6374482745,1796.5536374482745,329538.0
DEC01,533843.0769861309,494004.04139015137,756941.6763236191,1784788.7946999012,1784.7887946999012,327380.0
DEA56,531517.7662530921,491852.261308832,753644.5939409522,1777014.6215028763,1777.0146215028763,325954.0
DED45,529202.2394361811,489709.53500064573,750361.384275183,1769273.15871201,1769.27315871201,324534.0
DE949,520973.96597270755,482095.3117956402,738694.4293642874,1741763.7071326352,1741.763707132635,319488.0
DEA22,519866.7527975795,481070.72646940185,737124.5002353737,1738061.9795023552,1738.0619795023551,318809.0
DEA46,510475.8239675859,472380.61322373664,723809.0041331449,1706665.4413244673,1706.6654413244673,313050.0
DE11D,509823.5628923998,471777.0283481912,722884.1563399703,1704484.7475805613,1704.4847475805614,312650.0
DED43,509497.4323548067,471475.23591041844,722421.7324433831,1703394.4007086083,1703.3944007086084,312450.0
DEA1B,506051.86322513624,468286.79880534974,717536.2239759391,1691874.8860064251,1691.8748860064252,310337.0
DEA33,505565.92872412276,467837.1280730684,716847.2123700242,1690250.2691672153,1690.2502691672153,310039.0
DE122,501841.51798480906,464390.65843370405,711566.3314709981,1677798.507889511,1677.798507889511,307755.0
DEF09,501378.41262142704,463962.11317206686,710909.6895378444,1676250.2153313383,1676.2502153313383,307471.0
DED2C,499424.89070124424,462154.3764698083,708139.7703972869,1669719.0375683394,1669.7190375683394,306273.0
DE126,498620.9789260778,461410.4581106985,706999.8954921993,1667031.3325289756,1667.0313325289756,305780.0
DEA47,496259.79383390385,459225.4808612241,703651.946480908,1659137.221176036,1659.1372211760358,304332.0
DEA5B,494079.61119009403,457207.99841471354,700560.6427322223,1651848.25233703,1651.8482523370299,302995.0
DE71E,492344.5967300981,455602.4626457627,698100.5476023784,1646047.6069782393,1646.0476069782392,301931.0
DEA1E,485381.70975248615,449159.1940993153,688227.7974102412,1622768.7012620429,1622.768701262043,297661.0
DE716,477411.0794137111,441783.38692015025,676926.1573776496,1596120.623711511,1596.120623711511,292773.0
DE271,466976.53286341944,432127.53787361237,662130.9048063415,1561234.9755433733,1561.2349755433734,286374.0
DEA2B,461032.8038157862,426627.3706952047,653703.2292910394,1541363.4038020303,1541.3634038020302,282729.0
DE141,460028.32175999886,425697.8499868647,652278.9636895508,1538005.1354364143,1538.0051354364143,282113.0
DEA5A,457887.2747807007,423716.5826328869,649243.1508084558,1530847.0082220435,1530.8470082220435,280800.0
DE138,457052.38060446165,422943.9939921887,648059.3456331923,1528055.7202298427,1528.0557202298428,280288.0
DE148,455434.7731379998,421447.1035008361,645765.7231061198,1522647.5997449558,1522.6475997449559,279296.0
DEA38,452393.6058749448,418632.8890186055,641453.620270444,1512480.1151639945,1512.4801151639945,277431.0
DE925,451780.48046426935,418065.51923559286,640584.26334486,1510430.2630447224,1510.4302630447223,277055.0
DE714,450415.6241644427,416802.51788351405,638649.0193376425,1505867.1613855993,1505.8671613855993,276218.0
DEA2A,445905.23882953054,412628.7284691175,632253.6968478413,1490787.6641464895,1490.7876641464895,273452.0
DEF0B,440892.6124667247,407990.17870055087,625146.2415572957,1474029.0327245712,1474.0290327245712,270378.0
DEF0D,436204.4859888241,403651.9124075682,618498.8980438544,1458355.2964402467,1458.3552964402468,267503.0
DE715,435266.86069324333,402784.2591489716,617169.4293411662,1455220.5491833813,1455.2205491833813,266928.0
DE717,433822.1024117065,401447.3186496385,615120.8914792849,1450390.3125406299,1450.3903125406298,266042.0
DEA57,430104.21428314503,398006.88485902955,609849.2590581905,1437960.3582003652,1437.9603582003651,263762.0
DEA26,428581.1846725848,396597.51417463104,607689.7394611281,1432868.438308344,1432.868438308344,262828.0
DE80J,428074.0516866277,396128.22693389445,606970.670301935,1431172.9489224572,1431.1729489224572,262517.0
DE721,428054.4838543718,396110.1193876281,606942.9248681399,1431107.5281101398,1431.1075281101398,262505.0
DEA32,424569.77906018967,392885.46719002665,602001.9255331054,1419457.1717833218,1419.4571717833219,260368.0
DED2D,423969.6988710188,392330.1691045249,601151.0655633849,1417450.9335389286,1417.4509335389287,260000.0
DEA15,423963.17626026645,392324.13325576944,601141.8170854532,1417429.1266014893,1417.4291266014893,259996.0
DED52,421373.69979177776,389927.9012998541,597470.1713465506,1408771.7724381825,1408.7717724381826,258408.0
DE132,419637.05467909505,388320.8565687144,595007.7640972236,1402965.675345033,1402.9656753450329,257343.0
DE21K,417567.756418067,386405.9835510466,592073.6844733778,1396047.4244424915,1396.0474244424915,256074.0
DE722,412827.44905415113,382019.4304680202,585352.3531364825,1380199.232658654,1380.199232658654,253167.0
DE114,412145.8362305812,381388.68427307525,584385.8871926153,1377920.4076962718,1377.9204076962717,252749.0
DEA29,411783.8313338531,381053.69466714753,583872.5966674035,1376710.1226684041,1376.7101226684042,252527.0
DEA43,411123.4169952268,380442.5649806578,582936.1882768143,1374502.170252699,1374.502170252699,252122.0
DE911,409887.382257749,379298.77164149925,581183.6017087488,1370369.755607997,1370.3697556079971,251364.0
DED41,405453.6375991714,375195.9034499792,574896.9488346456,1355546.489883796,1355.546489883796,248645.0
DE933,404600.8062433653,374406.71622520353,573687.71034507,1352695.2328136386,1352.6952328136385,248122.0
DED2F,403443.0428349098,373335.35307111044,572046.1055121853,1348824.5014182054,1348.8245014182055,247412.0
DEF02,401639.54096201947,371666.4408902273,569488.901364058,1342794.8832163047,1342.7948832163047,246306.0
DE276,400488.3001643163,370601.1135848897,567856.5450091051,1338945.958758311,1338.945958758311,245600.0
DED2E,399907.7878074003,370063.9230456542,567033.4304731799,1337005.1413262342,1337.0051413262343,245244.0
DE724,399902.89584933675,370059.39615908766,567026.4941147311,1336988.7861231556,1336.9887861231557,245241.0
DEF0F,390727.21317415556,361568.46592235245,554016.1977842497,1306311.8768807577,1306.3118768807578,239614.0
DE80N,388679.1133980701,359673.20941313973,551112.1757136818,1299464.4985248917,1299.4644985248917,238358.0
DEE02,386450.01117362163,357610.4581009633,547951.5083805083,1292011.9776550932,1292.0119776550932,236991.0
DE734,384529.1023071983,355832.90064248204,545227.8316296096,1285589.83457929,1285.5898345792898,235813.0
DEE03,384382.3435652814,355697.09404548426,545019.7408761453,1285099.178486911,1285.0991784869111,235723.0
DE718,380638.3649937128,352232.5168598536,539711.1145433241,1272581.9963968904,1272.5819963968904,233427.0
