line_id,bus0,bus1,v_nom,parallel_count
5453,8837,8831,110,4
5454,37622,8834,110,2
5455,3153,34793,110,8
5456,8831,39083,110,4
5457,8845,34918,110,2
5458,8845,35052,110,2
5459,8847,8845,110,2
5460,35759,35892,110,1
5461,2106,8879,380,4
5463,8879,8878,380,3
5464,6685,39309,380,4
5465,8878,6685,380,2
5468,39186,39469,110,2
5469,8983,8980,110,2
5470,8940,35182,110,2
5471,35774,8940,110,2
5475,8970,8974,220,2
5476,36444,38972,220,3
5477,8972,35113,220,2
5478,8974,35541,220,1
5480,38972,8970,220,2
5482,38972,8972,220,2
5485,8980,37270,110,2
5486,8980,37275,110,2
5487,37268,8983,110,2
5488,8985,34949,110,3
5490,9004,37664,110,2
5492,38695,39536,110,2
5493,34884,34898,110,2
5495,36678,35585,110,2
5497,9021,36362,110,2
5498,9017,36678,110,2
5499,9021,9017,110,2
5500,9020,36349,110,2
5502,38033,9017,110,2
5507,9020,9021,110,2
5512,35315,9044,110,3
5514,37664,9044,110,3
5519,39191,39044,110,2
5520,38316,39191,110,2
5521,39044,9082,110,2
5523,8520,38564,110,3
5524,38263,9095,380,2
5526,9096,39473,380,2
5527,9095,9096,380,2
5528,9099,9100,110,2
5529,9099,37058,110,2
5530,9100,35212,110,2
5532,9103,9104,380,2
5533,9114,9103,380,2
5535,9104,4022,380,2
5537,34867,9141,110,1
5540,35398,9148,110,2
5543,35581,9146,110,2
5545,36867,9153,220,2
5550,36393,9153,220,2
5559,9187,38564,110,4
5560,38564,9187,110,4
5562,36096,39307,220,3
5564,9217,37226,110,2
5565,38344,9217,110,2
5566,38478,9219,110,2
5567,9220,35568,110,1
5569,9219,9220,110,2
5574,38823,8615,380,3
5576,9270,9277,380,1
5577,36567,9280,110,2
5580,38472,35364,110,2
5585,35684,9270,380,2
5586,38588,35714,380,1
5589,37546,36771,110,2
5590,9329,35226,110,2
5593,35114,9329,110,2
5595,39228,38542,110,1
5596,38479,9358,110,1
5598,38549,9354,110,1
5600,38531,9358,110,2
5601,9358,37546,110,2
5602,9359,9354,110,2
5603,9356,38531,110,2
5604,38542,9356,110,2
5605,9354,36771,110,2
5608,9359,38763,110,1
5609,37151,9359,110,2
5611,9396,36744,380,2
5612,36335,36744,380,2
5615,34869,9396,380,2
5618,9397,9402,220,2
5619,35571,9397,220,2
5620,9402,35573,220,7
5622,2272,2273,220,4
5625,8168,38111,110,4
5627,9434,36421,380,3
5628,9434,9433,380,2
5629,9433,9431,380,2
5630,38112,36421,380,2
5631,9445,35367,110,2
5633,35362,9445,110,2
5634,35293,35289,110,2
5635,35747,35212,110,2
5638,35721,35974,110,2
5642,24871,34835,110,12
5643,9486,37469,110,2
5644,36943,9486,110,3
5646,35488,35697,220,3
5647,9500,37858,220,4
5648,7690,9500,220,3
5658,37042,37586,110,1
5659,10114,10115,110,2
5660,37752,10115,110,2
5663,9631,36567,110,5
5667,9621,37761,110,2
5668,37758,9621,110,2
5669,9730,37761,110,2
5679,35559,10390,220,1
5680,9794,36757,110,2
5683,36677,9584,110,2
5685,35403,37516,110,2
5686,37516,10280,110,2
5687,39097,10280,110,2
5689,9986,9987,110,2
5692,35597,9814,220,4
5700,38821,9896,110,7
5726,10949,10947,110,2
5727,10947,10948,110,2
5747,35795,9770,110,2
5759,10050,36665,110,2
5760,10055,10054,110,2
5762,2059,2058,110,4
5763,37840,2059,110,6
5768,38554,36826,110,2
5769,10013,38554,110,2
5782,9776,38090,110,1
5783,9660,35775,110,3
5784,10739,10740,220,2
5786,38778,9692,110,10
5787,9692,39008,110,2
5805,9608,9609,110,2
5806,9609,38777,110,2
5808,9609,37948,110,2
5809,9608,36471,110,2
5810,37948,36472,110,2
5811,38777,35960,110,2
5814,34816,9717,380,6
5817,36318,36316,110,4
5818,10271,10272,220,2
5820,35679,10271,220,6
5822,9746,39413,380,2
5823,37457,39413,380,2
5826,9708,9709,110,2
5828,37225,38432,110,4
5834,9646,39053,110,3
5836,36318,36316,110,4
5853,10546,10547,220,2
5855,10542,39472,220,2
5856,36317,10546,220,2
5870,9639,4173,110,4
5895,9653,37788,110,2
5899,36513,36512,110,1
5909,9903,39290,110,2
5912,35955,9584,110,2
5913,9584,36093,110,2
5914,9584,35482,110,2
5920,37922,36696,110,2
5921,37922,37923,110,2
5923,36873,36874,110,2
5924,2058,9605,110,2
5925,29859,36873,110,2
5926,9605,9607,110,2
5927,35009,9618,110,2
5928,9618,9619,110,6
5929,35919,36319,110,1
5930,39046,36319,110,1
5935,4173,35765,110,6
5937,9640,35860,110,2
5938,9642,35859,110,4
5939,35860,9635,110,2
5940,9640,9642,110,2
5941,9635,9639,110,2
5943,39053,35006,110,7
5944,9646,9647,110,4
5945,9647,9618,110,4
5946,9655,38128,110,2
5947,9655,9656,110,4
5948,38128,9653,110,2
5949,37787,9656,110,4
5950,38097,9660,110,4
5951,38556,38097,110,3
5952,35549,9665,110,2
5954,37989,9763,110,2
5955,37844,10106,110,2
5956,37811,38780,110,2
5957,38423,36472,110,2
5958,9665,38423,110,2
5959,39112,9665,110,2
5960,36192,37544,110,2
5963,38519,9682,110,4
5964,35323,9682,110,4
5966,9754,9756,110,2
5967,39190,9754,110,2
5968,9692,35551,110,2
5969,35551,37811,110,2
5970,38780,35549,110,2
5971,9692,38778,110,10
5972,9692,35550,110,1
5975,38095,35535,110,2
5976,38259,38095,110,2
5977,37671,9709,110,2
5978,38432,9708,110,2
5981,9763,9764,110,2
5983,9908,9917,380,4
5985,36843,9719,110,2
5986,36846,9719,110,1
5988,38010,34888,110,5
5989,9719,34888,110,2
5990,9724,38821,110,3
5991,35764,9724,110,3
5992,38460,38722,110,2
5993,9739,37644,110,2
5994,39080,9739,110,4
5995,37987,39087,110,2
6000,37361,39190,110,2
6001,9764,37355,110,2
6002,39087,9763,110,2
6004,9770,9776,110,2
6005,9776,39338,110,2
6006,39339,35221,110,2
6007,38989,39338,110,1
6009,39338,39337,110,2
6010,39337,39339,110,2
6012,9917,9919,380,2
6013,36756,9794,110,2
6015,39337,36597,110,1
6016,35277,36300,220,4
6018,36297,9814,220,4
6019,37139,9822,110,2
6020,9822,9818,110,2
6022,9818,37773,110,1
6025,9825,9827,110,3
6028,36674,9830,110,2
6039,36109,36120,110,2
6040,36121,9843,110,2
6042,9843,9844,110,2
6043,9844,7261,110,2
6044,36120,7261,110,2
6048,9949,9951,110,3
6049,9860,36672,110,4
6051,9861,9859,110,4
6052,9859,9860,110,2
6054,37697,9861,110,4
6055,9868,9869,110,3
6056,9872,38981,110,2
6057,9870,9872,110,2
6060,38032,9878,110,3
6062,9869,9870,110,3
6065,36828,9868,110,5
6067,38912,38032,110,3
6069,9879,9872,110,3
6070,34987,9911,380,3
6073,9896,36926,110,2
6074,9911,9908,380,3
6075,37842,9919,380,2
6079,36335,9908,380,2
6081,38138,9999,220,2
6082,38130,36192,110,2
6085,9932,38293,110,2
6087,9930,9932,110,2
6089,9929,9930,110,3
6092,38257,9938,110,2
6093,37474,9938,110,2
6094,38026,9930,110,2
6096,37474,9929,110,2
6100,35446,35447,110,2
6102,9948,9724,110,2
6104,9951,9948,110,2
6106,9949,38044,110,4
6108,36748,36750,110,2
6109,36871,9960,110,2
6110,38552,36750,110,2
6112,9977,39061,110,2
6113,9981,37520,110,2
6114,39061,38398,110,2
6115,38398,38399,110,2
6116,9977,35448,110,2
6118,9994,9997,110,2
6119,36567,9997,110,2
6120,9994,37252,110,2
6122,39138,10007,220,2
6123,9998,9999,220,2
6124,38643,9998,220,2
6126,10008,38138,220,2
6127,36752,10012,110,2
6129,10015,10017,220,2
6132,10017,37759,220,2
6135,10014,10015,220,2
6139,38454,10036,110,2
6140,10106,10112,110,1
6145,5846,10036,110,2
6146,35221,10040,110,2
6149,10040,36412,110,2
6150,38427,10040,110,2
6152,10050,10055,110,2
6153,37778,10055,110,2
6155,10054,38299,110,2
6158,37972,10050,110,2
6160,10059,35324,110,4
6161,38365,10114,110,3
6163,10059,35323,110,4
6166,9692,10064,110,2
6167,10064,38729,110,2
6168,10064,37165,110,2
6169,38729,36722,110,2
6171,38778,9692,110,10
6172,36508,38036,110,2
6173,38036,39038,110,2
6176,10095,35383,110,2
6177,10095,36291,110,2
6179,10116,38365,110,3
6180,37821,10116,110,3
6181,10137,37607,380,3
6182,10147,36119,380,2
6183,35207,10147,380,2
6185,10140,35207,380,2
6187,37607,10140,380,2
6190,36167,10152,380,2
6192,10149,10137,380,3
6197,10152,10149,380,3
6203,10165,10164,110,2
6204,38255,10163,110,4
6205,10163,10164,110,2
6206,38019,36053,110,2
6207,34906,10167,110,2
6208,10167,37884,110,2
6209,10167,38019,110,2
6210,10243,10241,110,1
6211,10177,10180,110,1
6214,35895,10209,110,4
6215,37992,37991,110,2
6217,10238,35206,110,2
6221,35895,9827,110,2
6223,1907,35214,110,2
6224,35764,10233,110,2
6225,38023,36183,110,2
6226,10243,10238,110,1
6227,9879,9872,110,3
6228,10241,35252,110,1
6230,34747,35732,110,4
6232,10308,10309,110,2
6233,10309,37271,110,4
6234,10308,38305,110,2
6239,10337,35994,110,2
6240,10340,10341,110,2
6242,10340,10337,110,2
6243,37225,10341,110,2
6244,39245,10272,220,2
6245,36567,9631,110,5
6246,38432,37225,110,4
6249,36334,37661,110,1
6250,10272,37936,220,2
6252,37999,10324,110,2
6253,37698,37999,110,2
6255,37843,10328,110,2
6256,10337,34986,110,2
6259,36591,38934,110,2
6260,10347,39765,110,2
6261,38127,37787,110,2
6269,10395,34747,110,4
6270,38046,10402,380,2
6279,36664,10371,220,3
6280,10390,10391,220,2
6283,34747,10418,110,2
6284,10420,10418,110,2
6285,10401,10402,380,2
6287,37662,10407,110,2
6288,38255,10163,110,4
6289,10163,10407,110,2
6291,36151,10420,110,2
6292,2106,10424,380,2
6293,10424,10425,380,2
6294,36089,10426,380,2
6295,36087,2106,380,10
6296,10424,10426,380,2
6297,10453,10454,110,1
6299,35713,10447,220,2
6302,10447,35896,220,2
6308,10454,36192,110,2
6309,10453,10448,110,2
6312,37761,37758,110,1
6313,10478,36311,110,4
6314,10478,35382,110,2
6315,10482,39336,380,3
6316,10481,10482,380,3
6317,10494,10495,110,1
6318,10495,38490,110,2
6320,38876,10494,110,2
6321,10507,36104,110,2
6322,10507,36103,110,2
6323,38109,10507,110,2
6325,39556,38109,110,2
6327,38110,39556,110,2
6335,10532,37885,110,2
6336,10533,35802,110,2
6337,10535,10532,110,3
6338,10532,10533,110,2
6339,9692,10536,110,2
6340,10536,35707,110,1
6341,10536,37052,110,2
6343,38778,9692,110,10
6344,10547,10542,220,2
6346,39482,39216,110,2
6347,35380,10573,110,2
6348,10573,36151,110,2
6350,36516,39071,110,1
6351,10580,10577,110,3
6352,10581,10582,110,1
6353,37297,10581,110,2
6354,10582,10578,110,1
6355,10578,36807,110,2
6358,39071,10590,110,1
6359,10577,10578,110,2
6360,10590,10580,110,2
6361,10707,10702,220,4
6365,10116,37766,110,2
6366,36183,36184,110,4
6367,35244,36183,110,4
6369,10621,36296,110,3
6375,10643,37761,110,2
6376,37761,10638,110,4
6378,10638,37761,110,4
6379,10652,37847,110,2
6380,10648,37847,110,2
6381,10646,37655,110,2
6382,10646,37496,110,2
6383,10648,10646,110,2
6384,38044,10652,110,3
6386,37987,37986,110,2
6390,38574,35448,110,2
6394,38433,10680,380,2
6396,10680,34987,380,2
6397,39005,10705,220,4
6398,10702,10705,220,4
6399,39301,39138,220,4
6401,10701,10707,220,3
6402,39301,10701,220,4
6405,39430,7876,220,4
6408,7876,38899,220,2
6409,10741,10739,220,2
6411,38899,10740,220,2
6412,10749,35448,110,2
6413,36139,10749,110,2
6414,35451,10746,110,2
6415,10748,10749,110,2
6416,10746,10747,110,2
6417,10747,10748,110,2
6420,10769,10768,220,2
6427,35911,10775,110,2
6429,35383,10801,110,2
6430,10801,36312,110,2
6431,38858,3574,110,2
6432,36183,38023,110,2
6433,36541,38135,110,2
6440,37893,38822,220,2
6447,10890,34882,110,2
6448,10890,35609,110,2
6449,36828,10334,110,3
6450,10890,10891,110,2
6451,39469,10895,110,2
6452,34882,38035,110,2
6453,38035,36508,110,2
6454,10895,10891,110,2
6456,37293,10908,110,2
6457,10908,36018,110,2
6458,10908,38510,110,2
6460,37757,10924,110,2
6461,37458,10924,110,2
6463,10924,37752,110,2
6464,2106,39040,380,2
6465,36087,2106,380,10
6471,10950,10951,110,2
6473,10963,10960,110,2
6474,36334,10963,110,4
6476,10960,37670,110,2
6484,38100,35539,110,2
6486,36716,37451,110,2
6489,36724,36721,110,2
6490,10996,36721,110,2
6491,36512,11003,110,1
6492,11003,35382,110,2
6493,39020,39021,110,2
6494,39021,11003,110,2
6496,36192,11010,110,2
6497,11010,38131,110,2
6502,35766,38922,220,3
6503,115,127,380,4
6505,36541,38135,110,2
6506,39469,5056,110,6
6509,36560,35327,110,2
6510,35327,11031,110,2
6511,5056,11031,110,2
6514,11037,11040,110,2
6517,11100,35838,110,2
6518,39008,38100,110,2
6519,9692,38778,110,10
6520,11057,36585,110,1
6522,35705,5438,380,2
6523,11085,35557,380,1
6526,11100,38617,110,2
6527,35944,38617,110,2
6529,35070,11130,110,2
6532,9717,39260,380,2
6533,34816,9717,380,6
6541,195,11235,380,2
6546,11193,11196,220,2
6547,10895,39469,110,2
6549,11232,36122,380,2
6550,11235,11232,380,2
6553,38875,36124,110,2
6554,36282,36183,110,1
6555,38086,11284,110,2
6557,11284,37515,110,2
6558,36413,11284,110,2
6559,36141,39345,110,2
6560,11323,11330,110,2
6561,11328,37445,110,2
6562,36555,38463,110,1
6563,35448,11323,110,2
6564,11328,39345,110,2
6566,39345,11330,110,2
6569,9908,9917,380,4
6570,11347,37842,380,2
6571,9917,11349,380,2
6573,11349,9919,380,2
6574,9919,11347,380,2
6575,11380,11385,110,2
6576,11380,36676,110,2
6579,37870,11383,110,2
6580,11385,37474,110,4
6583,35943,38060,110,2
6584,38185,35943,110,2
6588,11486,37475,220,1
6602,37922,36088,110,2
6603,3848,11503,110,2
6604,11507,36695,110,2
6606,11503,37436,110,2
6609,11531,37980,110,2
6611,11531,39434,110,3
6613,115,127,380,4
6614,35535,11595,110,2
6615,11595,11596,110,2
6616,36476,11596,110,2
6617,11601,11603,110,2
6618,11601,38126,110,1
6619,35741,11603,110,2
6620,10951,36255,110,2
6625,11626,36053,110,1
6629,10963,36818,110,2
6631,36334,10963,110,4
6632,11740,38959,110,2
6709,37812,38774,110,2
6718,13503,13504,110,3
6729,38664,36905,220,2
6730,13576,13577,220,2
6745,11842,11843,110,2
6768,13577,38664,220,2
6860,36325,39056,110,2
6867,35514,12769,380,2
6869,39237,12200,110,2
6872,11836,39254,380,4
6875,12000,11998,220,1
6876,12003,12000,220,2
6879,39411,12003,220,2
6881,11983,37705,380,2
6883,11979,11982,380,2
6884,11982,11983,380,2
6886,35313,35312,110,1
6887,37949,12843,110,1
6888,12363,12259,110,1
6890,37470,38646,110,2
6901,36167,12342,380,1
6903,39266,38861,380,2
6909,13599,13600,380,2
6910,12910,34999,380,2
6913,13574,13575,220,2
6915,12770,36375,380,2
6916,13214,13205,110,2
6917,12061,35525,380,3
6918,12790,35132,220,1
6921,11872,11871,380,2
6922,11869,11870,380,2
6923,38755,38847,110,3
6924,11811,38538,110,2
6925,11811,34780,110,2
6928,38860,39192,110,2
6931,11811,34780,110,2
6944,36643,38661,380,1
6945,12801,12794,380,2
6949,12587,36366,380,2
6956,12308,34826,220,2
6957,10271,12308,220,2
6958,35679,10271,220,6
6959,10271,12049,220,2
6960,35679,10271,220,6
6961,12271,36193,220,2
6962,12269,12271,220,2
6963,39289,12268,220,2
6966,34797,35537,380,2
6974,11897,37490,220,2
6977,9402,35573,220,7
6979,13254,36732,220,2
6980,13389,35540,110,1
6981,36842,12250,220,2
6982,36842,12900,220,2
6983,12952,37814,220,1
6986,11776,39324,110,6
6987,37770,11777,110,3
6989,39243,37296,380,2
6992,11777,35453,110,3
6993,37770,11776,110,3
6998,36470,37947,110,2
6999,37947,5409,110,2
7000,35426,5409,110,12
7001,11804,11803,220,4
7002,36910,11806,220,2
7004,11803,11807,220,2
7006,11918,38770,110,1
7009,38767,11918,110,1
7010,38381,38768,110,2
7023,36458,11831,380,2
7026,35666,36760,110,2
7027,38286,37883,110,2
7029,38768,11918,110,2
7030,35464,35306,220,2
7032,11994,38066,110,2
7033,11839,11836,380,2
7034,38826,11839,380,2
7036,11845,11840,110,2
7037,11845,38517,110,2
7038,37292,11845,110,2
7039,11849,38958,110,2
7041,38517,11849,110,2
7042,11840,38764,110,2
7043,11840,11842,110,2
7044,38958,37742,110,2
7045,37355,37359,110,2
7046,39245,38146,220,2
7047,11869,11871,380,2
7050,11885,38869,380,3
7051,38644,11885,380,5
7053,38869,39295,380,2
7054,39295,37950,380,3
7056,11919,37044,110,2
7057,11926,35389,110,2
7060,11918,11919,110,2
7063,34909,11897,220,1
7065,11903,37355,110,2
7066,11902,11903,110,4
7067,39324,37352,110,7
7068,37352,11902,110,6
7070,37773,11907,110,2
7071,11907,11909,110,2
7073,39098,11926,110,2
7077,11934,38007,380,4
7080,38106,11943,110,2
7081,11944,34853,110,1
7082,37096,38106,110,2
7083,11943,11944,110,2
7084,11946,37799,110,2
7085,38258,11946,110,2
7086,11946,37545,110,2
7090,36692,11994,110,2
7091,36732,9402,220,1
7092,35118,11963,380,2
7102,11978,11979,380,2
7103,11973,11974,380,2
7104,11974,11978,380,2
7105,37610,11973,380,2
7107,11998,11996,220,2
7108,11996,37833,220,2
7109,39274,35464,220,2
7110,35306,37121,220,2
7112,34814,34992,110,2
7115,12025,12026,380,2
7116,12022,12024,380,2
7117,38433,12027,380,2
7119,12053,37961,220,2
7120,12027,12026,380,2
7122,36462,35592,110,1
7123,37934,12022,380,2
7126,12032,38857,110,2
7127,12032,38464,110,2
7128,38509,12032,110,2
7129,38103,38509,110,2
7131,38464,36806,110,2
7134,12042,36652,110,2
7135,12042,36651,110,2
7136,36651,36771,110,2
7140,35238,38521,110,2
7142,12051,12053,220,2
7143,12051,12052,220,2
7144,12048,12052,220,2
7145,12049,12047,220,2
7146,12047,12048,220,2
7147,35102,12068,380,1
7158,12093,36633,220,2
7160,36912,11804,220,2
7163,12242,37796,110,2
7164,34999,12972,380,2
7166,12108,38272,110,2
7167,38415,12108,110,2
7168,38272,37134,110,2
7170,12111,39328,220,3
7171,35881,39210,110,2
7172,39056,39055,110,2
7173,39055,35881,110,2
7174,36940,12140,110,2
7175,12140,12138,110,3
7176,37816,36923,110,3
7177,36923,38740,110,2
7178,12140,35180,110,3
7179,38740,12138,110,2
7183,38088,12255,110,2
7184,12153,36367,110,2
7186,12216,35298,110,2
7187,38775,12153,110,2
7193,31662,12158,110,1
7194,35346,12164,110,2
7195,12160,35712,110,2
7196,12160,12164,110,2
7198,35036,12165,380,3
7199,12280,37145,110,2
7200,35034,35036,380,2
7202,12165,12169,380,3
7203,12169,37282,380,4
7205,37627,12188,380,1
7206,36841,12212,110,2
7207,12212,37813,110,3
7208,37282,12186,380,2
7209,12186,12188,380,2
7210,35075,34996,110,2
7211,34996,34995,110,2
7213,37120,38578,110,2
7215,12204,38465,110,2
7216,38465,36806,110,2
7218,12200,12204,110,2
7219,35762,12220,110,2
7220,12220,12216,110,2
7221,12222,12220,110,2
7222,34991,12222,110,2
7225,12234,37905,110,1
7226,12233,12234,110,3
7228,12242,37443,110,2
7232,12258,12259,110,1
7233,35592,12259,110,1
7234,12258,36713,110,1
7235,35072,11803,220,2
7236,12268,12269,220,2
7238,37115,12280,110,2
7240,39155,35038,220,1
7242,12294,2975,110,2
7243,12293,12294,110,2
7244,12300,12299,110,2
7245,35294,12320,110,2
7246,39099,36652,110,2
7247,36652,37434,110,2
7248,12331,12332,380,2
7249,12334,12335,380,2
7250,12330,12335,380,2
7251,12330,12331,380,2
7253,37457,882,380,6
7254,12332,882,380,2
7255,35030,12334,380,4
7256,36788,38713,110,2
7257,12342,35118,380,1
7261,35149,36634,380,1
7262,12391,36788,110,2
7265,36461,12363,110,2
7266,39518,12259,110,2
7267,12366,39518,110,2
7269,12387,34904,110,2
7271,39268,12387,110,2
7272,12391,12392,110,2
7273,39223,37971,380,2
7275,37936,38093,220,2
7277,37362,39776,110,2
7279,35048,37542,380,1
7281,34733,35149,380,2
7282,11909,12426,110,2
7283,12427,35895,110,2
7284,12426,12427,110,2
7285,36996,12426,110,2
7286,35547,5409,110,2
7287,35426,5409,110,12
7292,12204,38077,110,2
7294,38000,36361,110,2
7296,12478,36419,110,2
7297,37061,12478,110,4
7301,12481,34785,110,2
7305,34992,38521,110,2
7307,37085,35591,110,1
7308,20145,11811,110,2
7309,38161,36007,110,1
7310,213,35975,110,2
7311,12519,12523,110,2
7312,37370,12519,110,2
7313,12519,38273,110,2
7314,12523,37770,110,4
7315,12523,37770,110,4
7318,12534,35299,110,2
7320,38375,12531,110,4
7321,35176,38375,110,2
7324,12535,12540,110,2
7325,12534,12535,110,2
7326,12540,12531,110,2
7327,38640,12549,220,2
7328,12542,12549,220,3
7330,37457,882,380,6
7331,37705,882,380,2
7335,39226,12587,380,2
7338,39521,38517,110,2
7339,12619,12620,380,2
7340,35426,5409,110,12
7342,12587,38838,380,2
7343,12620,12613,380,2
7344,12613,35473,380,2
7345,37294,38621,110,8
7348,12611,12612,380,2
7349,12606,12607,380,2
7350,12618,12606,380,2
7351,12610,12611,380,2
7352,12612,12619,380,2
7354,39424,12618,380,2
7355,12607,12610,380,2
7356,12782,12783,110,2
7357,39293,34946,380,5
7359,12650,12651,110,2
7361,38424,12650,110,2
7366,39246,12666,380,2
7367,34816,39246,380,9
7368,38714,34990,110,2
7371,12680,35712,110,2
7373,10209,12680,110,2
7374,10209,35895,110,4
7375,12682,38686,380,2
7377,37883,39117,110,2
7380,35453,38595,110,2
7382,39214,37470,110,2
7387,37039,12728,110,2
7389,37039,38772,110,3
7390,38197,38196,110,1
7391,38196,37812,110,2
7392,12728,12742,110,2
7393,38774,38773,110,2
7394,38773,12742,110,2
7395,12732,35964,110,2
7398,34816,9717,380,6
7399,37296,9717,380,1
7400,37950,12755,380,2
7402,12782,35638,110,2
7404,12755,37934,380,1
7408,12769,12770,380,2
7410,12770,8739,380,2
7412,8739,34999,380,5
7413,35546,35427,110,2
7414,35427,5409,110,6
7415,12783,34863,110,2
7416,34823,12782,110,2
7418,35101,12793,220,1
7419,37141,37115,110,2
7423,12795,12797,380,2
7424,12797,12800,380,2
7427,12800,37029,380,2
7428,35392,12801,380,2
7429,12794,12795,380,2
7432,12843,38335,110,1
7433,39246,12946,380,2
7434,39236,36458,380,2
7436,34940,39274,220,2
7445,37354,39323,380,3
7447,36233,39349,380,2
7449,11996,12939,220,2
7453,36634,35073,380,1
7455,39214,38982,110,2
7457,12972,36623,380,1
7458,38982,35749,110,2
7462,35666,12902,110,3
7467,35032,12919,380,4
7468,35034,12926,380,2
7469,12926,35032,380,2
7472,35030,12919,380,4
7475,12946,38081,380,2
7476,12946,12948,380,2
7477,34816,39246,380,9
7479,39258,12948,380,2
7483,36886,36786,110,2
7488,36627,36445,380,1
7489,38655,35281,110,2
7490,34811,34770,380,2
7493,35057,34811,380,2
7500,35513,13214,110,2
7505,35314,34924,380,2
7509,34850,13365,110,2
7510,36468,36858,110,2
7513,36858,35305,110,2
7516,38521,36858,110,2
7517,13137,13138,380,2
7519,36150,13119,380,3
7524,35846,35843,110,1
7525,36713,35591,110,1
7527,13135,13136,380,2
7528,13129,13133,380,2
7530,37688,13137,380,2
7531,36079,13135,380,4
7532,13136,13133,380,2
7533,13138,13129,380,2
7534,36349,36132,110,2
7535,36233,35501,380,1
7536,38838,37531,380,2
7537,35591,13150,110,1
7538,36586,13150,110,1
7541,13618,13616,110,2
7547,13213,13206,110,2
7548,13205,13206,110,2
7549,13209,13207,110,1
7550,37088,13213,110,2
7551,35237,13211,110,2
7552,13211,37088,110,2
7554,13207,35237,110,1
7555,35424,13224,110,2
7556,13224,13229,110,2
7557,36331,38705,110,2
7558,13224,36330,110,2
7561,13229,36332,110,2
7562,13229,36331,110,2
7563,13884,36081,220,2
7566,13884,36081,220,2
7569,37444,13282,110,2
7572,35298,38521,110,2
7574,37796,37444,110,2
7575,39098,13296,110,2
7576,13296,38772,110,2
7578,13365,6700,110,2
7579,37038,12728,110,2
7580,13365,38387,110,2
7582,38387,38386,110,2
7583,36242,35843,110,1
7584,13504,38679,110,2
7586,13388,13393,110,2
7587,13393,13389,110,2
7588,36707,13388,110,2
7589,13517,36645,110,2
7590,13394,37610,380,2
7591,35461,13394,380,2
7593,13405,35038,220,2
7594,35047,13405,220,2
7597,35537,35501,380,1
7601,38007,39236,380,2
7603,13450,39134,110,2
7605,38003,13450,110,2
7606,36132,13450,110,1
7607,13501,35964,110,2
7620,39420,13481,220,2
7622,13616,13625,110,2
7628,13499,39417,380,2
7629,35030,39417,380,1
7633,13514,13501,110,2
7634,13514,36415,110,2
7635,36603,35428,110,2
7636,36603,13510,110,3
7637,13514,13515,110,2
7638,115,127,380,4
7639,36645,13503,110,3
7640,13510,13511,110,3
7641,13511,38679,110,2
7642,13515,13517,110,3
7643,13621,13622,110,2
7644,13625,39171,110,2
7651,39266,37971,380,2
7654,36444,13573,220,2
7655,13573,13574,220,2
7656,13575,13576,220,2
7657,13600,37610,380,2
7658,38861,13599,380,2
7661,36637,13621,110,2
7662,13622,39189,110,2
7663,13621,13618,110,2
7664,13633,13634,380,2
7665,35405,13633,380,2
7669,13634,37688,380,2
7670,13650,13651,380,3
7672,13650,13654,380,2
7675,13654,36267,380,2
7678,35796,13706,110,2
7680,36946,13706,110,2
7681,13706,13700,110,2
7682,37942,13700,110,2
7683,13701,36946,110,2
7688,38622,37643,110,1
7689,38005,13710,110,1
7690,38005,38622,110,1
7691,13710,38004,110,2
7695,13723,36461,110,1
7699,8328,36817,380,8
7700,13723,13724,110,1
7701,35542,36688,380,1
7702,39245,39408,220,2
7705,35591,13757,110,1
7706,36462,13757,110,1
7708,35130,13759,380,2
7709,13759,37705,380,2
7727,13955,35220,220,1
7776,37117,13952,220,2
7787,8399,35889,380,2
7788,39368,34887,220,2
7789,38640,39368,220,4
7792,13952,13953,220,1
7798,37282,35023,380,2
7799,14192,38668,220,2
7800,14192,14193,220,2
7801,14193,34926,220,2
7802,14966,14967,110,2
7803,35321,15022,220,4
7804,14784,14785,380,2
7805,14792,14790,380,2
7806,14791,35032,380,2
7808,13881,35043,220,3
7810,35175,13974,380,2
7814,15019,37286,110,2
7821,14023,14018,220,3
7824,14082,14078,220,3
7827,35437,14848,110,1
7828,34819,15022,220,2
7830,39511,34997,380,1
7831,37465,15029,110,2
7833,8328,36817,380,8
7834,15029,15030,110,2
7836,39409,15030,110,2
7839,35255,15038,110,2
7840,15038,35663,110,2
7843,14596,35642,110,2
7844,38467,37938,220,4
7845,13913,35991,110,2
7846,13914,37949,110,2
7847,37933,14538,110,2
7879,35846,35255,110,2
7883,38735,39515,110,3
7884,38735,38251,110,2
7886,37721,13910,110,3
7888,38145,38143,110,2
7890,14267,35368,110,2
7891,14267,38654,110,2
7893,37647,14120,110,2
7894,37748,13851,110,2
7895,37750,37751,110,2
7897,38121,14011,110,2
7899,36612,14005,110,2
7901,35964,14444,110,1
7907,15088,15089,110,2
7910,35543,14922,110,3
7911,14922,38382,110,2
7912,15038,34874,110,2
7914,15046,38180,110,2
7915,38727,13908,110,4
7916,13909,13908,110,4
7920,38682,38030,220,2
7922,36575,15088,110,2
7930,14747,35248,110,2
7932,14749,14747,110,2
7934,36318,14499,110,2
7935,7012,34975,110,4
7938,39457,35703,110,2
7939,14075,36553,110,2
7940,14126,14127,110,3
7941,35703,36030,110,2
7943,36030,36029,110,2
7945,15022,35321,220,4
7947,39145,37836,380,1
