old_bus,new_bus,reason,new_id,voltage
38290,20129,substation_simplification,20129,
21052,20139,substation_simplification,20139,
20221,20219,substation_simplification,20219,
38291,20225,substation_simplification,20225,
20316,20309,substation_simplification,20309,
20368,20367,substation_simplification,20367,
27042,20367,substation_simplification,20367,
28074,37862,substation_simplification,37862,
20370,37862,substation_simplification,37862,
37866,37862,substation_simplification,37862,
20391,40004,substation_simplification,40004,
37727,20597,substation_simplification,20597,
27224,20602,substation_simplification,20602,
20658,20657,substation_simplification,20657,
20678,20675,substation_simplification,20675,
38336,20781,substation_simplification,20781,
37786,20799,substation_simplification,20799,
37953,21046,substation_simplification,21046,
25872,21207,substation_simplification,21207,
32466,21207,substation_simplification,21207,
21208,21207,substation_simplification,21207,
21211,21207,substation_simplification,21207,
37478,21210,substation_simplification,21210,
39370,21423,substation_simplification,21423,
37726,32523,substation_simplification,32523,
38512,21608,substation_simplification,21608,
23505,34931,substation_simplification,34931,
35436,23551,substation_simplification,23551,
27714,36036,substation_simplification,36036,
23556,36036,substation_simplification,36036,
24558,36036,substation_simplification,36036,
26591,36036,substation_simplification,36036,
23580,35927,substation_simplification,35927,
29998,23583,substation_simplification,23583,
33283,38642,substation_simplification,38642,
32853,38642,substation_simplification,38642,
23590,38642,substation_simplification,38642,
37602,23626,substation_simplification,23626,
36997,23648,substation_simplification,23648,
23672,24822,substation_simplification,24822,
23709,34951,substation_simplification,34951,
30183,23716,substation_simplification,23716,
29925,23731,substation_simplification,23731,
30072,23803,substation_simplification,23803,
30062,23803,substation_simplification,23803,
23864,37766,substation_simplification,37766,
23913,33315,substation_simplification,33315,
23915,36165,substation_simplification,36165,
26302,36165,substation_simplification,36165,
25811,36165,substation_simplification,36165,
28687,23943,substation_simplification,23943,
23945,35071,substation_simplification,35071,
27697,35071,substation_simplification,35071,
35916,23966,substation_simplification,23966,
36626,23968,substation_simplification,23968,
38526,24001,substation_simplification,24001,
24045,37912,substation_simplification,37912,
25854,37912,substation_simplification,37912,
25472,24076,substation_simplification,24076,
24081,24080,substation_simplification,24080,
34151,36632,substation_simplification,36632,
25864,36632,substation_simplification,36632,
27435,36632,substation_simplification,36632,
24086,36632,substation_simplification,36632,
24360,24105,substation_simplification,24105,
25127,24156,substation_simplification,24156,
24590,24158,substation_simplification,24158,
24232,35046,substation_simplification,35046,
24874,35046,substation_simplification,35046,
33767,35046,substation_simplification,35046,
24276,29593,substation_simplification,29593,
29852,29593,substation_simplification,29593,
25047,29593,substation_simplification,29593,
37308,24282,substation_simplification,24282,
24329,24332,substation_simplification,24332,
37244,24332,substation_simplification,24332,
39571,24338,substation_simplification,24338,
29701,24355,substation_simplification,24355,
30089,24357,substation_simplification,24357,
37710,24427,substation_simplification,24427,
25115,24431,substation_simplification,24431,
24557,24431,substation_simplification,24431,
24469,33726,substation_simplification,33726,
24479,37593,substation_simplification,37593,
24487,24486,substation_simplification,24486,
24523,24492,substation_simplification,24492,
24493,24492,substation_simplification,24492,
37651,24499,substation_simplification,24499,
24504,24505,substation_simplification,24505,
24611,35481,substation_simplification,35481,
24547,35481,substation_simplification,35481,
24836,24552,substation_simplification,24552,
24651,24728,substation_simplification,24728,
24556,24728,substation_simplification,24728,
39630,24587,substation_simplification,24587,
24809,24588,substation_simplification,24588,
26623,24608,substation_simplification,24608,
28858,35020,substation_simplification,35020,
24612,35020,substation_simplification,35020,
24817,35753,substation_simplification,35753,
24662,35753,substation_simplification,35753,
28475,24676,substation_simplification,24676,
24681,37611,substation_simplification,37611,
38853,24685,substation_simplification,24685,
37616,24703,substation_simplification,24703,
36275,24752,substation_simplification,24752,
25050,24837,substation_simplification,24837,
24838,24837,substation_simplification,24837,
24851,35131,substation_simplification,35131,
25381,24876,substation_simplification,24876,
39534,24877,substation_simplification,24877,
35117,24880,substation_simplification,24880,
35904,24893,substation_simplification,24893,
33744,35540,substation_simplification,35540,
25507,35540,substation_simplification,35540,
24903,35540,substation_simplification,35540,
39109,24906,substation_simplification,24906,
35485,24928,substation_simplification,24928,
24958,31594,substation_simplification,31594,
36880,24960,substation_simplification,24960,
24970,24960,substation_simplification,24960,
24977,24976,substation_simplification,24976,
29534,24981,substation_simplification,24981,
25067,24999,substation_simplification,24999,
25007,37599,substation_simplification,37599,
25023,33762,substation_simplification,33762,
25598,33762,substation_simplification,33762,
39415,33762,substation_simplification,33762,
39940,25075,substation_simplification,25075,
35376,25088,substation_simplification,25088,
34092,35341,substation_simplification,35341,
25104,35341,substation_simplification,35341,
33841,35341,substation_simplification,35341,
28888,35341,substation_simplification,35341,
25124,36666,substation_simplification,36666,
28861,36666,substation_simplification,36666,
28813,36666,substation_simplification,36666,
25146,35123,substation_simplification,35123,
34902,25162,substation_simplification,25162,
25164,25182,substation_simplification,25182,
37543,25182,substation_simplification,25182,
25202,25200,substation_simplification,25200,
25171,25200,substation_simplification,25200,
37101,25172,substation_simplification,25172,
28875,25180,substation_simplification,25180,
28876,25180,substation_simplification,25180,
28878,25180,substation_simplification,25180,
36238,25196,substation_simplification,25196,
25224,25223,substation_simplification,25223,
32192,25277,substation_simplification,25277,
31005,25277,substation_simplification,25277,
25290,25289,substation_simplification,25289,
31721,34908,substation_simplification,34908,
27438,34908,substation_simplification,34908,
25311,34908,substation_simplification,34908,
35045,25318,substation_simplification,25318,
26851,35151,substation_simplification,35151,
25389,35151,substation_simplification,35151,
25414,35548,substation_simplification,35548,
26196,35548,substation_simplification,35548,
25820,25431,substation_simplification,25431,
25432,38971,substation_simplification,38971,
33218,25444,substation_simplification,25444,
30890,25499,substation_simplification,25499,
25504,40108,substation_simplification,40108,
29136,40108,substation_simplification,40108,
29563,25524,substation_simplification,25524,
36870,25535,substation_simplification,25535,
36336,25554,substation_simplification,25554,
36339,25556,substation_simplification,25556,
36554,25585,substation_simplification,25585,
37506,25606,substation_simplification,25606,
25615,25606,substation_simplification,25606,
25616,25606,substation_simplification,25606,
25619,25606,substation_simplification,25606,
29827,25608,substation_simplification,25608,
25632,25633,substation_simplification,25633,
36904,25642,substation_simplification,25642,
