unit_id,capacity_kw,lat,lon,mounting_type,voltage_level
SEE988028671757,2000.0,52.190992,11.666436,,MV
SEE965759336506,1250.0,51.565637,13.728231,,MV
SEE956148146721,1250.0,51.565637,13.728231,,MV
SEE997214483388,1250.0,51.565637,13.728231,,MV
SEE984876465104,1250.0,51.565637,13.728231,,MV
SEE989756435314,1250.0,51.565637,13.728231,,MV
SEE939689960339,1250.0,51.565637,13.728231,,MV
SEE939318545548,1250.0,51.565637,13.728231,,MV
SEE992121467155,1250.0,51.565637,13.728231,,MV
SEE917817447983,1250.0,51.565637,13.728231,,MV
SEE956105072070,3600.0,52.201301,11.779388,,MV
SEE907736699648,8500.0,53.336901,13.265858,,MV
SEE955658118037,1458.0,48.661053,13.456719,,MV
SEE966094642185,1615.0,50.335313,8.4771,,MV
SEE948207296157,1380.0,51.846376,7.289627,,MV
SEE935884922233,1000.0,48.175608,11.343559,,MV
SEE965934473132,1250.0,51.565637,13.728231,,MV
SEE985604669429,1250.0,51.565637,13.728231,,MV
SEE965009370144,1250.0,51.565637,13.728231,,MV
SEE993343179772,1250.0,51.565637,13.728231,,MV
SEE905440200785,1250.0,51.565637,13.728231,,MV
SEE962191034588,2520.0,52.112347,13.065203,,MV
SEE999667169802,4480.0,48.2096,11.2154,,MV
SEE966732481312,1260.0,49.244653,8.367856,,MV
SEE904965112283,3630.0,54.083953,9.039342,,MV
SEE926918638350,1260.0,50.11233,8.650703,,MV
SEE906793422855,1400.0,51.926867,14.409031,,MV
SEE951349529731,1250.0,51.57,13.75,,MV
SEE966220945234,1250.0,51.57,13.75,,MV
SEE908593275419,1250.0,51.57,13.75,,MV
SEE928847049986,1250.0,51.57,13.75,,MV
SEE902035720697,1400.0,51.926867,14.409031,,MV
SEE981281652846,1250.0,51.57,13.75,,MV
SEE967121265261,1250.0,51.57,13.75,,MV
SEE918950420536,1250.0,51.57,13.75,,MV
SEE943153785892,1250.0,51.57,13.75,,MV
SEE935940321413,1250.0,51.57,13.75,,MV
SEE908609081850,1250.0,51.57,13.75,,MV
SEE957198354517,1250.0,51.57,13.75,,MV
SEE990864173753,1000.0,48.549006,10.381204,,MV
SEE934181824981,1250.0,51.57,13.75,,MV
SEE995784208028,15000.0,50.847503,12.181256,,MV
SEE944799875442,1250.0,51.57,13.75,,MV
SEE988535804235,1250.0,51.57,13.75,,MV
SEE964099884500,1250.0,51.57,13.75,,MV
SEE992917223880,2500.0,51.318544,9.569191,,MV
SEE916600648873,2115.0,53.621909,13.517725,,MV
SEE908769954278,1462.5,50.705004,12.489095,,MV
SEE947637698258,4160.64,52.441678,12.182632,,MV
SEE943379261293,12390.0,53.179303,8.17085,,MV
SEE925994558354,1260.0,54.588487,9.117746,,MV
SEE994843244212,3960.0,54.124213,13.047792,,MV
SEE973452712077,5170.0,50.9611,12.1772,,MV
SEE903621765887,1260.0,54.831671,9.552241,,MV
SEE967668822200,8440.0,51.574086,12.981715,,MV
SEE954507415204,5414.4,51.155,13.111,,MV
SEE945539518971,1846.3,51.511548,13.887668,,MV
SEE945521566928,5500.0,50.987149,13.073922,,MV
SEE973369837856,8325.0,53.46181,14.189419,,MV
SEE952467807756,3571.2,51.155,13.111,,MV
SEE974008427810,3600.0,52.165757,13.561248,,MV
SEE995990144066,4165.0,49.91651,11.880363,,MV
SEE946846327577,1760.0,52.5377,14.3701,,MV
SEE914411706713,1320.0,51.388,12.507,,MV
SEE904529350816,1920.13,52.167586,12.780781,,MV
SEE979458008442,3718.0,51.388,12.507,,MV
SEE903628877521,2650.0,51.429545,12.365789,,MV
SEE983352808015,3686.4,50.807971,12.922275,,MV
SEE974397530917,1400.0,51.428991,12.369388,,MV
SEE985665216334,2265.0,51.312,14.094,,MV
SEE992444817330,2070.0,52.631675,13.751631,,MV
SEE960311520331,5985.3,52.239,13.144,,MV
SEE930346681208,4051.2,51.444981,12.235417,,MV
SEE972566787889,2100.0,51.8675,11.5641,,MV
SEE908027172550,2593.5,51.66868,11.724918,,MV
SEE933987777736,2310.0,53.574646,7.232306,,MV
SEE940528971546,8800.0,52.835416,11.203354,,MV
SEE946180633150,4019.8,53.50694,14.027016,,MV
SEE974036205473,5651.6,51.356,11.682,,MV
SEE936246218988,8920.0,54.180489,13.153879,,MV
SEE977831386552,8170.0,53.763575,8.623308,,MV
SEE925760375390,2626.8,51.356,11.682,,MV
SEE999053796223,2480.0,51.485625,11.782487,,MV
SEE991006962174,3542.0,51.1069,13.1912,,MV
SEE984679603987,8040.0,52.281365,11.477049,,MV
SEE910806821221,1160.0,50.596106,9.783785,,MV
SEE966499954425,2250.0,50.183994,8.913415,,MV
SEE953512822359,2960.0,49.623453,8.400776,,MV
SEE967314712732,6570.0,53.377842,13.057102,,MV
SEE942398907106,7000.0,49.986127,10.964712,,MV
SEE997296118925,1216.125,48.139585,11.43349,,MV
SEE930158407508,2700.0,52.935028,12.39759,,MV
SEE902841748113,1000.0,50.005639,7.019316,,MV
SEE923041901344,3130.2,48.437903,12.355896,,MV
SEE929517850437,1283.3,48.436544,12.361129,,MV
SEE997770155309,1980.0,48.417989,12.039859,,MV
SEE909786492101,2348.0,48.163204,9.791961,,MV
SEE970888203711,1782.0,48.160572,9.790829,,MV
SEE991066108413,1046.0,50.854605,6.440735,,MV
SEE946925149809,1301.105,47.630293,8.295257,,MV
SEE985395717408,2803.2,51.452347,14.105572,,MV
SEE900272818221,1120.0,48.15988,9.789139,,MV
SEE985185671286,5465.0,49.999015,11.196123,,MV
SEE984083944072,1260.0,50.0,7.01,,MV
SEE927558044396,5600.0,51.59,14.14,,MV
SEE993223980337,1905.0,50.009418,11.234663,,MV
SEE902538148363,3800.0,49.629457,8.474897,,MV
SEE924482046533,9800.0,51.59,14.14,,MV
SEE934259583796,2720.0,50.01103,11.23731,,MV
SEE929294363090,2800.0,51.78,14.15,,MV
SEE979470464264,1534.0,51.009039,11.958065,,MV
SEE955423053457,3750.0,50.005213,11.263142,,MV
SEE976267216150,3825.0,50.006527,11.285916,,MV
SEE917718313417,3520.0,53.895953,12.354497,,MV
SEE967226387578,5829.0,53.460993,11.430165,,MV
SEE934714655969,1451.0,48.951591,12.129609,,MV
SEE984736347588,7700.0,52.263029,10.690167,,MV
SEE937370662654,1660.0,49.179299,11.780429,,MV
SEE973515012960,2101.0,50.085517,7.49455,,MV
SEE972097669067,1260.0,52.359611,14.087786,,MV
SEE901298608650,7728.0,50.012316,11.243605,,MV
SEE993796134168,3700.0,50.005176,11.25751,,MV
SEE900038973492,2925.0,49.611611,9.350052,,MV
SEE949421272279,1632.0,48.230169,9.863297,,MV
SEE916748906903,9300.0,53.556021,11.568262,,MV
SEE953457407505,2000.0,54.582591,9.047919,,MV
SEE914632235795,1248.0,49.07592,12.269485,,MV
SEE953972679357,1700.0,53.302402,11.102813,,MV
SEE958617014586,5720.0,50.004963,11.287038,,MV
SEE954235213202,1418.0,48.041579,11.27435,,MV
SEE953291078916,1240.0,50.188285,11.075896,,MV
SEE996776421609,1406.4,51.454759,10.618601,,MV
SEE910672708855,1628.4,51.449787,13.536726,,MV
SEE960382231525,1239.7,53.740951,13.30114,,MV
SEE969325704300,1080.0,51.706365,13.242306,,MV
SEE985894426924,2100.0,50.1525,7.514631,,MV
SEE903407652820,3000.0,49.979961,10.964973,,MV
SEE918335562578,1309.0,49.685298,12.087559,,MV
SEE975652333212,1394.0,50.001314,11.214748,,MV
SEE928157517816,7788.0,52.477358,12.967456,,MV
SEE920461005324,10200.0,48.733144,12.730149,,MV
SEE927698790054,1246.08,51.741742,11.956977,,MV
SEE907979203503,3762.0,51.626251,11.483856,,MV
SEE946896541947,3900.0,50.200162,10.856209,,MV
SEE990392590619,1647.0,51.475722,13.134177,,MV
SEE918167471451,2394.0,51.666516,14.635783,,MV
SEE928437782156,1325.16,48.812868,12.567079,,MV
SEE999601684590,1692.0,54.039541,12.474527,,MV
SEE942342292654,4584.0,53.831635,12.562873,,MV
SEE962405813862,5575.2,49.344356,8.859913,,MV
SEE909841650446,1212.0,50.364126,10.436992,,MV
SEE908395182212,3520.0,51.488201,13.723516,,MV
SEE998505465939,2360.0,51.590949,14.590021,,MV
SEE931054312422,6960.0,54.753064,9.6004,,MV
SEE945055213800,4799.0,52.633935,13.753,,MV
SEE911965524879,6600.0,54.151196,10.019025,,MV
SEE983936065339,1656.0,50.861,11.902,,MV
SEE959966307268,1332.0,51.049187,12.287208,,MV
SEE991803619639,2010.0,52.7961,12.0561,,MV
SEE977368347613,2395.0,52.608871,12.03534,,MV
SEE980950719071,3380.0,51.225708,14.902316,,MV
SEE924664974470,4531.0,50.346765,11.982503,,MV
SEE907544696679,3404.0,50.346713,11.989053,,MV
SEE965254846913,7636.0,54.311,12.767,,MV
SEE959571375218,4975.0,51.555213,12.238046,,MV
SEE978414178250,8325.0,52.388,14.097,,MV
SEE942453607491,7544.0,50.141897,11.52983,,MV
SEE901251384751,3880.0,49.782,10.288,,MV
SEE934959520220,4720.0,50.117,11.724,,MV
SEE974061752621,1080.0,51.85,11.66,,MV
SEE933465556372,3128.0,51.139926,11.703829,,MV
SEE979677843169,1587.0,51.139236,11.70488,,MV
SEE900161595301,3260.0,51.6363,12.0159,,MV
SEE959076284701,1197.6,53.595469,13.283187,,MV
SEE952764429613,4434.0,51.798879,11.711646,,MV
SEE957850162283,1000.0,51.6363,12.0159,,MV
SEE955564877707,5046.0,51.798844,11.712204,,MV
SEE963626936477,4380.0,53.2061,11.3527,,MV
SEE902415774616,4876.0,51.18445,14.964054,,MV
SEE942901290923,2668.0,51.000973,10.327164,,MV
SEE944267682435,1173.0,50.953,12.423,,MV
SEE934519185876,2737.0,51.30703,13.108312,,MV
SEE933534040962,4334.0,51.449,12.19,,MV
SEE948285363802,2944.1,51.461,12.251,,MV
SEE917782073590,6380.0,51.354473,12.547633,,MV
SEE920801422866,1440.0,51.882,11.161,,MV
SEE987822178165,1495.0,51.03,14.01,,MV
SEE901596479563,1740.0,51.515533,12.352323,,MV
SEE934995834916,8556.0,50.941,14.797,,MV
SEE997192643934,5691.4,51.610392,12.317009,,MV
SEE934913176333,1233.8,51.610021,12.317611,,MV
SEE918195172979,4572.0,51.729,13.687,,MV
SEE901432196456,1541.0,51.350645,12.199161,,MV
SEE944346409045,1886.0,51.350711,12.199015,,MV
SEE906643363208,2300.0,53.562,13.942,,MV
SEE946823510343,15328.0,51.195446,14.511394,,MV
SEE997751373470,13544.0,51.507,12.285,,MV
SEE955748019633,15560.0,51.196779,14.523158,,MV
SEE966586280475,7920.0,51.449831,11.299343,,MV
SEE909802257851,4080.0,51.002351,10.437194,,MV
SEE964878931654,16778.0,51.507,12.285,,MV
SEE916695664499,1522.0,52.945493,12.790824,,MV
SEE914913479924,4560.0,51.729,13.687,,MV
SEE972382047631,1263.0,52.945243,12.789594,,MV
SEE969847560583,1388.0,52.945095,12.787858,,MV
SEE955407690159,1686.0,52.945269,12.789716,,MV
SEE921101221302,1320.0,51.13531,12.455926,,MV
SEE924561190829,1680.0,48.259572,10.904701,,MV
SEE912158662088,1020.0,50.186695,10.954769,,MV
SEE900588217749,1100.0,53.24047,11.42283,,MV
SEE903595991343,7128.0,49.425578,9.31816,,MV
SEE913649282815,3432.0,52.09569,7.275924,,MV
SEE937144645340,3808.0,49.550077,11.806847,,MV
SEE917728480376,1440.0,47.99369,8.601805,,MV
SEE920397197445,1800.0,48.458385,12.925729,,MV
SEE942326313894,2460.0,51.791464,14.055282,,MV
SEE912895380115,1452.0,52.095726,7.272478,,MV
SEE974512771102,1104.8,47.490765,11.04761,,MV
SEE922683888518,1400.0,49.703067,10.873513,,MV
SEE925904375293,1140.0,51.854439,11.541667,,MV
SEE968449817910,2989.77,49.982405,6.745639,,MV
SEE921453882596,2880.0,51.467946,13.289044,,MV
SEE920905779002,1210.0,51.357001,13.337497,,MV
SEE936325032177,1660.0,49.324404,10.712799,,MV
SEE997220807017,1220.0,51.189356,14.641637,,MV
SEE956053296825,2327.4,50.211381,6.47184,,MV
SEE951125537806,1000.0,51.102256,14.664404,,MV
SEE974103868112,3350.0,54.27866,12.603909,,MV
SEE937783698004,1500.0,51.118197,14.680338,,MV
SEE977844636613,2000.0,51.120789,14.680179,,MV
SEE986159042156,2200.0,51.1108,14.661763,,MV
SEE957951298997,5000.0,48.323325,11.201198,,MV
SEE998578226215,2970.0,48.3515,8.4762,,MV
SEE925553784279,2600.0,50.040488,6.583087,,MV
SEE918426216960,1394.0,48.93,12.0,,MV
SEE924167928383,1560.0,51.603557,11.449807,,MV
SEE992057028710,1410.0,48.95,12.0,,MV
SEE992846754912,2520.0,51.216504,12.028699,,MV
SEE946716049677,1866.0,49.801003,11.846493,,MV
SEE985324550953,1509.8,48.684577,10.9107,,MV
SEE901605117196,4510.0,51.357596,13.338495,,MV
SEE941897030513,2552.0,49.848634,8.54868,,MV
SEE947568535974,1200.0,51.560666,8.55461,,MV
SEE972175685354,3390.0,54.799398,8.821474,,MV
SEE946156789683,2000.0,52.874012,12.28205,,MV
SEE953670811158,1880.0,52.423476,7.075899,,MV
SEE911856771146,1296.0,51.185611,10.494155,,MV
SEE959047469175,8894.155,51.574904,9.758192,,MV
SEE970177445808,6490.0,52.612494,14.253115,,MV
SEE907665737206,1862.4,51.40344,12.359734,,MV
SEE964201906342,5606.4,51.775737,13.606349,,MV
SEE948296093194,3165.5,51.388733,12.389277,,MV
SEE995781422496,14588.0,51.776038,13.598514,,MV
SEE981595280711,1862.4,51.526,12.103,,MV
SEE968881194006,13164.0,51.776134,13.603344,,MV
SEE904573377807,13202.0,51.775277,13.596162,,MV
SEE905317227136,4560.0,51.729136,13.687531,,MV
SEE987511434411,1980.0,51.023953,10.825751,,MV
SEE981548506516,4920.0,53.602305,13.227694,,MV
SEE953870446655,1560.0,51.023969,10.828763,,MV
SEE962406035553,7347.6,51.345906,12.516583,,MV
SEE950795382815,4800.0,51.403107,12.360242,,MV
SEE927190415394,5094.4,51.989626,11.697962,,MV
SEE940984626998,4560.0,52.580986,12.810469,,MV
SEE923564555444,6430.0,51.518921,12.066011,,MV
SEE973029404626,6600.0,53.265,11.573,,MV
SEE986751536633,7380.0,53.899,11.484,,MV
SEE999096741976,7699.34,52.628794,11.671598,,MV
SEE992688366953,6710.0,51.549885,12.047071,,MV
SEE964753872669,2700.0,51.494328,10.738989,,MV
SEE969264484479,1027.14,49.936765,7.881136,,MV
SEE939341876275,4140.0,51.72,11.95,,MV
SEE999036603173,1200.0,51.186875,14.96063,,MV
SEE930510394385,1620.0,52.63,13.76,,MV
SEE929736809797,1140.0,51.81899,11.211965,,MV
SEE939054082550,1260.0,51.08902,12.418875,,MV
SEE974288157964,2505.0,51.4427,12.060509,,MV
SEE907462183244,4356.0,50.937284,14.800292,,MV
SEE900610093334,1170.0,53.843037,13.719735,,MV
SEE931488022683,1347.5,51.056847,14.949526,,MV
SEE994587872351,8100.0,51.867367,13.774597,,MV
SEE907266050414,1233.8,50.872,12.212,,MV
SEE937740666466,1620.0,51.867146,13.775861,,MV
SEE956825055438,8820.0,50.190955,10.207121,,MV
SEE985841069532,8820.0,50.19,10.21,,MV
SEE908787464339,8820.0,53.2658,13.6973,,MV
SEE961859272478,3540.0,50.678419,11.724584,,MV
SEE999025290049,2940.0,51.461829,13.159765,,MV
SEE990033834553,2750.0,51.789807,11.601047,,MV
SEE927225113301,2180.0,54.28,13.0725,,MV
SEE973265793768,1250.0,51.132365,12.624037,,MV
SEE901023493537,2000.0,51.131118,12.623569,,MV
SEE906271743311,2500.0,51.129913,12.623317,,MV
SEE991318434697,4920.0,48.15,10.85,,MV
SEE962790455746,3570.0,48.15,10.85,,MV
SEE922178316083,1584.0,52.608121,12.036163,,MV
SEE938329448794,1760.0,51.726667,12.26,,MV
SEE944599383895,1250.0,51.47343,12.703551,,MV
SEE989374477239,1332.0,51.721125,11.975157,,MV
SEE978204690344,8560.0,49.68027,9.87111,,MV
SEE972453688558,6300.0,49.68027,9.87111,,MV
SEE929597910762,1811.5,50.1834,10.1011,,MV
SEE959251812323,3103.92,49.776797,6.847705,,MV
SEE956147638333,1725.3,49.633437,6.838104,,MV
SEE951618600468,1100.0,48.544267,12.570052,,MV
SEE910131213401,4020.0,53.320627,13.092642,,MV
SEE952301711188,1148.0,50.2128,10.7381,,MV
SEE979712236031,1192.0,50.2128,10.7381,,MV
SEE921888303598,8400.0,51.575816,14.137743,,MV
SEE974267684610,1760.0,52.341389,12.545278,,MV
SEE948896785949,7040.0,52.184444,13.475556,,MV
SEE915106967099,1350.0,48.425281,10.090245,,MV
SEE923235591405,1290.0,51.011406,9.230872,,MV
SEE929925649791,1320.0,48.919277,12.29187,,MV
SEE954541611082,4320.0,50.16505,10.819129,,MV
SEE976091954945,3360.0,48.515544,10.431028,,MV
SEE984429151027,4602.24,50.769505,10.324107,,MV
SEE909750106874,1020.0,48.724797,12.639537,,MV
SEE959201075044,1997.6,49.612564,8.562654,,MV
SEE996843310416,1480.0,47.904187,10.234869,,MV
SEE967238285367,1955.0,51.46624,11.88908,,MV
SEE984177508050,3500.0,53.915603,13.22753,,MV
SEE937296461492,3500.0,53.915603,13.22753,,MV
SEE973408792870,1547.2,53.915603,13.22753,,MV
SEE971888778483,3094.4,53.915603,13.22753,,MV
SEE985764510920,1852.74,52.067158,7.432202,,MV
SEE978042478906,1555.2,53.915603,13.22753,,MV
SEE958832709618,1260.0,48.487124,10.50077,,MV
SEE959665624581,3494.4,48.370919,12.931489,,MV
SEE983952072373,3150.0,48.58832,10.844315,,MV
SEE937208638806,1680.0,53.516016,13.760648,,MV
SEE930280240998,4500.0,50.517883,8.042326,,MV
SEE942403198437,1000.0,49.201004,9.666167,,MV
SEE982104824471,1580.0,53.72891,14.103555,,MV
SEE925142793439,3335.0,51.558978,12.977709,,MV
SEE955002308435,1250.0,51.350893,9.525834,,MV
SEE937161886825,3960.0,51.454659,12.020756,,MV
SEE959691697443,1552.5,52.416849,11.055974,,MV
SEE924393789130,1425.9,48.587679,11.570304,,MV
SEE949939778874,8000.0,49.855096,9.584635,,MV
SEE906428226216,1425.6,48.48996,10.90905,,MV
SEE906256603531,3246.0,50.961516,10.73012,,MV
SEE968155974365,1000.0,53.997982,9.109004,,MV
SEE994100696389,1040.0,48.916827,12.292047,,MV
SEE960571236874,1036.4,52.228614,11.959219,,MV
SEE963487292880,1397.2,51.449801,13.535078,,MV
SEE932262936318,1150.0,51.56502,13.575924,,MV
SEE967600706032,2500.0,49.993488,9.057017,,MV
SEE993514442087,2790.0,53.996387,9.109148,,MV
SEE986084707984,1051.05,51.442741,14.300915,,MV
SEE921065513826,2262.07,51.082588,9.94064,,MV
SEE909558628936,1223.6,54.573836,9.524322,,MV
SEE986224718955,2262.5,53.499875,11.457103,,MV
SEE942444030543,1500.0,49.178139,11.80977,,MV
SEE984008326976,1976.16,53.057639,12.349556,,MV
SEE920155650816,1660.0,49.626054,12.06941,,MV
SEE998881381830,1680.0,51.105459,10.668994,,MV
SEE935092799726,3696.0,51.36,11.68,,MV
SEE967800029054,1000.0,48.808661,12.67317,,MV
SEE968096276245,1065.9,51.5526,11.505926,,MV
SEE985031251402,1605.0,47.838844,10.88986,,MV
SEE949991934041,1845.0,47.837518,10.89417,,MV
SEE973080083303,6880.0,52.616734,11.142462,,MV
SEE944058086831,1200.0,48.679209,8.967405,,MV
SEE968987778766,1260.0,50.326,11.798,,MV
SEE922489026350,2000.0,48.229234,11.083575,,MV
SEE913149134096,1605.6,49.138745,9.998546,,MV
SEE945800572640,3150.0,48.01903,10.636545,,MV
SEE981668966290,3480.0,51.153595,12.784351,,MV
SEE930337501331,1020.0,51.899361,7.134515,,MV
SEE929504173266,1665.0,50.637546,12.434813,,MV
SEE932500165135,1154.0,53.826273,12.002175,,MV
SEE977311999487,5900.0,53.496245,12.036977,,MV
SEE980515692009,3780.0,48.588312,10.844315,,MV
SEE974245703784,1159.0,52.232615,10.391461,,MV
SEE909805972584,1000.0,48.736214,10.585218,,MV
SEE996511868942,5000.0,51.580306,14.398445,,MV
SEE967786936551,3405.0,52.126572,14.631488,,MV
SEE989501972316,1258.8,53.134099,11.327099,,MV
SEE982325401376,2310.0,52.650174,13.390088,,MV
SEE914021551680,1170.0,48.460616,9.979034,,MV
SEE921868712396,1085.76,51.898817,7.428198,,MV
SEE975191083852,1945.0,52.603376,12.369536,,MV
SEE938898658907,1428.0,51.525567,6.968134,,MV
SEE923345846624,2580.0,52.718614,14.12496,,MV
SEE945479156882,3394.0,53.507641,11.094151,,MV
SEE964190221945,4020.0,49.596213,10.037905,,MV
SEE995737276043,1620.0,51.769816,11.002676,,MV
SEE907530129525,2250.0,53.680046,13.556245,,MV
SEE987961823124,7275.0,53.939975,13.295034,,MV
SEE968665204006,3180.0,53.665628,13.520324,,MV
SEE902006290365,1740.0,53.499348,12.774102,,MV
SEE929038630792,1320.0,53.4953,11.453667,,MV
SEE926640800155,11020.0,48.083745,10.700329,,MV
SEE942418142883,2000.0,49.498081,10.336335,,MV
SEE953983578137,1000.0,49.678004,7.891003,,MV
SEE909209409402,2150.4,54.319224,13.341299,,MV
SEE920171873244,7500.0,51.810169,12.343602,,MV
SEE903430850996,1500.0,48.662805,10.573392,,MV
SEE983632980912,1400.0,48.354033,11.358776,,MV
SEE992478370658,1715.7,48.621585,10.538437,,MV
SEE970315309566,7500.0,52.182619,11.754965,,MV
SEE918888244853,2462.4,49.45378,10.265577,,MV
SEE990127784689,2800.0,48.032091,10.692637,,MV
SEE956422467931,2700.0,48.777766,12.161244,,MV
SEE909332080424,1158.75,52.633552,13.646968,,MV
SEE983102253577,4644.0,48.577692,10.38299,,MV
SEE966600403163,1000.0,48.469495,11.300372,,MV
SEE958318522632,2265.6,51.886313,11.481037,,MV
SEE988185404199,1004.15,50.8991,11.967844,,MV
SEE959933747370,3200.0,52.596497,9.041932,,MV
SEE900561773637,1715.4,52.355075,9.87762,,MV
SEE954758945208,3200.0,52.596497,9.041932,,MV
SEE912948150320,2750.0,52.596497,9.041932,,MV
SEE900945882047,2100.0,50.972704,12.778847,,MV
SEE933300340340,4762.8,50.023024,6.557502,,MV
SEE975060964169,1841.4,51.986025,10.680641,,MV
SEE949672842306,1550.0,49.344447,12.045488,,MV
SEE927450751644,1032.61,52.520209,11.138965,,MV
SEE926466596607,3270.0,51.11874,10.575692,,MV
SEE950657977319,1245.0,51.094199,10.552077,,MV
SEE989295756000,3026.0,51.812246,13.228904,,MV
SEE929387650588,1382.4,54.000013,11.967819,,MV
SEE981960425129,1760.0,49.196013,9.474325,,MV
SEE919721844995,1050.45,48.391097,9.805934,,MV
SEE919689039723,8100.0,52.4347,12.4428,,MV
SEE942698466945,1100.0,52.991194,13.990806,,MV
SEE971732568604,7425.0,52.4379,12.4418,,MV
SEE991000124783,2520.0,49.79129,10.06926,,MV
SEE970414772797,4800.0,52.498776,13.77308,,MV
SEE916978988434,3890.0,54.109055,9.078985,,MV
SEE961088558329,2988.0,53.059652,14.01066,,MV
SEE928640042757,23140.0,52.822032,13.697538,,110
SEE913407545572,7680.0,54.786184,9.097944,,MV
SEE946075390267,2003.0,53.882352,11.551859,,MV
SEE949460794695,1858.5,52.063102,7.933918,,MV
SEE932042855938,2100.0,50.335073,8.47655,,MV
SEE968757869786,1245.4,53.95536,12.816836,,MV
SEE966487724184,3500.0,51.6575,14.61472,,MV
SEE940401999728,2430.0,52.868159,12.375939,,MV
SEE999846046634,2500.0,48.547503,10.367493,,MV
SEE926745814262,1258.0,54.75364,9.45882,,MV
SEE941809219852,1750.0,48.29,11.2772,,MV
SEE957003211363,1400.0,51.148725,12.618349,,MV
SEE987287792821,1600.0,48.420693,10.795917,,MV
SEE959115009579,6480.0,54.315722,9.824046,,MV
SEE903551767074,2000.0,51.557509,10.37248,,MV
SEE971919772398,2960.5,53.926867,9.26985,,MV
SEE970325478597,1199.2,47.8846,11.164,,MV
SEE928085185002,9987.0,52.244747,13.514649,,MV
SEE941353893195,12650.2,52.250563,13.534675,,MV
SEE925129819961,3521.7,54.879949,8.924275,,MV
SEE918852287176,1632.0,48.31101,10.604721,,MV
SEE970882915948,1980.0,48.793587,12.387589,,MV
SEE915714707544,2763.9,48.861133,12.553985,,MV
SEE997569170728,5550.0,48.876047,12.514943,,MV
SEE928434333009,1246.0,51.841642,13.641275,,MV
SEE951846819069,6600.0,51.354137,13.34385,,MV
SEE900519982630,1032.0,51.084923,10.682677,,MV
SEE959856900937,3661.9,53.203229,12.539703,,MV
SEE933700551018,3250.0,48.876504,12.525974,,MV
SEE951102787699,3650.0,48.877171,12.512678,,MV
SEE991421257077,2263.72,53.194593,12.516617,,MV
SEE944954966756,4259.0,48.87661,12.514201,,MV
SEE961870664689,1571.0,51.084674,10.681255,,MV
SEE950521542551,1000.0,49.785664,6.73764,,MV
SEE917945116034,5040.0,50.0615,6.90781,,MV
SEE966697017038,13720.0,51.370237,14.956351,,MV
SEE975975332053,2260.0,50.06675,6.90576,,MV
SEE990553404588,3072.0,50.0701,6.89343,,MV
SEE958623948233,15377.0,53.073698,11.815768,,MV
SEE979424472215,18392.0,53.070337,11.830796,,MV
SEE954678895508,2760.0,52.643171,11.737899,,MV
SEE951108672661,1103.28,53.183248,10.334943,,MV
SEE966953404886,4800.0,48.220198,10.891538,,MV
SEE950295318864,1812.0,54.765011,8.913517,,MV
SEE902930480634,4400.0,48.21477,10.866045,,MV
SEE990204692449,1000.0,48.662076,11.042294,,MV
SEE901607623381,2500.0,48.578594,10.386089,,MV
SEE903919880988,2880.0,52.616505,14.245872,,MV
SEE973609933324,1024.0,50.87232,12.206992,,MV
SEE924229604835,16316.0,52.616505,14.245872,,MV
SEE988536857742,1358.0,50.873518,12.194035,,MV
SEE995897954607,19022.0,52.616505,14.245872,,MV
SEE909841432714,17768.0,52.616505,14.245872,,MV
SEE952450666476,5382.28,50.872357,12.190324,,MV
SEE947835889724,6272.24,52.637738,14.183451,,MV
SEE945219032827,5300.0,51.730087,13.690949,,MV
SEE994306551093,4536.0,52.639389,14.186298,,MV
SEE952198403609,4120.0,51.728467,13.693893,,MV
SEE955024636202,3087.0,51.489,12.198,,MV
SEE901904374771,2381.0,51.489,12.198,,MV
SEE960171576110,2792.0,51.489,12.198,,MV
SEE943073494287,7540.0,51.574451,12.263494,,MV
SEE917364515128,1480.0,53.00121,13.998567,,MV
SEE954410451399,2381.0,52.454923,12.244038,,MV
SEE937761209987,3379.0,52.454923,12.244038,,MV
SEE939593580630,1800.0,49.388586,6.757741,,MV
SEE917812778792,8500.0,49.201313,11.660189,,MV
SEE970682560645,7900.0,50.127089,10.775799,,MV
SEE934685600357,2640.0,50.850412,9.733786,,MV
SEE982119672715,1526.0,50.662669,11.461138,,MV
SEE970277227168,4556.26,49.23864,10.384969,,MV
SEE904397674373,1316.0,51.082162,13.902895,,MV
SEE986602768428,1316.7,51.385172,11.651373,,MV
SEE988291090415,9790.0,49.208391,11.616879,,MV
SEE913141221732,1210.0,48.783275,12.844744,,MV
SEE978423224474,7500.0,54.117863,9.936825,,MV
SEE984953802358,3780.0,53.977059,13.154376,,MV
SEE969785386290,1350.0,53.973398,13.140573,,MV
SEE973512752067,4410.0,53.507015,13.320852,,MV
SEE915105871694,1890.0,53.673166,14.066905,,MV
SEE986805831707,5040.0,54.299147,12.889632,,MV
SEE967441262810,2300.0,51.634339,12.190633,,MV
SEE997822671979,5000.0,51.667242,14.648751,,MV
SEE951001226565,6075.0,53.911088,13.297252,,MV
SEE962671386893,4000.0,51.667242,14.648751,,MV
SEE958128432336,3570.0,53.184003,12.155064,,MV
SEE977723862096,1382.16,49.25668,10.626615,,MV
SEE927124646313,1100.0,50.254835,7.224937,,MV
SEE957418999771,1146.0,49.437624,7.667994,,MV
SEE919983721317,4400.0,48.919817,11.466647,,MV
