jao_name,jao_eic,egon_line_id,jao_r,jao_x,jao_b,jao_s_nom,jao_length_km,jao_v_nom,new_r,new_x,new_b,new_s_nom,path_hops,length_ratio,length_warning,imax_a
Y-Nordlicht (-Kusenhorst - Niederrhein) LIPPE S ,11T0-0000-1537-1,14191.0,0.35,3.48,5.22e-05,1088.0,12.870524792004115,380,0.032666,0.324789,4.87e-06,1790.2,2,1.064,,2720.0
Y-Duelken (-Edelstahl - Utfort) UTFORT W ,11T0-0000-1446-5,33773.0,0.628,5.761,0.0001001,299.2,22.93175844265381,220,0.628,5.761,0.0001001,518.2,1,0.938,,1360.0
Y-Edelstahl (-Duelken - Utfort) UTFORT W ,11T0-0000-1447-2,2411.0,0.201,1.006,1.31e-05,299.2,3.466618259448279,220,0.201,1.006,1.31e-05,518.2,1,0.746,,1360.0
Duelken - Osterath FICHTH O ,11T0-0000-0230-6,13648.0,1.274,9.071,0.0001435,282.04,34.45283117513817,220,0.103251,0.735158,1.163e-05,488.5,3,0.926,,1282.0
Edelstahl - Osterath FICHTH W ,11T0-0000-0237-M,2415.0,0.481,2.493,3.28e-05,283.8,8.635141193643955,220,0.481,2.493,3.28e-05,491.6,1,0.906,,
Duelken - Osterath FICHTH O ,11T0-0000-0230-6,13646.0,1.274,9.071,0.0001435,282.04,34.45283117513817,220,0.312314,2.223704,3.518e-05,488.5,3,0.926,,1282.0
Bayer - Duennwald FLITTA O,11T0-0000-0233-Y,30401.0,0.141,0.676,0.0002199,137.06,11.64279751921626,220,0.01422,0.068177,2.218e-05,237.4,3,0.837,,623.0
Bayer - Duennwald FLITTA O,11T0-0000-0233-Y,12702.0,0.141,0.676,0.0002199,137.06,11.64279751921626,220,0.026517,0.127132,4.136e-05,237.4,3,0.837,,623.0
Norf - Osterath ZONS W ,11T0-0000-0425-M,33458.0,1.73,9.289,0.0001165999999999,340.56,31.427160150281587,220,1.094395,5.876205,7.376e-05,589.9,4,0.966,,
Y-Rommerskirchen (-Gohrpunkt - Osterath) FRIXHM N ,11T0-0000-1389-M,33937.0,0.582,3.131,4.07e-05,299.2,10.779785531168868,220,0.582,3.131,4.07e-05,518.2,1,0.906,,
Norf - Osterath ZONS W ,11T0-0000-0425-M,16130.0,1.73,9.289,0.0001165999999999,340.56,31.427160150281587,220,0.023207,0.124606,1.56e-06,589.9,4,0.966,,
Osterath - St. Peter ZONS O ,11T0-0000-1462-9,16131.0,0.758,7.147,0.0001178,299.2,27.70804716975185,220,0.01123,0.105887,1.75e-06,518.2,3,0.992,,1360.0
Rommerskirchen - St Peter FRIXHM S ,11T0-0000-1862-Q,16133.0,1.048,5.61,7.77e-05,283.8,19.937161279261822,220,0.021769,0.116529,1.61e-06,491.6,3,0.906,,1290.0
Norf - Osterath ZONS W ,11T0-0000-0425-M,6016.0,1.73,9.289,0.0001165999999999,340.56,31.427160150281587,220,0.448791,2.409723,3.025e-05,589.9,4,0.966,,
Osterath - St. Peter ZONS O ,11T0-0000-1462-9,16132.0,0.758,7.147,0.0001178,299.2,27.70804716975185,220,0.217176,2.047705,3.375e-05,518.2,3,0.992,,1360.0
Y-Geithe (-Lippborg - Uentrop) GEITHE W ,11T0-0000-0608-B,33708.0,0.091,0.935,1.95e-05,1088.0,4.077504914384569,380,0.063786,0.655382,1.367e-05,1884.5,3,0.958,,
Y-Kruckel (-Lippborg - Uentrop) HAARST O ,11T0-0000-0677-N,13370.0,0.666,12.98,0.0002400999999999,1260.0,53.30952443617186,380,0.003157,0.061523,1.14e-06,2073.3,6,0.97,,3150.0
Y-Kruckel (-Lippborg - Uentrop) HAARST O ,11T0-0000-0677-N,6293.0,0.666,12.98,0.0002400999999999,1260.0,53.30952443617186,380,0.011877,0.231478,4.28e-06,2073.3,6,0.97,,3150.0
Y-Geithe (-Lippborg - Uentrop) GEITHE W ,11T0-0000-0608-B,16383.0,0.091,0.935,1.95e-05,1088.0,4.077504914384569,380,0.0215,0.220905,4.61e-06,1884.5,3,0.958,,
Y-Lippborg (-Kruckel - Uentrop) HAARST O ,11T0-0000-0712-K,33540.0,0.007,0.07,1.2e-06,1260.0,0.2767649089635594,380,0.007,0.07,1.2e-06,2073.3,1,1.559,,3150.0
Y-Uentrop (-Kruckel - Lippborg) HAARST O ,11T0-0000-0868-E,6292.0,0.029,0.261,4.1e-06,1260.0,0.9878330767599304,380,0.029,0.261,4.1e-06,2073.3,1,0.855,,3150.0
Y-Uentrop (-Geithe - Lippborg) GEITHE W ,11T0-0000-0866-K,16460.0,0.031,0.28,4.3e-06,1032.0,1.047815034225207,380,0.031,0.28,4.3e-06,1787.5,1,0.806,,
Gellep - Osterath GELLEP W ,11T0-0000-0275-C,34106.0,0.554,3.129,2.97e-05,276.1,9.20560610827938,220,0.554,3.129,2.97e-05,478.2,1,0.945,,1255.0
Gersteinwerk - Mengede MENGED N ,11T0-0000-0729-W,4546.0,0.955,8.765,0.0001509,1260.0,34.728974720805326,380,0.007486,0.068706,1.18e-06,2182.4,6,0.931,,
Y-Gersteinwerk (-Guetersloh - Uentrop) GERSTE O ,11T0-0000-0941-1,5464.0,0.363,3.133,5.42e-05,1238.4,12.44374843452866,380,0.006216,0.053649,9.3e-07,2145.0,2,1.001,,
Y-Gersteinwerk (-Guetersloh - Uentrop) GERSTE O ,11T0-0000-0941-1,33244.0,0.363,3.133,5.42e-05,1238.4,12.44374843452866,380,0.355616,3.06927,5.31e-05,2145.0,2,1.001,,
Y-Guetersloh (-Gersteinwerk - Uentrop) GERSTE O ,11T0-0000-0943-W,33921.0,1.181,10.62,0.0001988,1238.4,43.87749550769605,380,0.807352,7.260017,0.0001359,2145.0,2,0.963,,
Y-Guetersloh (-Gersteinwerk - Uentrop) GERSTE O ,11T0-0000-0943-W,2839.0,1.181,10.62,0.0001988,1238.4,43.87749550769605,380,0.373648,3.359983,6.29e-05,2145.0,2,0.963,,
Y-Uentrop (-Enniger - Guetersloh) GUETER S ,11T0-0000-0867-H,14025.0,0.797,6.966,0.0001248,1026.0,28.155964551967244,380,0.387527,3.387096,6.068e-05,1688.2,2,0.976,,2565.0
Y-Uentrop (-Gersteinwerk - Hanekenfaehr) UENTRO N ,11T0-0000-0869-B,2842.0,0.405,3.767,6.46e-05,1231.2,14.8965415097294,380,0.405,3.767,6.46e-05,2132.5,1,0.948,,
Roxel - Uentrop UENTRO S ,11T0-0000-0840-9,5461.0,1.656,14.25,0.0002467,1231.2,56.61915570357285,380,0.443123,3.813109,6.601e-05,2132.5,3,0.966,,
Niederstedem - Osburg GILZEM O ,11T0-0000-0755-W,33889.0,1.356,11.62,0.0002015,1032.0,46.207446706576526,380,0.994577,8.522851,0.00014779,1698.1,2,0.952,,2580.0
Niederstedem - Osburg GILZEM O ,11T0-0000-0755-W,13937.0,1.356,11.62,0.0002015,1032.0,46.207446706576526,380,0.361423,3.097149,5.371e-05,1698.1,2,0.952,,2580.0
Y-Bergmannsglueck (-Eiberg - Gelsenberg) GLADBK W ,11T0-0000-0169-9,31795.0,0.434,2.56,2.71e-05,283.8,7.953824610043739,220,0.179478,1.058673,1.121e-05,491.6,2,0.981,,
Y-Eiberg (-Bergmannsglueck - Gelsenberg) GLADBK W ,11T0-0000-0246-L,31797.0,0.924,5.15,4.61e-05,283.8,14.713820691105711,220,0.69557,3.876823,3.47e-05,491.6,2,0.909,,
Y-Sechtem (-Brauweiler - Bollenacker) GODORF O,11T0-0000-1395-U,33884.0,0.1,1.72,2.98e-05,283.8,6.836656148947743,220,0.1,1.72,2.98e-05,491.6,1,1.191,,1290.0
Y-Hanekenfaehr (-Gronau - Kusenhorst) GRAFSH W ,11T0-0000-0311-6,2713.0,2.45,20.06,0.0001755999999999,286.0,56.67598832384586,220,0.058063,0.475404,4.16e-06,495.4,2,0.884,,
Y-Hanekenfaehr (-Gronau - Kusenhorst) GRAFSH W ,11T0-0000-0311-6,31816.0,2.45,20.06,0.0001755999999999,286.0,56.67598832384586,220,2.391937,19.584596,0.00017144,495.4,2,0.884,,
Y-Kusenhorst (-Gronau - Hanekenfaehr) GRAFSH W ,11T0-0000-0344-M,31815.0,3.294,27.52,0.0001723,286.0,65.75643132598701,220,3.294,27.52,0.0001723,495.4,1,0.907,,
Gremberghoven - Siegburg GREMBG W ,11T0-0000-1402-X,33520.0,1.19,6.288,7.42e-05,283.8,20.62669283020884,220,0.912548,4.821936,5.69e-05,491.6,2,0.68,,1290.0
Y-Siegburg (-Gremberghoven - Stockem) GREMBG O ,11T0-0000-1398-L,33523.0,0.469,2.523,3.13e-05,283.8,8.4859833644106,220,0.469,2.523,3.13e-05,491.6,1,0.385,short,1290.0
Pfungstadt - Urberach (NEU) GRIESH O ,11T0-0000-0872-S,24120.0,0.934,8.773,0.0001506,1260.0,34.7102652618115,380,0.16367,1.537342,2.639e-05,2182.4,2,0.925,,
Y-Bischofsheim (-Buerstadt - Pfungstadt) RIED W ,11T0-0000-0563-7,3311.0,0.666,6.539,0.0001091,1260.0,25.50582796064837,380,0.156058,1.532228,2.556e-05,2182.4,2,0.942,,
Gronau - Hanekenfaehr GRONAU W ,11T0-0000-0617-A,1700.0,1.372,12.57,0.0001895,1260.0,46.60619286408437,380,1.321271,12.105229,0.00018249,2182.4,3,0.99,,
Y-Hanekenfaehr (-Kottigerhook - Kusenhorst) MUENST ,11T0-0000-0643-A,13250.0,1.477,13.56,0.0002033,1148.8,50.13833596433797,380,1.371271,12.589325,0.00018875,1989.8,4,0.954,,
Gronau - Hanekenfaehr GRONAU W ,11T0-0000-0617-A,33674.0,1.372,12.57,0.0001895,1260.0,46.60619286408437,380,0.038943,0.356791,5.38e-06,2182.4,3,0.99,,
Gundelfingen - Voehringen GUENZ N ,11T0-0000-0625-C,5241.0,1.225,11.65,0.0002018,1088.0,46.301485591378615,380,0.046322,0.440536,7.63e-06,1790.2,4,0.987,,2720.0
Gundelfingen - Voehringen GUENZ S ,11T0-0000-0626-9,15462.0,1.255,11.61,0.0002015,1088.0,46.18755970470573,380,0.047457,0.439023,7.62e-06,1790.2,4,0.989,,2720.0
Gundelfingen - Voehringen GUENZ N ,11T0-0000-0625-C,33125.0,1.225,11.65,0.0002018,1088.0,46.301485591378615,380,0.505174,4.804303,8.322e-05,1790.2,4,0.987,,2720.0
Gundelfingen - Voehringen GUENZ N ,11T0-0000-0625-C,33127.0,1.225,11.65,0.0002018,1088.0,46.301485591378615,380,0.62789,5.971357,0.00010344,1790.2,4,0.987,,2720.0
Y-Kruckel (-Lippborg - Uentrop) HAARST O ,11T0-0000-0677-N,33807.0,0.666,12.98,0.0002400999999999,1260.0,53.30952443617186,380,0.122496,2.387377,4.416e-05,2073.3,6,0.97,,3150.0
Y-Kruckel (-Lippborg - Uentrop) HAARST O ,11T0-0000-0677-N,33806.0,0.666,12.98,0.0002400999999999,1260.0,53.30952443617186,380,0.209414,4.081379,7.55e-05,2073.3,6,0.97,,3150.0
Y-Kruckel (-Lippborg - Uentrop) HAARST O ,11T0-0000-0677-N,33709.0,0.666,12.98,0.0002400999999999,1260.0,53.30952443617186,380,0.31447,6.128861,0.00011337,2073.3,6,0.97,,3150.0
Y-Kruckel (-Lippborg - Uentrop) HAARST O ,11T0-0000-0677-N,80.0,0.666,12.98,0.0002400999999999,1260.0,53.30952443617186,380,0.004586,0.089382,1.65e-06,2073.3,6,0.97,,3150.0
Kruckel - Unna SHWERT N ,11T0-0000-0548-0,1830.0,0.374,7.098,0.0001320999999999,1231.2,29.240903553744715,380,0.022305,0.42332,7.88e-06,2025.9,3,0.938,,3078.0
Geithe - Unna HAARST W ,11T0-0000-0607-E,13378.0,0.429,7.41,0.000136,1088.0,30.31446724332494,380,0.02406,0.415574,7.63e-06,1790.2,4,0.962,,2720.0
Gronau - Kusenhorst HAMALD ,11T0-0000-0618-7,2759.0,1.89,17.33,0.0002599,1260.0,64.08756975264032,380,0.053829,0.493574,7.4e-06,2182.4,2,0.942,,
Y-Hanekenfaehr (-Kottigerhook - Kusenhorst) MUENST ,11T0-0000-0643-A,13960.0,1.477,13.56,0.0002033,1148.8,50.13833596433797,380,0.05308,0.487318,7.31e-06,1989.8,4,0.954,,
Gronau - Kusenhorst HAMALD ,11T0-0000-0618-7,33899.0,1.89,17.33,0.0002599,1260.0,64.08756975264032,380,1.836171,16.836426,0.0002525,2182.4,2,0.942,,
St. Barbara - Mittelbexbach HAGARD O ,11T0-0000-0738-V,10574.0,0.035,0.364,5.4e-06,269.2,1.33881001904916,380,0.007304,0.075966,1.13e-06,443.0,3,0.983,,673.0
St. Barbara - Mittelbexbach HAGARD W ,11T0-0000-0739-S,19645.0,0.036,0.375,5.6e-06,269.2,1.3838245448177973,380,0.008121,0.08459,1.26e-06,443.0,3,0.951,,673.0
St. Barbara - Mittelbexbach HAGARD O ,11T0-0000-0738-V,10571.0,0.035,0.364,5.4e-06,269.2,1.33881001904916,380,0.02025,0.210602,3.12e-06,443.0,3,0.983,,673.0
St. Barbara - Mittelbexbach HAGARD W ,11T0-0000-0739-S,19646.0,0.036,0.375,5.6e-06,269.2,1.3838245448177973,380,0.020829,0.216967,3.24e-06,443.0,3,0.951,,673.0
St. Barbara - Mittelbexbach HAGARD O ,11T0-0000-0738-V,10572.0,0.035,0.364,5.4e-06,269.2,1.33881001904916,380,0.007445,0.077432,1.15e-06,443.0,3,0.983,,673.0
St. Barbara - Mittelbexbach HAGARD W ,11T0-0000-0739-S,19647.0,0.036,0.375,5.6e-06,269.2,1.3838245448177973,380,0.007658,0.079772,1.19e-06,443.0,3,0.951,,673.0
Dauersberg - Setzer Wiese HELLER O ,11T0-0000-1409-C,34154.0,2.565,13.88,0.0001783,299.2,47.50526955049438,220,1.238611,6.702505,8.61e-05,518.2,3,0.954,,1360.0
Dauersberg - Setzer Wiese HELLER O ,11T0-0000-1409-C,4605.0,2.565,13.88,0.0001783,299.2,47.50526955049438,220,0.759409,4.109395,5.279e-05,518.2,3,0.954,,1360.0
Dauersberg - Setzer Wiese HELLER O ,11T0-0000-1409-C,4598.0,2.565,13.88,0.0001783,299.2,47.50526955049438,220,0.56698,3.0681,3.941e-05,518.2,3,0.954,,1360.0
Eiberg - Garenfeld HERDEK N,11T0-0000-0243-U,1669.0,2.742,15.17,0.0001541,288.2,46.17059717324737,220,0.084325,0.466523,4.74e-06,499.2,6,2.596,long,
Eiberg - Garenfeld HERDEK N,11T0-0000-0243-U,33667.0,2.742,15.17,0.0001541,288.2,46.17059717324737,220,0.905716,5.010835,5.09e-05,499.2,6,2.596,long,
Kriftel - Limburg HESSEN O ,11T0-0000-0702-O,4847.0,1.558,14.9,0.0002416,1088.0,57.29450625939017,380,0.105569,1.009615,1.637e-05,1790.2,3,0.925,,2720.0
Kelsterbach - Kriftel TREBUR N ,11T0-0000-0671-4,15118.0,0.371,3.547,7.04e-05,1088.0,15.089967549241788,380,0.122551,1.171669,2.325e-05,1790.2,3,0.72,,2720.0
Kriftel - Limburg HESSEN O ,11T0-0000-0702-O,5615.0,1.558,14.9,0.0002416,1088.0,57.29450625939017,380,1.088323,10.408228,0.00016877,1790.2,3,0.925,,2720.0
Kriftel - Limburg HESSEN O ,11T0-0000-0702-O,5611.0,1.558,14.9,0.0002416,1088.0,57.29450625939017,380,0.364107,3.482156,5.646e-05,1790.2,3,0.925,,2720.0
Koblenz - Limburg NASSAU ,11T0-0000-0666-U,15887.0,1.429,13.53,0.000224,1088.0,52.57076411083021,380,0.342417,3.242063,5.367e-05,1790.2,2,0.983,,2720.0
Y-Kusenhorst (-Bellendorf - Bergmannsglück) POLSUM S ,11T0-0000-0346-G,1787.0,0.389,2.931,4.1200000000000005e-05,422.4,10.493682000899904,220,0.156635,1.1802,1.659e-05,731.6,3,0.824,,
Kusenhorst - Poeppinghausen HOCHLR O ,11T0-0000-0340-Y,1501.0,1.303,8.266,0.0001048,283.8,28.106044130063385,220,0.096347,0.611207,7.75e-06,491.6,3,0.792,,1290.0
Kusenhorst - Poeppinghausen HOCHLR O ,11T0-0000-0340-Y,33656.0,1.303,8.266,0.0001048,283.8,28.106044130063385,220,0.550898,3.494798,4.431e-05,491.6,3,0.792,,1290.0
Kusenhorst - Poeppinghausen HOCHLR O ,11T0-0000-0340-Y,33658.0,1.303,8.266,0.0001048,283.8,28.106044130063385,220,0.548263,3.478085,4.41e-05,491.6,3,0.792,,1290.0
Y-Bochum (-Kusenhorst - Poeppinghausen) HOCHLR W ,11T0-0000-0183-J,1507.0,0.688,3.755,4.03e-05,282.04,11.747051581910672,220,0.155169,0.846891,9.09e-06,488.5,6,2.275,long,1282.0
Eiberg - Huellen HUELLN W ,11T0-0000-0651-C,1701.0,0.334,2.88,4.99e-05,1260.0,11.447691011399147,380,0.145587,1.25536,2.175e-05,2182.4,3,0.868,,
Eiberg - Hattingen WEITMR W ,11T0-0000-0647-Z,13255.0,0.672,6.539,0.0001034,1137.6,24.83060607356457,380,0.120293,1.170525,1.851e-05,1970.4,4,0.974,,
Eiberg - Huellen HUELLN W ,11T0-0000-0651-C,32250.0,0.334,2.88,4.99e-05,1260.0,11.447691011399147,380,0.077256,0.666157,1.154e-05,2182.4,3,0.868,,
Ibbenbueren - Westerkappeln IBBENB S ,11T0-0000-0911-D,31716.0,0.343,3.153,5.54e-05,246.0,12.620839672672792,380,0.067249,0.618185,1.086e-05,404.8,2,0.986,,615.0
Ibbenbueren - Westerkappeln IBBENB S ,11T0-0000-0911-D,33705.0,0.343,3.153,5.54e-05,246.0,12.620839672672792,380,0.275751,2.534815,4.454e-05,404.8,2,0.986,,615.0
Lambsheim - Otterbach KAILAU S ,11T0-0000-0688-G,33142.0,1.474,12.59,0.0002190999999999,1238.4,50.15398386056946,380,1.474,12.59,0.0002191,2145.0,1,0.964,,
Dettingen - Urberach KARLST S ,11T0-0000-0871-V,5305.0,0.56,5.2,9.04e-05,1260.0,20.704143499775867,380,0.56,5.2,9.04e-05,2182.4,1,0.932,,
Urberach - Grosskrotzenburg UN2,11T-D2-D7-000318,15567.0,0.321,2.985,5.2417e-05,1088.0,35.26300037369542,380,0.267227,2.484959,4.364e-05,1790.2,2,0.657,,2720.0
Fuehlingen - Opladen KASSEL S ,11T0-0000-0414-T,989.0,0.257,1.387,1.7899999999999998e-05,299.2,4.758128077699329,220,0.257,1.387,1.79e-05,518.2,1,0.52,,1360.0
Y-Opladen (-Brauweiler - Rommerskirchen) STOMM N ,11T0-0000-1867-B ,12709.0,1.321,7.386,8.31e-05,283.8,23.657919275281312,220,0.166639,0.931713,1.048e-05,491.6,2,0.83,,1290.0
Bischofsheim - Kelsterbach KELSTB N ,11T0-0000-0658-S,4990.0,0.501,4.955,9.13e-05,1000.0,20.31087344866276,380,0.309706,3.063058,5.644e-05,1645.4,3,0.939,,2500.0
Bischofsheim - Kriftel TREBUR S ,11T0-0000-0670-7,15115.0,0.515,5.169,7.609999999999999e-05,1000.0,18.939433145676176,380,0.394735,3.961914,5.833e-05,1645.4,2,0.812,,2500.0
Kelsterbach - Kriftel TREBUR N ,11T0-0000-0671-4,33341.0,0.371,3.547,7.04e-05,1088.0,15.089967549241788,380,0.216977,2.074438,4.117e-05,1790.2,3,0.72,,2720.0
Kelsterbach - Kriftel TREBUR N ,11T0-0000-0671-4,5630.0,0.371,3.547,7.04e-05,1088.0,15.089967549241788,380,0.031472,0.300893,5.97e-06,1790.2,3,0.72,,2720.0
Bischofsheim - Kelsterbach KELSTB N ,11T0-0000-0658-S,10764.0,0.501,4.955,9.13e-05,1000.0,20.31087344866276,380,0.024952,0.246781,4.55e-06,1645.4,3,0.939,,2500.0
Hattingen - Witten KEMNAD S ,11T0-0000-0915-1,31443.0,0.495,4.37,7.659999999999999e-05,1238.4,17.471350860572596,380,0.488375,4.311513,7.557e-05,2145.0,2,1.012,,
Hattingen - Witten KEMNAD S ,11T0-0000-0915-1,2263.0,0.495,4.37,7.659999999999999e-05,1238.4,17.471350860572596,380,0.006625,0.058487,1.03e-06,2145.0,2,1.012,,
Kruckel - Witten PERSEBEK ,11T0-0000-0678-K,2322.0,0.252,2.135,3.79e-05,1231.2,8.58993597215701,380,0.004405,0.03732,6.6e-07,2132.5,2,0.976,,
Leupolz - Woringen KEMPTE O ,11T0-0000-0918-T,31890.0,0.695,6.702,0.0001162,1104.0,26.648738660654413,380,0.695,6.702,0.0001162,1816.6,1,1.002,,2760.0
Oberzier - Siersdorf KIRCHB S ,11T0-0000-0776-L,33743.0,0.658,6.087,0.0001055999999999,1260.0,24.210568754312582,380,0.563009,5.208262,9.036e-05,2182.4,2,0.982,,
Oberzier - Siersdorf KIRCHB S ,11T0-0000-0776-L,3586.0,0.658,6.087,0.0001055999999999,1260.0,24.210568754312582,380,0.094991,0.878738,1.524e-05,2182.4,2,0.982,,
Kruckel - Mengede KIRCHL O ,11T0-0000-0730-I,33748.0,0.45,4.181,7.209999999999999e-05,1088.0,16.57979277524028,380,0.45,4.181,7.21e-05,1884.5,1,0.831,,
Koblenz - Weissenthurm KOBLNZ N ,11T0-0000-0897-5,10832.0,0.311,2.714,4.75e-05,1032.0,10.8423421594814,380,0.311,2.714,4.75e-05,1698.1,1,0.871,,2580.0
Koblenz - Weissenthurm METTER ,11T0-0000-0898-2,21844.0,0.472,4.534,6.879999999999999e-05,1032.0,16.86577720462343,380,0.472,4.534,6.88e-05,1698.1,1,0.56,,2580.0
Wengerrohr - Weissenthurm KONDLW ,11T0-0000-0540-O,31972.0,3.45,21.77,0.0002863,338.58,75.3895707509446,220,0.538742,3.399539,4.471e-05,586.4,2,0.978,,
Wengerrohr - Weissenthurm KONDLW ,11T0-0000-0540-O,33664.0,3.45,21.77,0.0002863,338.58,75.3895707509446,220,2.911258,18.370461,0.00024159,586.4,2,0.978,,
Hoheneck - Rheinau KUGELB O ,11T0-0000-0566-Z,15059.0,2.494,21.35,0.0003698,1238.4,84.85037677321445,380,2.494,21.35,0.0003698,2145.0,1,0.991,,
Buerstadt - Rheinau KURPFA O ,11T0-0000-1421-S,10858.0,0.795,6.793,0.0001178,1238.4,27.01312539250949,380,0.795,6.793,0.0001178,2145.0,1,0.984,,
Buerstadt - Rheinau KURPFA W ,11T0-0000-1422-P,19873.0,0.794,6.792,0.0001177,1238.4,26.999669750224253,380,0.794,6.792,0.0001177,2145.0,1,0.984,,
Kusenhorst - Niederrhein LIPPE N ,11T0-0000-0680-3,1650.0,1.026,9.514,0.0001589,1238.4,37.12914120811032,380,0.236843,2.19622,3.668e-05,2145.0,2,0.927,,
Kusenhorst - Rosenblumendelle KUSENH ,11T0-0000-0681-0,13196.0,1.13,10.6,0.0001737,1032.0,40.97549643034854,380,0.230976,2.166676,3.55e-05,1698.1,7,0.949,,2580.0
Y-Nordlicht (-Kusenhorst - Niederrhein) LIPPE S ,11T0-0000-1537-1,33665.0,0.35,3.48,5.22e-05,1088.0,12.870524792004115,380,0.317334,3.155211,4.733e-05,1790.2,2,1.064,,2720.0
Kusenhorst - Rosenblumendelle KUSENH ,11T0-0000-0681-0,12737.0,1.13,10.6,0.0001737,1032.0,40.97549643034854,380,0.007276,0.068254,1.12e-06,1698.1,7,0.949,,2580.0
Hattingen - Laer LAER W ,11T0-0000-0314-Y,1458.0,0.916,5.588,7.829999999999999e-05,283.8,19.974709033527304,220,0.093815,0.572313,8.02e-06,491.6,2,0.744,,1290.0
Y-Hattingen (-Laer - Poeppinghausen) POEPPI O ,11T0-0000-0320-5,13040.0,1.054,5.39,6.720000000000001e-05,283.8,18.173994870762865,220,0.107949,0.552034,6.88e-06,491.6,2,0.818,,1290.0
Hattingen - Laer LAER W ,11T0-0000-0314-Y,33648.0,0.916,5.588,7.829999999999999e-05,283.8,19.974709033527304,220,0.822185,5.015687,7.028e-05,491.6,2,0.744,,1290.0
Lambsheim - Weingarten LAMBSH W ,11T0-0000-0689-D,15576.0,0.866,7.993,0.0001395,1260.0,31.886980215774585,380,0.35377,3.26522,5.699e-05,2182.4,2,0.958,,
Lambsheim - Weingarten LAMBSH W ,11T0-0000-0689-D,33170.0,0.866,7.993,0.0001395,1260.0,31.886980215774585,380,0.51223,4.72778,8.251e-05,2182.4,2,0.958,,
Linde - Opladen LEICHL O ,11T0-0000-0791-S,33479.0,0.772,7.128,0.0001246,1088.0,28.45864699873656,380,0.501277,4.628367,8.091e-05,1884.5,2,0.892,,
Dauersberg - Siegburg LEUSHD N ,11T0-0000-0212-8,2507.0,3.031,16.03,0.0001831999999999,283.8,51.7488708327,220,3.031,16.03,0.0001832,491.6,1,0.982,,1290.0
Dauersberg - Siegburg LEUSHD S ,11T0-0000-0213-5,13711.0,3.031,16.03,0.0001831999999999,283.8,51.7488708327,220,3.031,16.03,0.0001832,491.6,1,0.982,,1290.0
Liessem - Sechtem LIESSM O ,11T0-0000-0842-3,1627.0,0.99,8.81,0.0001502,1032.0,34.73715948347453,380,0.211429,1.881503,3.208e-05,1787.5,2,0.983,,
Liessem - Weissenthurm WTHURM O ,11T0-0000-0700-U,13171.0,1.246,10.79,0.0001868,1032.0,42.87168374121999,380,0.215341,1.864789,3.228e-05,1787.5,2,0.984,,
Liessem - Sechtem LIESSM O ,11T0-0000-0842-3,13167.0,0.99,8.81,0.0001502,1032.0,34.73715948347453,380,0.778571,6.928497,0.00011812,1787.5,2,0.983,,
Dauersberg - Limburg LIMBG W ,11T0-0000-1515-F,33688.0,1.264,11.86,0.0002000999999999,1088.0,46.51973915136267,380,0.160194,1.503082,2.536e-05,1790.2,4,0.984,,2720.0
Y-Dauersberg (-Asslar - Limburg) WESTW W1 ,11T0-0000-0994-9,6075.0,0.51,4.716,8.170000000000001e-05,1088.0,18.744303540614865,380,0.140727,1.301314,2.254e-05,1790.2,3,0.972,,2720.0
Dauersberg - Limburg LIMBG W ,11T0-0000-1515-F,33687.0,1.264,11.86,0.0002000999999999,1088.0,46.51973915136267,380,0.193811,1.818514,3.068e-05,1790.2,4,0.984,,2720.0
Y-Dauersberg (-Asslar - Limburg) WESTW W1 ,11T0-0000-0994-9,6012.0,0.51,4.716,8.170000000000001e-05,1088.0,18.744303540614865,380,0.208895,1.931661,3.346e-05,1790.2,3,0.972,,2720.0
Dauersberg - Limburg LIMBG W ,11T0-0000-1515-F,5983.0,1.264,11.86,0.0002000999999999,1088.0,46.51973915136267,380,0.148922,1.397325,2.358e-05,1790.2,4,0.984,,2720.0
Y-Dauersberg (-Asslar - Limburg) WESTW W1 ,11T0-0000-0994-9,6569.0,0.51,4.716,8.170000000000001e-05,1088.0,18.744303540614865,380,0.149712,1.384396,2.398e-05,1790.2,3,0.972,,2720.0
Dauersberg - Limburg LIMBG W ,11T0-0000-1515-F,6079.0,1.264,11.86,0.0002000999999999,1088.0,46.51973915136267,380,0.761073,7.141079,0.00012048,1790.2,4,0.984,,2720.0
Y-Limburg (-Asslar - Dauersberg) WESTW W1 ,11T0-0000-0995-6,16209.0,0.755,7.141,0.0001183,1088.0,27.755130322582936,380,0.755,7.141,0.0001183,1790.2,1,0.993,,2720.0
Kusenhorst - Niederrhein LIPPE N ,11T0-0000-0680-3,33728.0,1.026,9.514,0.0001589,1238.4,37.12914120811032,380,0.789157,7.31778,0.00012222,2145.0,2,0.927,,
Spellen - Walsum LOENEN O ,11T0-0000-0491-6,34005.0,0.741,4.058,5.16e-05,299.2,13.818224816511336,220,0.368009,2.015356,2.563e-05,518.2,2,0.857,,1360.0
Spellen - Walsum LOENEN O ,11T0-0000-0491-6,34004.0,0.741,4.058,5.16e-05,299.2,13.818224816511336,220,0.372991,2.042644,2.597e-05,518.2,2,0.857,,1360.0
Utfort - Walsum LOHHEI W ,11T0-0000-0890-Q,33973.0,0.271,2.453,3.93e-05,1032.0,9.3759747979069,380,0.271,2.453,3.93e-05,1698.1,1,0.973,,2580.0
