jao_name,jao_eic,egon_line_id,jao_r,jao_x,jao_b,jao_s_nom,jao_length_km,jao_v_nom,new_r,new_x,new_b,new_s_nom,path_hops,length_ratio,length_warning,imax_a
Putlitz/Süd - Perleberg - Putlitz 596,11TD8L596------P,33689.0,0.967,8.748,0.0001463353858042,1008.0,34.208,380,0.043879,0.396953,6.64e-06,1658.6,3,0.975,,2520.0
Putlitz/Süd - Perleberg - Putlitz 596,11TD8L596------P,10420.0,0.967,8.748,0.0001463353858042,1008.0,34.208,380,0.611649,5.533302,9.256e-05,1658.6,3,0.975,,2520.0
Reuter - Mitte 903,11TD8L903------G,17352.0,0.267,2.372,0.0007696902001294,648.0,10.69,380,0.065685,0.58354,0.00018935,1066.3,3,1.064,,1620.0
Reuter - Mitte 903,11TD8L903------G,7447.0,0.267,2.372,0.0007696902001294,648.0,10.69,380,0.071984,0.639497,0.00020751,1066.3,3,1.064,,1620.0
Reuter - Charlottenburg 904,11TD8L904------8,17350.0,0.1291,1.2745,0.0002356194490192,648.0,5.27,380,0.067503,0.666406,0.0001232,1066.3,2,1.113,,1620.0
Reuter - Mitte 903,11TD8L903------G,7535.0,0.267,2.372,0.0007696902001294,648.0,10.69,380,0.129331,1.148963,0.00037283,1066.3,3,1.064,,1620.0
Teufelsbruch - Reuter 907,11TD8L907------L,30088.0,0.151,1.6912,0.0006902079059936,648.0,7.55,380,0.118461,1.326768,0.00054148,1066.3,2,1.018,,1620.0
Teufelsbruch - Reuter 907,11TD8L907------L,30087.0,0.151,1.6912,0.0006902079059936,648.0,7.55,380,0.032539,0.364432,0.00014873,1066.3,2,1.018,,1620.0
Friedrichshain - Mitte 919,11TD8L919------X,7597.0,0.131,1.513,0.0003683203227068,664.0,6.55,380,0.131,1.513,0.00036832,1092.6,1,1.006,,1660.0
Friedrichshain - Marzahn 921,11TD8L921------E,6966.0,0.1076,1.2266,0.0003008389125077,664.0,5.38,380,0.1076,1.2266,0.00030084,1092.6,1,1.049,,1660.0
Friedrichshain - Marzahn 922,11TD8L922------6,17238.0,0.1124,1.2145,0.0003210079373438,664.0,5.35,380,0.1124,1.2145,0.00032101,1092.6,1,1.055,,1660.0
Hamburg/Nord - Brunsbüttel 951,11TD8L951------O,33196.0,1.07,13.95,0.0002839371440314,1440.0,57.098,380,0.789549,10.293655,0.00020952,2369.4,2,0.985,,3600.0
Hamburg/Nord - Brunsbüttel 951,11TD8L951------O,3483.0,1.07,13.95,0.0002839371440314,1440.0,57.098,380,0.280451,3.656345,7.442e-05,2369.4,2,0.985,,3600.0
Hamburg/Nord - Brunsbüttel 952,11TD8L952------G,11441.0,1.07,13.95,0.0002839371440314,1440.0,57.098,380,0.280451,3.656345,7.442e-05,2369.4,2,0.985,,3600.0
Hamburg/Ost - Hamburg/Nord 961,11TD8L961------F,33255.0,1.0501,7.8803,0.0001392039704805,1032.0,31.001,380,1.037142,7.783058,0.00013749,1698.1,2,0.991,,2580.0
Hamburg/Ost - Hamburg/Nord 961,11TD8L961------F,3637.0,1.0501,7.8803,0.0001392039704805,1032.0,31.001,380,0.012958,0.097242,1.72e-06,1698.1,2,0.991,,2580.0
Hamburg/Ost - Hamburg/Nord 962,11TD8L962------7,11638.0,1.0501,7.8803,0.0001392039704805,1032.0,31.001,380,0.01469,0.110237,1.95e-06,1698.1,2,0.991,,2580.0
Hamburg/Süd - Hamburg/Ost 971,11TD8L971------6,34110.0,0.9901,7.4404,0.0001319783073773,1032.0,29.433,380,0.9901,7.4404,0.00013198,1698.1,1,0.982,,2580.0
Hamburg/Ost - Krümmel 992,11TD8L992------H,33375.0,0.59,6.7764,0.0001417172446034,1472.0,28.392,380,0.583354,6.700065,0.00014012,2422.1,2,1.001,,3680.0
Y-Leupolz (-Bidingen - Oberottmarshausen) ALLG O,11T0-0000-0698-C,7488.0,0.834,7.71,0.0001337,1088.0,30.65944399258279,380,0.834,7.71,0.0001337,1790.2,1,0.996,,2720.0
Y-Oberottmarshausen (-Bidingen - Leupolz) ALLG O ,11T0-0000-0769-G,32053.0,1.37,12.68,0.0002209,1088.0,50.5392586127609,380,1.37,12.68,0.0002209,1790.2,1,0.997,,2720.0
Nehden - Uentrop SAUERL N ,11T0-0000-0744-2,33511.0,3.381,29.28,0.0004997,1026.0,115.50787466324708,380,1.954082,16.922664,0.00028881,1688.2,2,0.976,,2565.0
Meitingen - Oberottmarshausen AUGSBU O ,11T0-0000-0724-A,5426.0,1.408,13.26,0.0002216,1088.0,51.76402306991074,380,0.005863,0.055217,9.2e-07,1790.2,3,0.978,,2720.0
Lechhausen - Meitingen LECHHA W ,11T0-0000-0723-D,7412.0,0.841,7.886,0.0001331999999999,1088.0,30.9493748308286,380,0.006652,0.062376,1.05e-06,1884.5,3,0.987,,
Meitingen - Oberottmarshausen AUGSBU O ,11T0-0000-0724-A,7410.0,1.408,13.26,0.0002216,1088.0,51.76402306991074,380,0.643335,6.058678,0.00010125,1790.2,3,0.978,,2720.0
Lechhausen - Meitingen LECHHA W ,11T0-0000-0723-D,17325.0,0.841,7.886,0.0001331999999999,1088.0,30.9493748308286,380,0.636549,5.968876,0.00010082,1884.5,3,0.987,,
Meitingen - Oberottmarshausen AUGSBU O ,11T0-0000-0724-A,33883.0,1.408,13.26,0.0002216,1088.0,51.76402306991074,380,0.758802,7.146105,0.00011943,1790.2,3,0.978,,2720.0
Lechhausen - Oberottmarshausen AUGSBU W ,11T0-0000-0694-O,6915.0,0.961,9.01,0.000152,1088.0,35.33910704583083,380,0.201067,1.885132,3.18e-05,1790.2,2,0.976,,2720.0
Lechhausen - Meitingen LECHHA W ,11T0-0000-0723-D,17341.0,0.841,7.886,0.0001331999999999,1088.0,30.9493748308286,380,0.19865,1.862726,3.146e-05,1884.5,3,0.987,,
St. Barbara - Uchtelfangen BABARA ,11T0-0000-0506-M,33290.0,1.124,5.896,7.73e-05,283.8,20.38636832356388,220,1.124,5.896,7.73e-05,491.6,1,0.9,,1290.0
Benteler - Hanekenfaehr BENTLR ,11T0-0000-0307-T,32913.0,0.073,0.373,4.6e-06,282.04,1.2508485048325029,220,0.073,0.373,4.6e-06,488.5,1,1.171,,1282.0
Meckenheim - Sechtem BGEIST W ,11T0-0000-0843-0,33859.0,0.571,5.513,9.87e-05,1088.0,22.275320149411343,380,0.571,5.513,9.87e-05,1884.5,1,0.94,,
Maximiliansau - Mutterstadt BIENWD W ,11T0-0000-0376-4,33095.0,2.585,13.81,0.0001825,440.0,47.9401794893425,220,2.585,13.81,0.0001825,762.1,1,0.937,,
Y-Altenkleusheim (-Garenfeld - Opladen) BIGGE W ,11T0-0000-0114-7,33706.0,4.915,21.15,0.0001441999999999,282.04,52.73624436354184,220,4.915,21.15,0.0001442,488.5,1,0.967,,
Y-Garenfeld (-Altenkleusheim - Opladen) BIGGE W ,11T0-0000-0274-F,1834.0,0.722,4.042,2.74e-05,306.24,10.049508411261836,220,0.722,4.042,2.74e-05,530.4,1,0.963,,
Bixterheide - Garenfeld BIXTRH N ,11T0-0000-0272-L,5344.0,1.377,7.707,7.06e-05,306.24,22.27493328891095,220,0.651793,3.648052,3.342e-05,530.4,2,0.931,,
Y-Opladen (-Altenkleusheim - Garenfeld) BIGGE W ,11T0-0000-0420-0,33703.0,3.144,17.05,0.000218,306.24,58.21860842824953,220,1.427713,7.742527,9.9e-05,530.4,2,0.96,,
Y-Opladen (-Altenkleusheim - Garenfeld) BIGGE W ,11T0-0000-0420-0,33704.0,3.144,17.05,0.000218,306.24,58.21860842824953,220,1.716287,9.307473,0.000119,530.4,2,0.96,,
Y-Bixterheide (-Altenkleusheim - Opladen) BIGGE O ,11T0-0000-0175-H,33763.0,0.665,3.721,4.36e-05,306.24,12.163105162265255,220,0.665,3.721,4.36e-05,530.4,1,0.909,,
Mittelbexbach - Uchtelfangen BLIES N ,11T0-0000-0740-E,33138.0,0.598,5.092,8.88e-05,1260.0,20.305891551757625,380,0.598,5.092,8.88e-05,2182.4,1,0.96,,
Bochum - Eiberg BOCHUM W ,11T0-0000-0176-E,33659.0,0.735,3.877,4.7e-05,440.0,12.89045394309713,220,0.028429,0.149957,1.82e-06,762.1,5,0.941,,
Bochum - Eiberg BOCHUM W ,11T0-0000-0176-E,1497.0,0.735,3.877,4.7e-05,440.0,12.89045394309713,220,0.054835,0.289244,3.51e-06,762.1,5,0.941,,
Y-Bochum (-Kusenhorst - Poeppinghausen) HOCHLR W ,11T0-0000-0183-J,13115.0,0.688,3.755,4.03e-05,282.04,11.747051581910672,220,0.023282,0.127068,1.36e-06,488.5,6,2.275,long,1282.0
Bochum - Eiberg BOCHUM W ,11T0-0000-0176-E,1499.0,0.735,3.877,4.7e-05,440.0,12.89045394309713,220,0.188699,0.995354,1.207e-05,762.1,5,0.941,,
Y-Bochum (-Kusenhorst - Poeppinghausen) HOCHLR W ,11T0-0000-0183-J,13113.0,0.688,3.755,4.03e-05,282.04,11.747051581910672,220,0.080118,0.437269,4.69e-06,488.5,6,2.275,long,1282.0
Bochum - Eiberg BOCHUM W ,11T0-0000-0176-E,2165.0,0.735,3.877,4.7e-05,440.0,12.89045394309713,220,0.262566,1.384989,1.679e-05,762.1,5,0.941,,
Bochum - Eiberg BOCHUM W ,11T0-0000-0176-E,2166.0,0.735,3.877,4.7e-05,440.0,12.89045394309713,220,0.200472,1.057457,1.282e-05,762.1,5,0.941,,
Y-Eiberg (-Bergmannsglueck - Gelsenberg) GLADBK W ,11T0-0000-0246-L,2467.0,0.924,5.15,4.61e-05,283.8,14.713820691105711,220,0.238715,1.330502,1.191e-05,491.6,2,0.909,,
Bocklemuend - Brauweiler BOCKLE N ,11T0-0000-0194-C,2254.0,0.273,1.419,1.7199999999999998e-05,157.96,4.717661792063552,220,0.273,1.419,1.72e-05,273.6,1,0.904,,718.0
Bocklemuend - Brauweiler BOCKLE S ,11T0-0000-0195-9,13538.0,0.273,1.419,1.7199999999999998e-05,157.96,4.717661792063552,220,0.273,1.419,1.72e-05,273.6,1,0.904,,718.0
Wehrendorf - Westerkappeln WIEHEN O ,11T0-0000-0537-7,33545.0,3.361,18.19,0.0002335,299.2,62.234495598898704,220,1.742018,9.427941,0.00012102,518.2,3,0.617,,1360.0
Hanekenfaehr - Doerpen/W EWBL,11T-D2-D7-00002F,19.0,1.128,10.92,0.000164934,1359.6,73.05039586943188,380,0.005628,0.054483,8.2e-07,2354.9,5,1.087,,
Gronau - Hanekenfaehr GRONAU W ,11T0-0000-0617-A,32.0,1.372,12.57,0.0001895,1260.0,46.60619286408437,380,0.006591,0.060384,9.1e-07,2182.4,3,0.99,,
Hanekenfaehr - Doerpen/W EWBL,11T-D2-D7-00002F,33506.0,1.128,10.92,0.000164934,1359.6,73.05039586943188,380,0.113271,1.096561,1.656e-05,2354.9,5,1.087,,
Hanekenfaehr - Meppen MEPPEN ,11T0-0000-0640-J,33625.0,1.304,11.93,0.0002055,1260.0,47.28218271947467,380,0.212796,1.94682,3.353e-05,2182.4,3,0.992,,
Hanekenfaehr - Wehrendorf NSACHS S ,11T0-0000-0641-G,33509.0,2.034,18.83,0.0003258999999999,1088.0,74.8063943339702,380,0.78681,7.283986,0.00012607,1790.2,4,0.975,,2720.0
Hanekenfaehr - Westerkappeln BRAMGAU ,11T0-0000-0642-D,33507.0,1.65,15.26,0.0002645,1026.0,60.66825269529796,380,0.641931,5.936886,0.0001029,1688.2,4,0.987,,2565.0
Brauweiler - Rommerskirchen BRAUWL W ,11T0-0000-0927-S,33853.0,0.122,2.485,4.17e-05,1260.0,9.72081338927504,380,0.122,2.485,4.17e-05,2182.4,1,0.9,,
Rommerskirchen - Sechtem VILLE O ,11T0-0000-0831-A,7493.0,1.001,8.591,0.0001488,1260.0,34.14245197095014,380,0.261466,2.244007,3.887e-05,2182.4,2,0.959,,
Bergmannsglueck - Buescherhof BUER S ,11T0-0000-0164-O,2476.0,0.829,4.941,6.73e-05,283.8,17.413510859267358,220,0.319436,1.903903,2.593e-05,491.6,2,0.682,,1290.0
Y-Bergmannsglueck (-Eiberg - Gelsenberg) GLADBK W ,11T0-0000-0169-9,4456.0,0.434,2.56,2.71e-05,283.8,7.953824610043739,220,0.244514,1.442295,1.527e-05,491.6,2,0.981,,
Bergmannsglueck - Buescherhof BUER S ,11T0-0000-0164-O,34104.0,0.829,4.941,6.73e-05,283.8,17.413510859267358,220,0.509564,3.037097,4.137e-05,491.6,2,0.682,,1290.0
Buerstadt - Lambsheim BUERST W ,11T0-0000-0568-T,33141.0,0.455,4.226,7.36e-05,1260.0,16.84127763980028,380,0.455,4.226,7.36e-05,2182.4,1,0.936,,
Y-Buescherhof (-Karnap - Rosenblumendelle) BUESHR W ,11T0-0000-0576-V,1060.0,0.146,1.341,2.34e-05,1088.0,5.3492599067419935,380,0.132108,1.213407,2.117e-05,1790.2,2,0.9,,2720.0
Buescherhof - Nordlicht ESSEN W ,11T0-0000-0763-Y,12736.0,0.397,3.681,6.36e-05,1088.0,14.611097828281546,380,0.127907,1.185961,2.049e-05,1790.2,6,0.925,,2720.0
Y-Buescherhof (-Karnap - Rosenblumendelle) BUESHR W ,11T0-0000-0576-V,1058.0,0.146,1.341,2.34e-05,1088.0,5.3492599067419935,380,0.013892,0.127593,2.23e-06,1790.2,2,0.9,,2720.0
Y-Karnap (-Buescherhof - Rosenblumendelle) BUESHR W ,11T0-0000-0657-V,33982.0,0.024,0.235,3.7e-06,1088.0,0.8904431046356157,380,0.024,0.235,3.7e-06,1790.2,1,1.054,,2720.0
Y-Rosenblumendelle (-Buescherhof - Karnap) BUESHR W ,11T0-0000-0838-Q,33575.0,0.303,2.847,4.78e-05,1088.0,11.13984284039736,380,0.303,2.847,4.78e-05,1790.2,1,0.974,,2720.0
Brauweiler - Knapsack BURBAC O ,11T0-0000-0928-P,31746.0,0.345,3.197,5.51e-05,1260.0,12.674139985555165,380,0.345,3.197,5.51e-05,2182.4,1,1.008,,
Y-Gersteinwerk (-Poeppingshausen - Ruhrzink) CAPPEN N ,11T0-0000-0280-N,33561.0,1.655,8.937,0.0001102,338.58,29.968020578313773,220,1.108809,5.987568,7.383e-05,586.4,3,0.989,,
Y-Gersteinwerk (-Poeppingshausen - Ruhrzink) CAPPEN N ,11T0-0000-0280-N,31759.0,1.655,8.937,0.0001102,338.58,29.968020578313773,220,0.417586,2.254966,2.781e-05,586.4,3,0.989,,
Y-Gersteinwerk (-Poeppingshausen - Ruhrzink) CAPPEN N ,11T0-0000-0280-N,882.0,1.655,8.937,0.0001102,338.58,29.968020578313773,220,0.128605,0.694466,8.56e-06,586.4,3,0.989,,
Y-Elmenhorst (-Poeppinghausen - Ruhrzink) ELMENH S ,11T0-0000-0259-8,12670.0,0.542,3.039,3.9e-05,338.58,10.39606618189119,220,0.128488,0.720433,9.25e-06,586.4,3,0.935,,1539.0
Y-Poeppinghausen (-Gersteinwerk - Ruhrzink) CAPPEN N ,11T0-0000-0441-Q,873.0,0.558,3.074,2.15e-05,338.58,7.763231616598316,220,0.558,3.074,2.15e-05,586.4,1,0.882,,
Y-Poeppinghausen (-Elmenhorst - Ruhrzink) ELMENH S ,11T0-0000-0442-N,12675.0,0.554,3.056,2.13e-05,338.58,7.704382900878283,220,0.554,3.056,2.13e-05,586.4,1,0.889,,1539.0
Y-Ruhrzink (-Gersteinwerk - Poeppinghausen) CAPPEN N ,11T0-0000-0464-9,874.0,0.088,0.695,4.8e-06,338.58,1.7441522919967596,220,0.088,0.695,4.8e-06,586.4,1,0.956,,
Y-Ruhrzink (-Elmenhorst - Poeppinghausen) ELMENH S ,11T0-0000-0465-6,12672.0,0.088,0.695,4.8e-06,338.58,1.7441522919967596,220,0.088,0.695,4.8e-06,586.4,1,0.956,,1539.0
Y-Elmenhorst (-Poeppinghausen - Ruhrzink) ELMENH S ,11T0-0000-0259-8,1813.0,0.542,3.039,3.9e-05,338.58,10.39606618189119,220,0.205011,1.149501,1.475e-05,586.4,3,0.935,,1539.0
Elmenhorst - Gersteinwerk CAPPEN S ,11T0-0000-0282-H,13336.0,1.509,8.233,0.0001022,306.24,27.699752437019946,220,0.203173,1.108501,1.376e-05,530.4,3,0.986,,
Elmenhorst - Gersteinwerk CAPPEN S ,11T0-0000-0282-H,31891.0,1.509,8.233,0.0001022,306.24,27.699752437019946,220,0.207957,1.134599,1.408e-05,530.4,3,0.986,,
Datteln - Mengede DATTLN O ,11T0-0000-0727-1,33967.0,0.271,2.562,4.26e-05,1088.0,9.97621371630069,380,0.211559,2.000048,3.326e-05,1790.2,2,0.929,,2720.0
Gersteinwerk - Mengede MENGED N ,11T0-0000-0729-W,3046.0,0.955,8.765,0.0001509,1260.0,34.728974720805326,380,0.060094,0.551543,9.5e-06,2182.4,6,0.931,,
Lippe - Mengede MENGED S ,11T0-0000-0733-9,14150.0,0.282,2.595,4.53e-05,1260.0,10.353547114477047,380,0.061204,0.563207,9.83e-06,2182.4,2,0.905,,
Dauersberg - Linde DAURSB O ,11T0-0000-0706-C,33610.0,2.009,18.56,0.0003223,1088.0,73.85680573368353,380,2.009,18.56,0.0003223,1790.2,1,0.948,,2720.0
Dauersberg - Halfeshof DAURSB W ,11T0-0000-0632-H,1196.0,2.294,21.19,0.0003683999999999,1088.0,84.37167501186224,380,0.258588,2.38861,4.153e-05,1790.2,2,0.936,,2720.0
Linde - Opladen LEICHL O ,11T0-0000-0791-S,12873.0,0.772,7.128,0.0001246,1088.0,28.45864699873656,380,0.270723,2.499633,4.369e-05,1884.5,2,0.892,,
Hamborn - Niederrhein DINSLK W,11T0-0000-0382-C,31847.0,0.682,5.168,7.78e-05,226.82,19.14795653640184,220,0.1416,1.073008,1.615e-05,392.9,2,0.837,,
Hamborn - Niederrhein DINSLK W,11T0-0000-0382-C,34024.0,0.682,5.168,7.78e-05,226.82,19.14795653640184,220,0.5404,4.094992,6.165e-05,392.9,2,0.837,,
Y-Hoheneck (-Herbertingen - Metzingen) sw,11T0-0000-0963-O,33148.0,0.75,7.86,0.00013747,1228.8,62.7,380,0.119712,1.254582,2.194e-05,1679.7,5,0.909,,2552.0
Y-Hoheneck (-Herbertingen - Metzingen) sw,11T0-0000-0963-O,33149.0,0.75,7.86,0.00013747,1228.8,62.7,380,0.313537,3.285871,5.747e-05,1679.7,5,0.909,,2552.0
Y-Hoheneck (-Herbertingen - Metzingen) sw,11T0-0000-0963-O,5286.0,0.75,7.86,0.00013747,1228.8,62.7,380,0.045083,0.472469,8.26e-06,1679.7,5,0.909,,2552.0
Endersbach - Wendlingen bl,11TD400000528-LC,8495.0,0.4992,5.213,8.988097e-05,1200.0,20.3,380,0.068543,0.715778,1.234e-05,2078.5,4,0.934,,
Buenzwangen - Laichingen gn,11TD400000600-LB,5287.0,1.09,12.41,0.0001921712,1200.0,48.1,380,0.824879,9.39151,0.00014543,2078.5,2,0.94,,
Y-Hoheneck (-Dellmensingen - Voehringen) DONAU O ,11T0-0000-0957-G,15533.0,2.849,25.57,0.0004185,976.0,98.78351537827191,380,1.031711,9.259687,0.00015155,1606.0,5,0.956,,2440.0
Dellmensingen - Laichingen ws,11TD400000526-LK,5292.0,0.6234,6.6472,0.0001010336,1152.0,23.3,380,0.6234,6.6472,0.00010103,1995.3,1,1.026,,
Y-Hoheneck (-Dellmensingen - Voehringen) DONAU O ,11T0-0000-0957-G,15540.0,2.849,25.57,0.0004185,976.0,98.78351537827191,380,0.721252,6.473293,0.00010595,1606.0,5,0.956,,2440.0
Y-Voehringen (-Dellmensingen - Hoheneck) DONAU O ,11T0-0000-0956-J,34202.0,0.465,4.311,7.47e-05,1088.0,17.136443537945325,380,0.047846,0.443582,7.69e-06,1790.2,2,0.965,,2720.0
Gundelfingen - Voehringen GUENZ N ,11T0-0000-0625-C,33126.0,1.225,11.65,0.0002018,1088.0,46.301485591378615,380,0.042533,0.4045,7.01e-06,1790.2,4,0.987,,2720.0
Y-Voehringen (-Dellmensingen - Hoheneck) DONAU O ,11T0-0000-0956-J,4945.0,0.465,4.311,7.47e-05,1088.0,17.136443537945325,380,0.417154,3.867418,6.701e-05,1790.2,2,0.965,,2720.0
Dellmensingen - Voehringen DONAU W     ,11T-D4-D7-00005O,15052.0,0.247,2.107,3.67e-05,1032.0,8.397242244840518,380,0.221585,1.890199,3.292e-05,1698.1,2,1.97,,2580.0
Y-St. Huelfe (-Ohlensehlen - Wehrendorf) DUEMM S1 ,11T0-0000-0996-3,5585.0,0.157,2.984,9e-05,192.4,15.649196583559046,380,0.157,2.984,9e-05,316.6,1,0.763,,481.0
Y-Wehrendorf (-Ohlensehlen - St. Huelfe) DUEMM S1 ,11T0-0000-0978-5,33314.0,0.509,5.485,9e-05,1088.0,21.216852281744348,380,0.509,5.485,9e-05,1790.2,1,0.996,,2720.0
Y-Ohlensehlen (-St. Huelfe - Wehrendorf) DUEMM S1    ,11T0-0000-1115-Z,31930.0,0.62,5.24,8.88e-05,1046.4,20.59887529519151,380,0.62,5.24,8.88e-05,1721.8,1,2.03,long,2616.0
Duennwald - Opladen DUENNW O ,11T0-0000-0413-W,33583.0,0.593,3.479,3.14e-05,340.56,9.980755584833869,220,0.593,3.479,3.14e-05,589.9,1,0.694,,
Eiberg - Huellen HUELLN W ,11T0-0000-0651-C,1702.0,0.334,2.88,4.99e-05,1260.0,11.447691011399147,380,0.111157,0.958483,1.661e-05,2182.4,3,0.868,,
Eiberg - Hattingen WEITMR W ,11T0-0000-0647-Z,2229.0,0.672,6.539,0.0001034,1137.6,24.83060607356457,380,0.09598,0.933951,1.477e-05,1970.4,4,0.974,,
Eiberg - Karnap EIBERG N ,11T0-0000-0654-3,33740.0,0.394,3.635,6.3e-05,1032.0,14.45086568133972,380,0.296384,2.734404,4.739e-05,1698.1,2,0.924,,2580.0
Y-Altenkleusheim (-Eiserfeld - Setzer Wiese) EISERF ,11T0-0000-0121-C,6588.0,0.686,2.938,2.01e-05,162.8,7.338297365956287,220,0.686,2.938,2.01e-05,282.0,1,0.981,,740.0
Y-Eiserfeld (-Altenkleusheim - Setzerwiese) EISERF ,11T0-0000-0248-F,31984.0,1.148,5.413,5.92e-05,211.2,17.094297146341617,220,1.148,5.413,5.92e-05,365.8,1,0.985,,960.0
Y-Setzer Wiese (-Altenkleusheim - Eiserfeld) EISERF ,11T0-0000-1377-W,31982.0,0.315,1.688,2.21e-05,299.2,5.832486470097135,220,0.315,1.688,2.21e-05,518.2,1,0.996,,1360.0
Diefflen - Uchtelfangen ELLBCH N ,11T0-0000-1673-T,34050.0,1.1,6.27,8.59e-05,299.2,22.161631761973183,220,0.053643,0.305766,4.19e-06,518.2,3,0.959,,1360.0
Diefflen - Uchtelfangen ELLBCH N ,11T0-0000-1673-T,8180.0,1.1,6.27,8.59e-05,299.2,22.161631761973183,220,0.173226,0.98739,1.353e-05,518.2,3,0.959,,1360.0
Y-Diefflen (-Ensdorf - Uchtelfangen) ENSDF S ,11T0-0000-0218-R,8353.0,0.2,1.34,1.99e-05,299.2,4.931173911662335,220,0.124998,0.837486,1.244e-05,518.2,2,0.889,,1360.0
Diefflen - Uchtelfangen ELLBCH N ,11T0-0000-1673-T,8357.0,1.1,6.27,8.59e-05,299.2,22.161631761973183,220,0.87313,4.976844,6.818e-05,518.2,3,0.959,,1360.0
Y-Uchtelfangen (-Diefflen - Ensdorf) ENSDF S ,11T0-0000-0511-X,17731.0,0.94,5.15,0.0001087,299.2,22.59382541492454,220,0.94,5.15,0.0001087,518.2,1,0.747,,1360.0
Eller - Opladen ELLER O,11T0-0000-0253-Q,13220.0,1.269,6.745,0.0001087,338.58,25.85694020262224,220,0.167769,0.891728,1.437e-05,586.4,3,0.829,,
Eller - St. Peter ELLER W ,11T0-0000-0495-V,13452.0,0.919,5.496,5.14e-05,295.68,16.050046816847242,220,0.169863,1.015853,9.5e-06,512.1,3,0.956,,
Eller - Opladen ELLER O,11T0-0000-0253-Q,33669.0,1.269,6.745,0.0001087,338.58,25.85694020262224,220,0.448261,2.382602,3.84e-05,586.4,3,0.829,,
Eller - Opladen ELLER O,11T0-0000-0253-Q,13223.0,1.269,6.745,0.0001087,338.58,25.85694020262224,220,0.65297,3.47067,5.593e-05,586.4,3,0.829,,
Eiberg - Garenfeld HERDEK N,11T0-0000-0243-U,13455.0,2.742,15.17,0.0001541,288.2,46.17059717324737,220,0.252406,1.396428,1.419e-05,499.2,6,2.596,long,
Eller - St. Peter ELLER W ,11T0-0000-0495-V,33668.0,0.919,5.496,5.14e-05,295.68,16.050046816847242,220,0.409203,2.447204,2.289e-05,512.1,3,0.956,,
Eller - St. Peter ELLER W ,11T0-0000-0495-V,34018.0,0.919,5.496,5.14e-05,295.68,16.050046816847242,220,0.339933,2.032943,1.901e-05,512.1,3,0.956,,
Y-Elmenhorst (-Poeppinghausen - Ruhrzink) ELMENH S ,11T0-0000-0259-8,31433.0,0.542,3.039,3.9e-05,338.58,10.39606618189119,220,0.208501,1.169066,1.5e-05,586.4,3,0.935,,1539.0
Buescherhof - Hamborn EMSHER N ,11T0-0000-0207-Y,34145.0,0.604,3.129,3.79e-05,255.2,10.39905244778177,220,0.604,3.129,3.79e-05,442.0,1,0.719,,1160.0
Hanekenfaehr - Doerpen/W EWBL,11T-D2-D7-00002F,33629.0,1.128,10.92,0.000164934,1359.6,73.05039586943188,380,0.276737,2.679054,4.046e-05,2354.9,5,1.087,,
Diefflen - Ensdorf ENSDF N ,11T0-0000-1672-W,8346.0,0.66,3.7,5.69e-05,255.2,13.855696991851126,220,0.347085,1.945777,2.992e-05,442.0,3,0.668,,1160.0
Y-Ensdorf (-Diefflen - Uchtelfangen) ENSDF S ,11T0-0000-0265-G,17733.0,0.34,1.9,4e-05,226.82,8.324883759630463,220,0.34,1.9,4e-05,392.9,1,0.584,,
Bauler - Niederstedem ENZ N ,11T0-0000-0149-H,8437.0,0.599,5.75,8.04e-05,422.4,20.53209801215343,220,0.599,5.75,8.04e-05,731.6,1,0.985,,
Y-Bischofsheim (-Buerstadt - Pfungstadt) RIED W ,11T0-0000-0563-7,3734.0,0.666,6.539,0.0001091,1260.0,25.50582796064837,380,0.509942,5.006772,8.354e-05,2182.4,2,0.942,,
Bischofsheim - Urberach ERZHAU N ,11T0-0000-0560-G,11750.0,1.271,12.33,0.0001984,1088.0,47.23063170189427,380,0.520823,5.052519,8.13e-05,1884.5,2,0.95,,
Pfungstadt - Urberach (NEU) GRIESH O ,11T0-0000-0872-S,33136.0,0.934,8.773,0.0001506,1260.0,34.7102652618115,380,0.77033,7.235658,0.00012421,2182.4,2,0.925,,
Buescherhof - Nordlicht ESSEN W ,11T0-0000-0763-Y,13208.0,0.397,3.681,6.36e-05,1088.0,14.611097828281546,380,0.013587,0.125982,2.18e-06,1790.2,6,0.925,,2720.0
Buescherhof - Nordlicht ESSEN W ,11T0-0000-0763-Y,33666.0,0.397,3.681,6.36e-05,1088.0,14.611097828281546,380,0.026223,0.243137,4.2e-06,1790.2,6,0.925,,2720.0
Buescherhof - Nordlicht ESSEN W ,11T0-0000-0763-Y,13206.0,0.397,3.681,6.36e-05,1088.0,14.611097828281546,380,0.033769,0.313108,5.41e-06,1790.2,6,0.925,,2720.0
Buescherhof - Nordlicht ESSEN W ,11T0-0000-0763-Y,1648.0,0.397,3.681,6.36e-05,1088.0,14.611097828281546,380,0.157982,1.464812,2.531e-05,1790.2,6,0.925,,2720.0
Kusenhorst - Rosenblumendelle KUSENH ,11T0-0000-0681-0,13205.0,1.13,10.6,0.0001737,1032.0,40.97549643034854,380,0.156324,1.466404,2.403e-05,1698.1,7,0.949,,2580.0
Buescherhof - Nordlicht ESSEN W ,11T0-0000-0763-Y,229.0,0.397,3.681,6.36e-05,1088.0,14.611097828281546,380,0.037532,0.348,6.01e-06,1790.2,6,0.925,,2720.0
