jao_osm_id,cluster_id,cluster_name,cluster_osm_id,confidence,tier,distance_km,method,cluster_degree,cluster_voltages
160584794,osm_160584794,Station Koblenz,160584794,1.0,0,0.0,osm_id,6,"[220.0, 380.0]"
121199242,osm_121199242,Station Lippe,121199242,1.0,0,0.0,osm_id,3,[380.0]
25051880,osm_25051880,Station Gelsenberg,25051880,1.0,0,0.0,osm_id,2,[220.0]
1474044186,spatial_3260,,,0.9,1,0.0,spatial_0.5km,6,[220.0]
27919734,osm_27919734,Station Gohrpunkt,27919734,1.0,0,0.0,osm_id,10,"[220.0, 380.0]"
979801144,osm_979801144,Kottigerhook 380 kV,979801144,1.0,0,0.0,osm_id,5,"[220.0, 380.0]"
50898216,osm_50898216,Station Limburg,50898216,1.0,0,0.0,osm_id,4,[380.0]
27871140,osm_27871140,Station Dünnwald,27871140,1.0,0,0.0,osm_id,2,[220.0]
114319248,osm_114319248,Station Westerkappeln,114319248,1.0,0,0.0,osm_id,5,"[220.0, 380.0]"
38584673,osm_38584673,Station Bellendorf,38584673,1.0,0,0.0,osm_id,4,[220.0]
1024536785,osm_1024536785,Umspannwerk Rommersheim,1024536785,1.0,0,0.0,osm_id,0,[380.0]
147521567,osm_147521567,Umspannanlage Pfungstadt,147521567,1.0,0,0.0,osm_id,9,"[220.0, 380.0]"
42488850,osm_42488850,Umspannungsanlage Uentrop,42488850,1.0,0,0.0,osm_id,7,[380.0]
66038431,osm_66038431,Station Laer,66038431,1.0,0,0.0,osm_id,2,[220.0]
29077623,osm_29077623,Umspannwerk Kusenhorst,29077623,1.0,0,0.0,osm_id,7,"[220.0, 380.0]"
118928165,osm_118928165,Benteler Stahlwerk,118928165,1.0,0,0.0,osm_id,1,[220.0]
169244940,osm_169244940,Station Kelsterbach,169244940,1.0,0,0.0,osm_id,2,[380.0]
269480914,spatial_3826,,,0.898,1,0.007,spatial_0.5km,4,[220.0]
319868746,spatial_2341,,,0.9,1,0.0,spatial_0.5km,6,[220.0]
25992879,osm_25992879,Siersdorf,25992879,1.0,0,0.0,osm_id,2,[380.0]
88916034,osm_88916034,Netzknoten Kühmoos,88916034,1.0,0,0.0,osm_id,14,"[220.0, 380.0]"
87767098,osm_87767098,Station Mettmann,87767098,1.0,0,0.0,osm_id,2,[380.0]
24415232,osm_24415232,Station Elmenhorst,24415232,1.0,0,0.0,osm_id,3,[220.0]
418971276,spatial_5599,,,0.877,1,0.064,spatial_0.5km,4,[220.0]
272324791,spatial_1815,,,0.9,1,0.0,spatial_0.5km,5,[380.0]
26291794,osm_26291794,Station Rosenblumendelle,26291794,1.0,0,0.0,osm_id,1,[380.0]
22944791,osm_22944791,Station Bergmannsglück,22944791,1.0,0,0.0,osm_id,4,[220.0]
116701004,osm_1118059105,NA,1118059105,0.565,2,1.926,spatial_2.0km,1,[220.0]
152403632,osm_152403632,Station Dauersberg,152403632,1.0,0,0.0,osm_id,7,"[220.0, 380.0]"
25802269,spatial_35136,,,0.9,1,0.0,spatial_0.5km,6,[380.0]
24839976,osm_24839976,Umspannwerk Rommerskirchen,24839976,1.0,0,0.0,osm_id,14,"[220.0, 380.0]"
787840119,osm_787840119,Ruhrzink,787840119,1.0,0,0.0,osm_id,2,[220.0]
113546939,osm_113546939,Station Eiberg,113546939,1.0,0,0.0,osm_id,9,"[220.0, 380.0]"
61918154,osm_61918154,Hanekenfähr,61918154,1.0,0,0.0,osm_id,8,"[220.0, 380.0]"
31367940,osm_31367940,Umspannwerk Tiengen,31367940,1.0,0,0.0,osm_id,6,"[220.0, 380.0]"
24280460,osm_24280460,Station Nordlicht,24280460,1.0,0,0.0,osm_id,2,[380.0]
25043127,osm_25043127,Station Selbeck,25043127,1.0,0,0.0,osm_id,1,[380.0]
156973363,osm_156973363,Station Welper,156973363,1.0,0,0.0,osm_id,1,[220.0]
29472852,osm_29472852,Station Ibbenbüren,29472852,1.0,0,0.0,osm_id,3,"[220.0, 380.0]"
152973139,osm_152973139,Amprion Station Rheinau,152973139,1.0,0,0.0,osm_id,14,"[220.0, 380.0]"
1014838222,osm_106096507,Station Ohligs,106096507,0.74,1,0.443,spatial_0.5km,2,[380.0]
37554416,osm_37554416,Station Hamborn,37554416,1.0,0,0.0,osm_id,3,[220.0]
31762305,osm_31762305,Station Norf,31762305,1.0,0,0.0,osm_id,3,[220.0]
142487746,osm_142487746,Dörpen West,142487746,1.0,0,0.0,osm_id,5,[380.0]
49577401,osm_49577401,Station Sankt Peter 220 kV,49577401,1.0,0,0.0,osm_id,9,"[220.0, 380.0]"
5865785815,osm_32148946,Station Bollenacker,32148946,0.447,3,2.63,spatial_5.0km,1,[220.0]
152107815,osm_152107815,Otterbach,152107815,1.0,0,0.0,osm_id,8,"[220.0, 380.0]"
89352550,osm_89352550,Schaltanlage St. Barbara,89352550,1.0,0,0.0,osm_id,5,"[220.0, 380.0]"
600395952,osm_600395952,Umspannanlage Lambsheim,600395952,1.0,0,0.0,osm_id,4,[380.0]
796306640,osm_796306640,Öchtel,796306640,1.0,0,0.0,osm_id,3,[380.0]
24799890,osm_24799890,Station Osterath,24799890,0.8,0,0.0,osm_id_voltage_mismatch,4,[220.0]
42560068,osm_42560068,Station Enniger,42560068,1.0,0,0.0,osm_id,3,[380.0]
22796434,osm_22796434,Station Stockem,22796434,1.0,0,0.0,osm_id,2,[220.0]
1076001174,osm_1076001174,Emscherbruch,1076001174,1.0,0,0.0,osm_id,9,"[220.0, 380.0]"
42488855,osm_42488855,Station Lippborg,42488855,1.0,0,0.0,osm_id,1,[380.0]
24815262,osm_24815262,Station Dülken,24815262,1.0,0,0.0,osm_id,1,[220.0]
77038371,osm_77038371,Umspannwerk Bidingen,77038371,1.0,0,0.0,osm_id,2,[380.0]
22765517,osm_22765517,Station Knapsack,22765517,1.0,0,0.0,osm_id,4,"[220.0, 380.0]"
25044557,osm_25044557,Station Rath,25044557,1.0,0,0.0,osm_id,1,[380.0]
22761839,osm_22761839,Station Opladen,22761839,1.0,0,0.0,osm_id,12,"[220.0, 380.0]"
91854336,osm_91854336,Station Mündelheim,91854336,1.0,0,0.0,osm_id,4,[220.0]
7447294395,osm_796306640,Öchtel,796306640,0.771,1,0.358,spatial_0.5km,3,[380.0]
18629425,osm_18629425,Umspannwerk Oberbachern,18629425,1.0,0,0.0,osm_id,5,"[220.0, 380.0]"
89215122,osm_89215122,Station Saarwellingen,89215122,1.0,0,0.0,osm_id,5,[220.0]
42799487,osm_42799487,Station Arpe,42799487,1.0,0,0.0,osm_id,2,[380.0]
151967291,osm_151967291,Station Quint,151967291,1.0,0,0.0,osm_id,3,[220.0]
26927264,osm_26927264,Station Paffendorf,26927264,1.0,0,0.0,osm_id,2,[380.0]
68549340,osm_68549340,Station Bochum,68549340,1.0,0,0.0,osm_id,3,[220.0]
275138524,osm_275138524,Schaltanlage Datteln 4,275138524,1.0,0,0.0,osm_id,1,[380.0]
24478889,osm_24478889,Station Walsum,24478889,1.0,0,0.0,osm_id,7,"[220.0, 380.0]"
273067278,spatial_2394,,,0.9,1,0.0,spatial_0.5km,4,[380.0]
152018146,osm_152018146,Mittelbexbach,152018146,1.0,0,0.0,osm_id,6,[380.0]
112695048,osm_112695048,Geithe,112695048,1.0,0,0.0,osm_id,1,[380.0]
375714534,osm_797009308,Niederlangen,797009308,0.772,1,0.357,spatial_0.5km,2,[380.0]
395847307,osm_395847307,Station Weißenthurm,395847307,1.0,0,0.0,osm_id,12,"[220.0, 380.0]"
54359256,osm_54359256,Umspannwerk Uchtelfangen,54359256,1.0,0,0.0,osm_id,8,"[220.0, 380.0]"
373967500,osm_373967500,Bacharach,373967500,1.0,0,0.0,osm_id,4,[380.0]
82773910,osm_82773910,Umspannanlage Ensdorf,82773910,1.0,0,0.0,osm_id,5,"[220.0, 380.0]"
22964137,osm_22964137,Station Kruckel,22964137,1.0,0,0.0,osm_id,4,[380.0]
41232144,osm_41232144,Umspannwerk Twistetal,41232144,1.0,0,0.0,osm_id,3,[380.0]
42507488,osm_42507488,Station Gersteinwerk,42507488,1.0,0,0.0,osm_id,8,"[220.0, 380.0]"
1040551074,spatial_39388,,,0.9,1,0.0,spatial_0.5km,2,[220.0]
51940126,osm_51940126,Umspannwerk Bixterheide,51940126,1.0,0,0.0,osm_id,1,[220.0]
22690852,osm_22690852,Umspannwerk Bocklemünd,22690852,1.0,0,0.0,osm_id,2,[220.0]
276249131,osm_276249131,Umspannwerk Maximiliansau,276249131,1.0,0,0.0,osm_id,2,[220.0]
530640687,spatial_10424,,,0.9,1,0.0,spatial_0.5km,5,[380.0]
32148946,osm_32148946,Station Bollenacker,32148946,1.0,0,0.0,osm_id,1,[220.0]
259561755,osm_259561755,Weingarten,259561755,1.0,0,0.0,osm_id,2,[380.0]
30613895,osm_30613895,Umspannwerk Oberottmarshausen,30613895,1.0,0,0.0,osm_id,2,[380.0]
22761692,osm_22761692,UW Fühlingen,22761692,1.0,0,0.0,osm_id,5,"[220.0, 380.0]"
89176939,osm_89176939,SA Bauler,89176939,1.0,0,0.0,osm_id,5,[220.0]
32472806,osm_32472806,Station Mengede,32472806,1.0,0,0.0,osm_id,4,[380.0]
24414688,osm_24414688,Station Wambel,24414688,1.0,0,0.0,osm_id,3,[220.0]
42410916,osm_42410916,Großkrotzenburg,42410916,1.0,0,0.0,osm_id,8,"[220.0, 380.0]"
37764852,osm_37764852,Lüstringen,37764852,1.0,0,0.0,osm_id,4,"[220.0, 380.0]"
149987048,osm_149987048,Station Bürstadt,149987048,1.0,0,0.0,osm_id,11,"[220.0, 380.0]"
346125661,spatial_12068,,,0.899,1,0.004,spatial_0.5km,3,[380.0]
42809973,osm_42809973,Station Unna,42809973,1.0,0,0.0,osm_id,2,[380.0]
152261133,osm_152261133,Karlsruhe-Daxlanden,152261133,1.0,0,0.0,osm_id,12,"[220.0, 380.0]"
24685992,osm_24685992,Umspannstation Bischofsheim,24685992,1.0,0,0.0,osm_id,5,"[220.0, 380.0]"
23084417,osm_23084417,Station Pfalzdorf,23084417,1.0,0,0.0,osm_id,1,[220.0]
25506770,osm_25506770,Station Roxel,25506770,1.0,0,0.0,osm_id,2,[380.0]
384862833,spatial_11486,,,0.9,1,0.0,spatial_0.5km,3,[220.0]
26593929,osm_26593929,Station Oberzier,26593929,1.0,0,0.0,osm_id,8,[380.0]
23641079,osm_23641079,Farbwerke Höchst Süd (FWH-S),23641079,1.0,0,0.0,osm_id,3,[220.0]
35833592,osm_35833592,Umspannwerk Schwelgern,35833592,1.0,0,0.0,osm_id,2,[220.0]
24479984,osm_24479984,Uerdingen,24479984,1.0,0,0.0,osm_id,4,[220.0]
24536211,osm_24536211,Umspannwerk Aßlar,24536211,1.0,0,0.0,osm_id,3,[380.0]
132814303,osm_132814303,Umspannwerk Altenkleusheim,132814303,1.0,0,0.0,osm_id,2,[220.0]
24462317,osm_24462317,Spellen,24462317,1.0,0,0.0,osm_id,2,[220.0]
42423415,osm_42423415,Meckenheim,42423415,1.0,0,0.0,osm_id,4,"[220.0, 380.0]"
82310607,osm_82310607,Diefflen,82310607,1.0,0,0.0,osm_id,6,[220.0]
23284340,osm_23284340,Umspannwerk Urberach,23284340,1.0,0,0.0,osm_id,6,"[220.0, 380.0]"
25306752,osm_25306752,Umspannwerk Herbertingen,25306752,1.0,0,0.0,osm_id,6,"[220.0, 380.0]"
28452784,osm_28452784,Station Pöppinghausen,28452784,1.0,0,0.0,osm_id,4,[220.0]
24264701,osm_957746797,Bechterdissen,957746797,0.875,1,0.07,spatial_0.5km,6,"[220.0, 380.0]"
23067006,osm_23067006,Station Hüllen,23067006,1.0,0,0.0,osm_id,2,[380.0]
23022100,osm_23022100,Station Polsum,23022100,1.0,0,0.0,osm_id,11,"[220.0, 380.0]"
953015049,osm_953015049,Ohlensehlen,953015049,1.0,0,0.0,osm_id,2,[380.0]
24667346,osm_24667346,Garenfeld,24667346,1.0,0,0.0,osm_id,3,"[220.0, 380.0]"
24462426,osm_24462426,Station Niederrhein,24462426,1.0,0,0.0,osm_id,9,"[220.0, 380.0]"
954413959,spatial_14105,,,0.799,1,0.281,spatial_0.5km,6,[220.0]
156402422,osm_156402422,Homburg,156402422,1.0,0,0.0,osm_id,4,[220.0]
152924498,osm_152924498,UA Mutterstadt,152924498,1.0,0,0.0,osm_id,5,[220.0]
23192640,osm_23192640,Station Reisholz,23192640,1.0,0,0.0,osm_id,2,[220.0]
53378027,osm_53378027,Umspannwerk Lechhausen,53378027,1.0,0,0.0,osm_id,2,[380.0]
145680894,osm_145680894,Station Trier,145680894,1.0,0,0.0,osm_id,3,[220.0]
111973179,osm_111973179,Station Münster,111973179,1.0,0,0.0,osm_id,1,[220.0]
101997887,spatial_11085,,,0.795,1,0.291,spatial_0.5km,1,[380.0]
22766160,osm_22766160,Station Sechtem,22766160,1.0,0,0.0,osm_id,13,"[220.0, 380.0]"
85523877,osm_85523877,Vöhringen Amprion,85523877,1.0,0,0.0,osm_id,5,"[220.0, 380.0]"
206289192,osm_206289192,Meppen,206289192,1.0,0,0.0,osm_id,3,[380.0]
43688805,osm_43688805,Umspannwerk Pulverdingen,43688805,1.0,0,0.0,osm_id,9,"[220.0, 380.0]"
739453432,spatial_2495,,,0.9,1,0.0,spatial_0.5km,3,[380.0]
32904794,osm_32904794,Station Sankt Hülfe,32904794,1.0,0,0.0,osm_id,2,[380.0]
29374542,osm_29374542,Station Gremberghoven,29374542,1.0,0,0.0,osm_id,2,[220.0]
106096507,osm_106096507,Station Ohligs,106096507,1.0,0,0.0,osm_id,2,[380.0]
271226559,spatial_8879,,,0.66,2,0.572,spatial_2.0km,6,[380.0]
93278553,osm_93278553,Station Edelstahl Krefeld,93278553,1.0,0,0.0,osm_id,4,[220.0]
42372159,osm_42372159,Umspannwerk Dettingen,42372159,1.0,0,0.0,osm_id,3,[380.0]
42861703,osm_42861703,Amelsbüren,42861703,1.0,0,0.0,osm_id,3,[220.0]
32675761,osm_32675761,Station Dahlem,32675761,1.0,0,0.0,osm_id,4,[380.0]
152924508,osm_152924508,BASF,152924508,1.0,0,0.0,osm_id,4,[220.0]
33816726,osm_33816726,Station Halfeshof,33816726,1.0,0,0.0,osm_id,3,[380.0]
42797575,osm_42797575,Station Nehden,42797575,1.0,0,0.0,osm_id,2,[380.0]
24921206,osm_24921206,Station Büscherhof,24921206,1.0,0,0.0,osm_id,8,"[220.0, 380.0]"
39229429,osm_39229429,Station Hesseln,39229429,1.0,0,0.0,osm_id,1,[380.0]
90148336,osm_90148336,Setzer Wiese,90148336,1.0,0,0.0,osm_id,3,[220.0]
151967290,osm_151967290,Station Niederstedem,151967290,1.0,0,0.0,osm_id,7,"[220.0, 380.0]"
89043564,osm_89043564,Station Eiserfeld,89043564,1.0,0,0.0,osm_id,1,[220.0]
265904339,spatial_7566,,,0.894,1,0.017,spatial_0.5km,3,[220.0]
62061952,osm_62061952,Umspannwerk Frankfurt Südwest,62061952,1.0,0,0.0,osm_id,3,[380.0]
