bus_id,v_nom,lat,lon,is_substation,substation_name,osm_substation_id
40072,110,51.51988120232356,12.356740309689153,1,Umspannwerk Delitzsch,307426821
37908,110,51.58887685130735,13.771358248397322,1,Unnamed,155775189
37737,110,51.61652492397026,13.557261652760914,1,Unnamed,149673002
38583,110,51.571054275293086,13.230998260359211,1,Unnamed,244138569
35976,110,50.68418966497054,10.545967010898956,1,Steinbach-Hallenberg,39673714
38185,110,50.430715891895474,10.750239474581118,1,Hildburghausen,173942747
35966,110,50.374180267721165,10.638588603803056,1,Simmershausen,39470823
37974,110,50.53130940154087,10.469434868111044,1,Grimmenthal,157375947
39418,110,49.9801588739808,11.105345388539998,1,Umspannwerk Würgau,1089325572
3767,110,51.0283419,6.7380830000000005,0,Unnamed,
2184,110,51.0855041,6.8110109,0,Unnamed,
3451,110,51.2232812,6.6380923,0,Unnamed,
3636,110,51.633991400000006,6.3104239,0,Unnamed,
1893,110,51.7405532,6.4448379000000005,0,Unnamed,
37364,110,50.20955135053901,11.304423363704279,1,Umspannwerk Neuses,114449625
37027,110,50.183709021310115,11.810849310920407,1,Umspannwerk Mechlenreuth,93341407
36523,110,50.941991213757404,10.095584807787661,1,Herda,61560700
37300,110,50.83404753289017,10.733368794651215,1,Ohrdruf,110470851
36618,110,50.952935975114876,10.728464265448697,1,Gotha Gleichenstraße,75792867
37959,110,51.11913096165431,11.421009780129973,1,Buttstädt,157105203
38833,110,50.91626405629132,11.569921973593653,1,Umspannwerk Hardenbergweg,404696023
39378,110,51.14111705374758,12.293079987194757,1,Umspannwerk Groitzsch,1026578531
39479,110,51.294803178523495,12.381615363276843,1,Unnamed,1145057084
37096,110,51.34167880520429,12.390337574751488,1,Umspannwerk Leipzig K,97228575
38655,110,51.367276849766604,12.390394941404782,1,Unnamed,279699938
38722,110,51.40106165000001,12.289315,1,Kabelendmastanlage Lützschena,329475295
38983,110,51.53471004754784,13.911175371123695,1,Umspannwerk Klettwitz,671314179
36587,110,51.87330170800844,10.70361666353177,1,Ilsenburg,69781557
37928,110,51.93017276964534,10.74916944944481,1,Wasserleben,156469624
3291,110,51.320565900000005,6.5243633,0,Unnamed,
2635,110,51.4150532,6.728728,0,Unnamed,
5744,110,51.3123013,6.794512200000001,0,Unnamed,
5601,220,51.5053977,6.7426604,0,Unnamed,
2244,110,51.0495723,6.585418000000001,0,Unnamed,
1920,110,51.052198100000005,6.5682041,0,Unnamed,
5399,110,51.0562782,6.5614834,0,Unnamed,
