unit_id,capacity_mw,fuel_type,commissioning_date,lat,lon
SEE938363183743,0.04,Erdgas,2000-09-15,49.281743,9.684438
SEE977679797213,0.05,Erdgas,2015-09-30,48.547696,8.713792
SEE945686243238,0.04,Mineralölprodukte,2018-11-27,49.019313,8.319775
SEE911694454119,0.015,Erdgas,2014-07-22,,
SEE900974668346,0.12,Mineralölprodukte,2012-06-01,51.487125,8.320651
SEE908227851026,0.665,Mineralölprodukte,2009-01-01,49.205163,8.171316
SEE946261289160,0.04,Mineralölprodukte,2019-06-28,49.019313,8.319775
SEE961928976191,0.238,Erdgas,2014-04-07,50.843483,12.485406
SEE944340098726,0.05,Erdgas,2010-11-18,52.352145,14.066146
SEE950233035624,0.139,Erdgas,2015-11-08,52.458548,13.304759
SEE923597854576,0.019,Erdgas,2015-12-01,,
SEE959847043834,0.4,Mineralölprodukte,2019-04-29,49.019313,8.319775
SEE981316773676,0.02,Erdgas,2015-06-24,,
SEE993399966364,0.00093,Erdgas,2014-07-28,,
SEE921068745736,0.0055,Erdgas,2004-10-18,,
SEE943828022598,0.009,Erdgas,2017-11-10,,
SEE972606653570,0.0047,Erdgas,2004-02-11,,
SEE984691898378,0.0015,Erdgas,2020-12-08,,
SEE986051735675,0.1,Erdgas,2013-10-01,51.045286,10.822475
SEE957684017148,0.4,Mineralölprodukte,2019-07-31,49.019313,8.319775
SEE996958937317,0.238,Erdgas,2014-06-23,50.839133,12.453606
SEE950447748389,0.0047,Erdgas,2012-09-05,,
SEE948658466482,0.0055,Erdgas,2012-10-23,,
SEE908008466340,0.0055,Erdgas,1998-09-01,,
SEE951855525494,0.0106,Mineralölprodukte,2012-03-06,,
SEE942945857281,0.635,Mineralölprodukte,2001-01-01,49.205163,8.171316
SEE944858467540,0.0152,Erdgas,2010-10-21,,
SEE992056371831,0.0055,Erdgas,2010-05-18,,
SEE910868217697,0.0055,Erdgas,2009-07-29,,
SEE972259471057,0.001,Erdgas,2019-12-11,,
SEE991443894397,0.008,andere Gase,2014-07-31,,
SEE933505788770,0.00075,Erdgas,2020-07-13,,
SEE919880014048,0.0055,Erdgas,2007-10-24,,
SEE978569473521,0.005,Erdgas,2014-07-10,,
SEE939091472697,0.0152,Erdgas,2013-10-16,,
SEE955213238200,0.019,Mineralölprodukte,1987-07-06,,
SEE904837092736,0.011,Erdgas,2016-12-14,,
SEE945811865984,1.0,Erdgas,1939-11-22,49.500306,8.471941
SEE996158750730,0.02,Erdgas,2020-07-01,,
SEE962246413719,0.0047,Erdgas,2014-07-01,,
SEE905313992007,0.001,Erdgas,2018-03-30,,
SEE999501430440,1.186,Mineralölprodukte,1999-07-01,51.315156,12.38747
SEE977417829824,0.02,Erdgas,2016-11-09,,
SEE996946209945,3.375,Erdgas,1939-11-22,49.500306,8.471941
SEE914224280660,0.0056,Erdgas,2017-02-24,,
SEE928408261543,0.0054,Mineralölprodukte,2004-12-08,,
SEE938386886003,0.0195,Wärme,2013-11-07,,
SEE943941543864,0.126,Mineralölprodukte,1974-01-01,51.708338,8.772862
SEE974503665465,1.8,Mineralölprodukte,2007-01-01,50.129417,8.600142
SEE927966614044,0.0045,Erdgas,2010-09-28,,
SEE986625309288,0.55,Mineralölprodukte,2001-01-01,49.205163,8.171316
SEE913999896878,0.238,Erdgas,2012-10-08,50.764992,7.180453
SEE974061966691,0.009,Erdgas,2017-06-08,,
SEE916311020272,0.016,Erdgas,2019-03-22,,
SEE936364054154,2.3,Erdgas,1939-11-22,49.500306,8.471941
SEE909885235364,0.006,Erdgas,2020-08-24,,
SEE980560976765,0.164,Mineralölprodukte,1998-12-06,50.265141,7.153318
SEE968509675979,0.015,Erdgas,2014-07-22,,
SEE979727555264,0.6,Erdgas,2014-07-15,50.717634,6.154757
SEE901292347685,0.009,Erdgas,2014-07-16,,
SEE900829641708,1.8,Mineralölprodukte,2007-01-01,50.129417,8.600142
SEE972695459336,0.006,Erdgas,2017-02-21,,
SEE952001548381,0.001,Erdgas,2013-11-11,,
SEE935436263715,0.019,Erdgas,2012-10-23,,
SEE913862450220,0.4,Mineralölprodukte,2000-01-01,52.435184,10.795415
SEE977591646095,0.65,Mineralölprodukte,2001-01-01,49.205163,8.171316
SEE928921821231,0.0055,Erdgas,2015-06-08,,
SEE971053336333,0.278,Erdgas,2013-02-21,52.430242,13.237364
SEE979113125880,0.0152,Erdgas,2009-04-07,,
SEE918500255250,0.003,Erdgas,2016-06-20,,
SEE905250946781,0.0085,Erdgas,2014-07-30,,
SEE938665086506,0.0047,Erdgas,2014-07-29,,
SEE924605673981,0.016,Erdgas,2014-07-18,,
SEE925085387801,1.8,Mineralölprodukte,2007-01-01,50.129417,8.600142
SEE963866432173,0.4,Mineralölprodukte,2000-01-01,52.435184,10.795415
SEE907616949771,0.05,Erdgas,2017-12-19,52.242441,13.654318
SEE952181652076,0.0055,Erdgas,2009-01-02,,
SEE921327226952,0.001,Erdgas,2013-04-12,,
SEE920915408152,0.0055,Erdgas,2002-09-11,,
SEE966310088841,0.00075,Erdgas,2021-01-27,,
SEE954268180106,0.003,Erdgas,2016-02-25,,
SEE933089929880,0.0055,Erdgas,2001-02-15,,
SEE913376697302,0.0062,Erdgas,2002-01-09,,
SEE917708012511,0.4,Mineralölprodukte,2000-01-01,52.435184,10.795415
SEE939001690210,0.0017,Erdgas,2007-11-13,,
SEE919224474736,0.728,Mineralölprodukte,2013-04-30,49.815276,6.701044
SEE943550651165,0.4,Mineralölprodukte,2012-01-01,52.435184,10.795415
SEE936457186311,0.049,Erdgas,2009-01-13,50.135416,8.912409
SEE938363541918,1.8,Mineralölprodukte,2007-01-01,50.129417,8.600142
SEE952376626929,0.0055,Erdgas,2017-06-08,,
SEE993877660173,0.05,Erdgas,2013-09-03,50.860254,10.562637
SEE966164541516,0.065,andere Gase,2014-07-23,48.220356,10.799439
SEE953893532724,0.0047,Erdgas,2014-07-29,,
SEE919933541101,0.015,Erdgas,2012-12-05,,
SEE945482637590,0.0047,Erdgas,2018-01-09,,
SEE907299224646,0.02,Erdgas,2013-09-20,,
SEE975520129848,0.4,Mineralölprodukte,2000-01-01,52.435184,10.795415
SEE925034285080,1.8,Mineralölprodukte,2007-01-01,50.129417,8.600142
SEE949069513833,0.0304,Erdgas,2009-01-22,47.720388,9.390047
SEE990711451577,0.02,Erdgas,2016-04-05,,
SEE951836955470,0.4,Mineralölprodukte,2012-01-01,52.435184,10.795415
SEE925203246737,0.0072,Erdgas,2015-12-17,,
SEE939292384645,0.037,andere Gase,2018-12-19,48.166988,8.058359
SEE924338076219,0.0055,Erdgas,2010-09-22,,
SEE951925134069,0.4,Mineralölprodukte,2000-01-01,52.435184,10.795415
SEE966836239765,0.0301999999999999,andere Gase,2020-11-11,49.950947,9.103496
SEE906784053129,0.0055,Erdgas,2009-11-25,,
SEE968292680945,0.00075,Erdgas,2017-11-13,,
SEE911768697091,0.0055,Erdgas,2006-08-31,,
SEE960975437143,0.00075,Erdgas,2021-01-27,,
SEE904125205701,1.8,Mineralölprodukte,2007-01-01,50.129417,8.600142
SEE986115859958,0.065,andere Gase,2014-07-23,48.220356,10.799439
SEE929864748463,0.00075,Erdgas,2017-09-28,,
SEE913095714458,0.16,Mineralölprodukte,2013-01-01,49.776821,6.66421
SEE965058892314,0.002,Erdgas,2010-09-16,,
SEE990732213840,0.02,andere Gase,2012-11-07,,
SEE919285226602,0.0055,Erdgas,2011-10-07,,
SEE984337961084,0.0047,Erdgas,2014-07-29,,
SEE984179542793,0.00095,Erdgas,2012-11-01,,
SEE937463253080,0.0055,Erdgas,2004-02-11,,
SEE960597066820,1.8,Mineralölprodukte,2007-01-01,50.129417,8.600142
SEE924148757018,0.0053,Mineralölprodukte,2002-07-23,,
SEE954132744816,0.4,Mineralölprodukte,2000-01-01,52.435184,10.795415
SEE916888926441,0.556,Mineralölprodukte,1998-07-01,51.075762,13.755125
SEE984839635070,0.0055,Erdgas,2006-11-20,,
SEE989888270913,0.0055,Erdgas,2014-07-17,,
SEE933430303857,0.0085,Erdgas,2019-11-07,,
SEE987001781599,0.2319,Erdgas,2015-05-19,50.00223,8.64411
SEE973618011778,0.4,Mineralölprodukte,2012-01-01,52.435184,10.795415
SEE915234100375,1.8,Mineralölprodukte,2007-01-01,50.129417,8.600142
SEE924124639086,0.0159,Mineralölprodukte,2004-12-10,,
SEE999756197518,17.7,Erdgas,2015-10-01,50.321056,7.233824
SEE942720821919,0.05,andere Gase,2011-09-14,48.220356,10.799439
SEE911383914566,0.0054,Erdgas,2016-09-09,,
SEE925395923201,0.16,Erdgas,2010-03-08,50.043248,10.229016
SEE981550233059,0.4,Mineralölprodukte,2000-01-01,52.435184,10.795415
SEE977252788829,0.0055,Erdgas,2013-03-07,,
SEE927066352754,0.0055,Erdgas,2020-02-19,,
SEE916705806284,0.0047,Erdgas,2009-09-17,,
SEE944824113167,0.238,Erdgas,2012-10-08,50.764992,7.180453
SEE930191356849,1.8,Mineralölprodukte,2007-01-01,50.129417,8.600142
SEE997381300174,0.0015,Erdgas,2018-03-28,,
SEE995280093104,0.00093,Erdgas,2016-10-30,,
SEE983855990262,0.0047,Erdgas,2015-12-07,,
SEE992298919624,0.0055,Erdgas,2014-04-23,,
SEE997189486322,0.376,Mineralölprodukte,2007-01-01,49.726314,6.694721
SEE998064626550,0.0055,Erdgas,2011-11-03,,
SEE995984805843,0.009,Erdgas,2009-03-16,,
SEE966288559497,0.05,Erdgas,2016-11-09,48.767018,8.23909
SEE943333402700,0.00075,Erdgas,2018-11-01,,
SEE975292232593,0.0055,Erdgas,2021-07-29,,
SEE915439796472,0.1,Mineralölprodukte,1974-01-01,51.706888,8.771229
SEE978445846296,0.0047,Erdgas,2013-10-30,,
SEE913694870401,1.8,Mineralölprodukte,2007-01-01,50.129417,8.600142
SEE955509938364,1.256,Mineralölprodukte,2000-01-01,52.435184,10.795415
SEE965005103166,0.0056,andere Gase,2014-01-27,,
SEE933223161596,0.26,Mineralölprodukte,2011-01-01,52.435184,10.795415
SEE904257559024,0.0055,Erdgas,2009-09-18,,
SEE908333010645,0.238,Erdgas,2012-10-08,50.764992,7.180453
SEE935217984235,0.03,Erdgas,2020-03-23,,
SEE984483219398,0.4,Mineralölprodukte,2011-01-01,49.754382,6.648782
SEE950371803130,0.321,Erdgas,2016-06-14,49.59935,8.479432
SEE977508286246,0.0047,Erdgas,2012-12-18,,
SEE980485069061,0.0055,Erdgas,2012-05-23,,
SEE987856249138,0.0047,Erdgas,2010-05-10,,
SEE980491232039,0.1,Erdgas,2016-12-22,52.421982,7.058064
SEE908292500232,0.009,Erdgas,2014-07-24,,
SEE911813471591,1.8,Mineralölprodukte,2007-01-01,50.129417,8.600142
SEE975785588220,0.175,Mineralölprodukte,1987-01-01,51.732932,8.734854
SEE935499828272,0.004,Erdgas,2012-06-29,,
SEE914255538990,0.478,Erdgas,2016-12-21,53.021097,8.871397
SEE932782707160,27.5,Erdgas,2015-10-01,50.321326,7.234155
SEE942601699781,0.8,Mineralölprodukte,2000-01-01,52.435184,10.795415
SEE977516785830,0.028,Erdgas,2006-12-22,,
SEE993109313129,0.024,Erdgas,2012-09-20,,
SEE937643878089,0.099,Erdgas,2020-08-17,50.799537,6.879066
SEE962746750468,0.0055,andere Gase,2004-11-30,,
SEE921592231002,0.0047,Erdgas,2015-08-26,,
SEE987105377179,0.26,Mineralölprodukte,2012-12-06,49.748896,6.640022
SEE979516146574,0.016,Erdgas,2022-12-15,,
SEE953091798236,0.23,Erdgas,2005-05-13,51.195637,6.472891
SEE972981462705,0.07,Erdgas,2014-01-01,49.468341,11.097647
SEE977432092814,0.0055,Erdgas,2008-09-03,,
SEE979065724940,0.26,Mineralölprodukte,2011-01-01,52.435184,10.795415
SEE998703830386,0.14,Erdgas,2014-07-25,51.038942,14.41324
SEE945762687482,0.00075,Erdgas,2021-01-13,,
SEE913013741702,0.05,Erdgas,2009-05-06,48.48758,9.215013
SEE981543977755,0.0055,Erdgas,2012-03-28,,
SEE994745276564,0.016,Erdgas,2022-12-15,,
SEE969313340251,0.664,Mineralölprodukte,2006-11-10,49.726089,6.613146
SEE914656429521,0.23,Erdgas,2003-03-26,51.121889,6.412683
SEE979567964073,0.0055,Erdgas,2002-04-16,,
SEE924794902565,0.0047,Erdgas,2009-03-11,,
SEE939516904031,0.0055,Erdgas,2004-12-14,,
SEE951128822817,0.005,Mineralölprodukte,2013-01-02,,
SEE960621321871,0.0055,Erdgas,2008-09-03,,
SEE906089406668,0.006,Erdgas,2014-12-22,,
SEE964986344490,0.016,Erdgas,2022-12-15,,
SEE928905737039,0.02,Erdgas,2023-02-15,,
SEE985891005825,0.5,Mineralölprodukte,1994-05-16,49.600864,11.010387
SEE911881516828,0.0165,Wärme,2012-03-14,,
SEE974569723253,0.033,Erdgas,2020-03-10,48.717251,13.270666
SEE925039580913,0.28,Mineralölprodukte,1974-01-01,51.708732,8.77156
SEE969809650338,0.1,Mineralölprodukte,2007-10-30,52.279435,7.434296
SEE981464088059,0.0055,Erdgas,2001-05-14,,
SEE945104473483,0.02,Mineralölprodukte,2013-12-19,,
SEE901230033144,0.728,Mineralölprodukte,2011-06-06,49.771722,6.655284
SEE934517415142,0.0055,Erdgas,2009-10-14,,
SEE989772776118,0.7,Mineralölprodukte,2010-03-25,49.600864,11.010458
SEE995918966343,0.0055,Erdgas,2011-07-25,,
SEE939881658331,0.0047,Erdgas,2015-04-13,,
SEE928320728223,0.0152,Erdgas,2022-12-15,,
SEE990594995533,0.05,Erdgas,2005-09-12,49.477419,9.905436
SEE905455937713,0.6,Mineralölprodukte,1998-03-04,49.601752,11.013221
SEE935421732899,0.011,Erdgas,2000-02-05,,
SEE972774671109,0.0047,Erdgas,2009-03-02,,
SEE985049497809,0.006,Erdgas,2016-04-26,,
SEE996319232204,0.001,Erdgas,2012-10-05,,
SEE936140416619,0.14,Erdgas,2017-02-03,51.444173,7.575078
SEE962647074779,0.6,Mineralölprodukte,2002-06-13,49.600881,11.010403
SEE944021965149,0.005,Erdgas,2014-07-31,,
SEE985885662584,0.0055,Erdgas,2016-06-29,,
SEE959772111967,0.52,Mineralölprodukte,2019-11-06,49.770715,6.680437
SEE964768504043,0.0055,Erdgas,2012-06-01,,
SEE934828224167,0.0055,Erdgas,2007-02-15,,
SEE996940998555,0.012,Erdgas,2014-07-25,,
SEE986673928004,0.55,Mineralölprodukte,2012-01-01,49.600872,11.010469
SEE969765691321,0.2,Mineralölprodukte,1974-01-01,51.707525,8.773419
SEE904148249614,0.02,Erdgas,2010-07-22,,
SEE977700185842,0.66,Mineralölprodukte,1999-08-10,49.600858,11.010436
SEE944972655533,0.02,Erdgas,2012-11-26,,
SEE968869234243,1.6,Mineralölprodukte,2011-01-01,51.707259,8.769423
SEE969662805890,0.552,Mineralölprodukte,2008-01-01,52.435184,10.795415
SEE992607238170,0.1,andere Gase,2012-07-06,50.040265,10.176602
SEE929414149108,0.0047,Erdgas,2010-07-28,,
SEE984884531860,0.06,Mineralölprodukte,2007-01-01,49.600825,11.010468
SEE929877973913,0.0047,Erdgas,2016-11-07,,
SEE987083791813,0.02,Erdgas,2018-01-18,,
SEE952654763506,0.25,Mineralölprodukte,1968-01-01,51.708617,8.770063
SEE964417284005,1.18,Mineralölprodukte,2020-09-10,51.471597,7.713642
SEE938788957387,0.02,Erdgas,2017-12-19,,
SEE928563061163,0.02,Erdgas,2020-10-28,,
SEE941942481710,0.02,Erdgas,2013-12-16,,
SEE964650046330,0.00075,Erdgas,2020-02-03,,
SEE915213630855,0.901,Erdgas,2020-11-19,48.118623,12.571214
SEE932450137794,0.0108,Erdgas,1999-11-15,,
SEE902130182994,0.0193999999999999,Erdgas,2015-08-28,,
SEE971207888268,0.4904,Erdgas,2015-02-19,53.104758,7.670333
SEE951514728068,1.28,Mineralölprodukte,2015-03-17,50.081315,8.528548
SEE968235861257,0.552,Mineralölprodukte,2008-01-01,52.435184,10.795415
SEE995577010173,0.0047,Erdgas,2011-08-02,,
SEE967514857929,0.0165,Erdgas,2016-02-12,,
SEE925204914659,0.015,Erdgas,2015-01-29,,
SEE959754550494,0.003,Erdgas,2016-07-05,,
SEE978901389466,0.0047,Erdgas,2013-01-30,,
SEE933477657081,0.0072,andere Gase,2022-02-24,,
SEE937608725618,0.006,Erdgas,2013-12-11,,
SEE996387767790,0.0053,Mineralölprodukte,2016-12-16,,
SEE961466036227,0.00896,Erdgas,2017-12-28,,
SEE910766120075,0.552,Mineralölprodukte,1996-01-01,52.435184,10.795415
SEE978568867772,0.048,Erdgas,2015-09-29,48.050322,7.965255
SEE963644367314,0.001,andere Gase,2013-12-10,,
SEE932266121437,0.05,Erdgas,2013-06-25,50.555638,9.700149
SEE903217414533,0.901,Erdgas,2021-01-26,48.118623,12.571214
SEE927796694988,0.0050999999999999,Mineralölprodukte,2005-05-19,,
SEE910504607394,1.484,Erdgas,2014-01-24,53.114839,8.712237
SEE952274072545,0.05,Erdgas,2013-08-30,49.449213,7.769167
SEE991350106095,0.0050999999999999,Erdgas,2010-09-28,,
SEE971292038050,0.05,Erdgas,2013-09-18,50.557029,9.674946
SEE905575903483,0.0047,Erdgas,2014-05-05,,
SEE944901358139,0.164,Mineralölprodukte,1995-01-01,51.471906,7.713386
SEE943648008925,2.444,Erdgas,2014-11-08,48.524424,9.209244
SEE965274686636,0.0055,Erdgas,2012-10-11,,
SEE979636873855,0.0047,Erdgas,2009-05-19,,
SEE977307997640,0.04904,Erdgas,2016-12-13,49.986497,8.666299
SEE943268018243,1.622,Mineralölprodukte,1993-10-25,48.997733,8.43538
SEE920675338041,0.05,Erdgas,2016-07-06,50.560243,9.686239
SEE990526660225,0.011,Erdgas,2011-10-06,,
SEE912160334607,37.0,Erdgas,1994-07-01,51.319176,12.00582
SEE998155466461,0.05,Erdgas,2015-03-19,48.649524,11.768735
SEE948642583423,0.001,Erdgas,2014-09-30,,
SEE933940234252,0.386,Erdgas,2006-12-04,49.153831,9.191201
SEE957334273887,0.0055,Erdgas,2015-10-21,,
SEE910846592099,1.52,Mineralölprodukte,2001-02-25,51.103953,13.775146
SEE934605346518,0.0055,andere Gase,2014-05-08,,
SEE942884173015,0.0055,Erdgas,2013-09-26,,
SEE986699211692,0.03,Mineralölprodukte,2018-01-16,,
SEE926174394618,0.155,andere Gase,2001-02-02,50.040264,10.176643
SEE954161856894,0.0055,Erdgas,2019-07-31,,
SEE985783904434,0.0055,Erdgas,2014-07-27,,
SEE950926842614,0.00076,Erdgas,2019-07-18,,
SEE987596146308,0.05,Erdgas,2017-08-18,50.422954,9.566515
SEE934673930169,0.001,Erdgas,1996-01-01,,
SEE958543225353,0.02,Erdgas,2017-10-24,,
SEE989513032053,0.0055,Erdgas,2005-07-13,,
SEE912291018636,0.0011,Erdgas,2016-02-01,,
SEE940620888469,1.216,Mineralölprodukte,1995-06-26,51.103953,13.775146
SEE980401751513,1.999,Erdgas,2012-08-02,48.524424,9.209244
SEE967094511105,0.05,Erdgas,2014-07-10,50.666017,9.768035
SEE982065398066,0.142,Erdgas,2013-05-07,50.75403,10.33206
SEE983126557989,0.24,Mineralölprodukte,1968-01-01,51.708634,8.770012
SEE974725119524,0.13,andere Gase,2015-09-16,50.419334,9.660979
SEE971916977208,0.02,Erdgas,2013-10-30,,
SEE973424418471,0.006,Erdgas,2015-09-11,,
SEE923068265016,0.0047,Erdgas,2016-03-23,,
SEE930808328726,0.0055,Erdgas,2019-12-18,,
SEE930795523326,1.484,Erdgas,2014-02-07,53.115067,8.7123
SEE912537555321,0.005,Erdgas,2003-10-16,,
SEE974985809258,1.622,Mineralölprodukte,1993-10-25,48.997738,8.435364
SEE928535995588,3.52,Wärme,1982-01-15,53.27873,9.30729
SEE981401807613,0.00095,Erdgas,2014-01-23,,
SEE944961255812,0.0053,Mineralölprodukte,2007-01-25,,
SEE948749107355,1.484,Erdgas,2014-01-17,53.114966,8.712263
SEE993905461703,1.622,Mineralölprodukte,1993-10-25,48.997728,8.435388
SEE940311509840,0.117,andere Gase,1999-03-23,48.472799,11.132438
SEE950446981343,0.25,Mineralölprodukte,2013-09-01,50.049365,6.561295
SEE912307649236,0.00075,Erdgas,2020-12-17,,
SEE901911775363,0.006,Mineralölprodukte,2003-06-29,,
SEE958404732761,0.36,andere Gase,2014-05-06,53.196473,8.52433
SEE985309563299,0.00075,Erdgas,2018-11-26,,
SEE922149572807,1.622,Mineralölprodukte,1993-10-25,48.997784,8.435347
SEE947178465746,0.0055,Erdgas,2016-04-06,,
SEE995977254832,0.36,andere Gase,2015-11-19,53.196583,8.524203
SEE944300047467,0.0055,Erdgas,2005-12-01,,
SEE902635265710,0.0055,Erdgas,2020-08-21,,
SEE981057846684,1.68,Mineralölprodukte,2007-09-20,48.997709,8.435413
SEE981898869200,0.0055,Erdgas,2015-01-21,,
SEE900655755402,0.005,Erdgas,2016-10-06,,
SEE991460798395,0.0016719999999999,Erdgas,2015-05-12,,
SEE946006725885,0.0055,Erdgas,2011-08-11,,
SEE955990259399,0.0055,Erdgas,2009-10-20,,
SEE929999537741,0.0055,Erdgas,2014-11-12,,
SEE974924213702,1.68,Mineralölprodukte,2007-09-20,48.997787,8.43538
SEE922329436714,0.0055,Erdgas,2012-01-20,,
SEE986332490118,0.08,Erdgas,2015-12-16,49.746238,9.953778
SEE996620432973,0.00075,Erdgas,2017-09-18,,
SEE932760655087,0.0055,Erdgas,2008-05-01,,
SEE992591332724,0.0047,Erdgas,2016-03-23,,
SEE940662236037,0.0055,Erdgas,2012-12-20,,
SEE961855995098,0.001,Erdgas,2011-03-18,,
SEE945284017088,0.0055,Erdgas,2007-01-05,,
SEE968482352423,1.363,Mineralölprodukte,2019-04-10,52.41474,9.507586
SEE924060866799,0.00075,Erdgas,2017-01-26,,
SEE971003089166,0.229,Mineralölprodukte,2007-12-20,50.900813,11.852226
SEE923585467436,0.0055,Erdgas,2011-08-26,,
SEE931820550560,0.0055,Erdgas,2006-03-22,,
SEE935058355164,0.006,Erdgas,2014-04-10,,
SEE972142991747,0.552,Mineralölprodukte,1996-01-01,52.435184,10.795415
SEE984659726385,1.058,Braunkohle,2011-03-03,50.987123,13.638881
SEE940350363311,0.00075,Erdgas,2021-01-11,,
SEE941958584139,1.12,Mineralölprodukte,1992-07-15,48.993852,8.44399
SEE979227338480,1.0,Mineralölprodukte,1989-01-01,52.396613,9.66858
SEE977552210914,0.0055,Erdgas,2016-08-15,,
SEE912638782442,0.0108,Erdgas,2013-09-06,,
SEE908024344301,0.35,andere Gase,2007-08-28,53.869535,11.171896
SEE980093951444,0.142,Erdgas,2017-12-21,50.75403,10.33206
SEE900862178957,0.0007,Erdgas,2017-12-01,,
SEE994676435146,0.4,Mineralölprodukte,2000-01-01,52.435184,10.795415
SEE937747371929,0.32,Mineralölprodukte,2013-01-25,48.994635,8.447679
SEE955806393675,0.0018,Erdgas,2016-10-27,,
SEE948150282511,0.65,Mineralölprodukte,2001-01-01,49.205163,8.171316
SEE927727929912,27.0,nicht biogener Abfall,1996-10-01,50.840739,6.316214
SEE953273649110,0.0055,Erdgas,2020-12-09,,
SEE926017412455,0.0055,andere Gase,2011-03-21,,
SEE926331121125,0.021,Erdgas,2014-07-24,,
SEE944714312946,0.0055,Erdgas,2020-01-08,,
SEE995355687146,0.65,Mineralölprodukte,2001-01-01,49.205163,8.171316
SEE991736368277,0.1,andere Gase,2022-02-04,48.472915,11.13271
SEE995031813586,0.018,Erdgas,2006-02-21,,
SEE943052251023,0.72,Mineralölprodukte,1993-08-09,51.028114,7.568408
SEE977914094633,0.0055,Erdgas,2016-06-28,,
SEE939220704309,0.365,Erdgas,2017-12-20,52.731899,13.496902
SEE941098395435,1.965,Mineralölprodukte,2007-08-31,48.978123,8.335973
SEE999405720425,0.001,Erdgas,2015-02-09,,
SEE992533443259,0.288,Mineralölprodukte,1993-05-04,50.875812,7.611997
SEE980064111273,0.335,Mineralölprodukte,2001-01-01,49.205163,8.171316
SEE981893868574,0.00075,Erdgas,2015-10-05,,
SEE901431766230,0.05,Erdgas,2020-04-29,50.117231,8.665626
SEE964454204103,0.0055,Erdgas,2020-01-08,,
SEE929312036043,0.0053,Mineralölprodukte,2006-11-17,,
SEE901722418718,0.0195,Erdgas,2015-06-24,,
SEE955062049781,0.00075,Erdgas,2020-12-18,,
SEE972049392876,1.965,Mineralölprodukte,2006-11-30,48.978123,8.335973
SEE996157775451,0.005,Erdgas,2006-11-27,,
SEE983700648768,0.468,Mineralölprodukte,2010-05-06,50.804046,6.489771
SEE965015825225,1.88,Mineralölprodukte,2016-12-21,50.129417,8.600142
SEE928810995371,0.25,Mineralölprodukte,1993-01-01,50.224789,8.761182
SEE976092409642,0.0055,Erdgas,2016-05-19,,
SEE920593795278,0.0055,Erdgas,2009-04-16,,
SEE914802306478,0.0055,Erdgas,2015-08-28,,
SEE938563250757,1.965,Mineralölprodukte,2006-11-30,48.978123,8.335973
SEE924535860383,0.001,Erdgas,2015-02-10,,
SEE912135569706,0.665,Mineralölprodukte,2009-01-01,49.205163,8.171316
SEE975324562421,0.324,Mineralölprodukte,2014-10-23,50.922891,6.354067
SEE922246193981,0.02,Erdgas,2015-08-20,,
SEE923500918395,0.021,Erdgas,2012-01-02,,
SEE977433567786,0.24,Erdgas,2012-12-17,50.649669,8.702008
SEE932679968117,0.033,Erdgas,2014-07-25,49.044405,9.137838
SEE913709199190,0.528,Mineralölprodukte,1981-09-15,51.434579,7.310894
SEE902750524310,0.0055,Erdgas,2010-08-18,,
SEE936528864223,0.9,Mineralölprodukte,1993-03-17,50.664902,6.794573
SEE950914410979,0.02,Erdgas,2010-02-26,,
SEE963730977458,1.88,Mineralölprodukte,2016-12-21,50.129417,8.600142
SEE981994364326,0.578,Mineralölprodukte,2010-01-01,49.205163,8.171316
SEE900660300802,0.0015,Erdgas,2020-06-29,,
SEE968027536653,0.05,Erdgas,2020-12-17,48.46884,8.408726
SEE958485851498,1.965,Mineralölprodukte,2006-10-26,48.978123,8.335973
SEE937712159651,0.4536,Mineralölprodukte,1992-10-01,50.870533,8.014461
SEE995383175813,0.0055,Erdgas,2004-11-26,,
SEE996168943054,1.4,Mineralölprodukte,2015-09-01,51.434532,7.310916
SEE998517267439,0.578,Mineralölprodukte,2010-01-01,49.205163,8.171316
SEE960385636129,0.0053,Mineralölprodukte,2007-02-26,,
SEE909160798508,0.3,Mineralölprodukte,2019-12-15,53.109154,13.480738
SEE901011965183,1.965,Mineralölprodukte,2007-03-07,48.978123,8.335973
SEE912248115807,0.00075,Erdgas,2021-01-19,,
SEE993847898469,0.122,Erdgas,2013-07-10,51.483443,6.800218
SEE957835414710,0.0060999999999999,Erdgas,2011-07-29,,
SEE975384913805,0.02,Erdgas,2020-03-04,,
SEE909837481436,0.72,Mineralölprodukte,1988-08-25,51.359847,7.466852
SEE952572899646,0.0047,Erdgas,2009-03-12,,
SEE902649501231,1.965,Mineralölprodukte,2006-11-30,48.978123,8.335973
SEE995447818854,0.578,Mineralölprodukte,2010-01-01,49.205163,8.171316
SEE907430372953,0.00542,Erdgas,2015-11-10,,
SEE995572413238,0.0055,Erdgas,2011-05-11,,
SEE994884206842,0.0055,Erdgas,2009-04-01,,
SEE945586026269,0.0053,Erdgas,2004-09-15,,
SEE956266653811,0.352,Erdgas,2002-09-27,51.271205,10.947008
SEE986330293711,0.05,Erdgas,2014-09-16,49.039249,9.13766
SEE996342504538,1.28,Mineralölprodukte,2007-08-29,48.978123,8.335973
SEE987036573824,0.02,Erdgas,2014-11-25,,
SEE995215601473,0.18,Mineralölprodukte,1990-10-29,51.377031,7.697583
SEE945021604373,0.015,Erdgas,2017-01-17,,
SEE954917355794,0.8,Mineralölprodukte,1983-01-01,51.414518,7.53537
SEE956192009850,0.012,andere Gase,2011-05-05,,
