unit_id,capacity_mw,fuel_type,commissioning_date,lat,lon
SEE993576344329,0.0624,Mineralölprodukte,2020-03-02,48.621177,9.342161
SEE932013308227,0.1621,Mineralölprodukte,2020-03-02,48.620096,9.341838
SEE910058771831,0.001,Erdgas,2016-04-06,,
SEE989116273839,0.05,Erdgas,2012-09-27,52.257297,7.599397
SEE919059742147,0.0047,Erdgas,2010-02-08,,
SEE961970890858,0.048,Erdgas,2013-11-14,51.487494,9.140395
SEE911563417191,0.011,Erdgas,2010-03-02,,
SEE913157520805,0.0055,Mineralölprodukte,2008-06-12,,
SEE946714695159,0.0055,Erdgas,2016-01-28,,
SEE971688374960,0.05,Erdgas,2014-03-26,52.410392,7.722
SEE986289296276,0.00076,Erdgas,2019-08-01,,
SEE902544475231,0.07,Erdgas,2007-05-29,52.263832,10.502914
SEE909135029507,0.0055,Erdgas,2020-02-07,,
SEE929932310158,0.0053,Mineralölprodukte,2006-10-09,,
SEE902256096694,0.0055,andere Gase,2017-08-29,,
SEE901163863023,0.02,Erdgas,2017-06-13,,
SEE940802724707,0.00075,Erdgas,2017-03-30,,
SEE992354503026,0.05,Erdgas,2014-07-25,51.82216,6.93628
SEE920353029551,0.0055,Erdgas,2020-02-07,,
SEE935132303944,0.001,Erdgas,2014-11-14,,
SEE977078994244,0.00075,Erdgas,2018-07-20,,
SEE991911154374,0.0053,Mineralölprodukte,2005-11-17,,
SEE933609115731,0.0193999999999999,Erdgas,2020-01-29,,
SEE922044747744,0.00146,Erdgas,2013-10-16,,
SEE973433637160,0.05,Erdgas,2015-08-31,50.494674,8.468999
SEE969548314522,0.001,Erdgas,2014-08-19,,
SEE996019069971,0.0193999999999999,Erdgas,2020-02-25,,
SEE954714357212,0.0047,Erdgas,2013-01-30,,
SEE944273943285,0.049,Erdgas,2020-02-21,48.554012,10.367753
SEE986566803449,0.0055,Erdgas,2009-12-28,,
SEE947303991553,0.00075,Erdgas,2015-09-16,,
SEE944881540272,0.0047,Erdgas,2017-12-14,,
SEE973794804461,0.05,Erdgas,2020-03-12,51.765304,7.440724
SEE955127957679,0.02,Erdgas,2011-02-23,,
SEE923390980908,0.0195,Erdgas,2014-07-10,,
SEE978751606225,0.02,Erdgas,2020-02-21,,
SEE962902507592,0.0152,Erdgas,2009-09-29,,
SEE967822486774,0.022,Erdgas,2013-12-17,,
SEE909959156946,0.0152,Erdgas,2009-12-10,,
SEE900741433818,0.011,Erdgas,2014-07-30,,
SEE946694022990,0.0152,Erdgas,2009-12-10,,
SEE978851053219,0.02,Erdgas,2018-04-19,,
SEE970626993324,0.011,Erdgas,2016-01-28,,
SEE928034679583,0.0055,Erdgas,2013-12-11,,
SEE916548785869,0.0047,Erdgas,2009-10-22,,
SEE938334750042,0.0052,Erdgas,2012-02-20,,
SEE916913856316,0.233,Erdgas,2020-02-06,49.443175,11.06581
SEE912245038680,0.0152,Erdgas,2010-03-09,,
SEE920752484258,0.05,Erdgas,2014-11-06,48.185813,8.970763
SEE990458374788,0.0153,Erdgas,2016-10-28,,
SEE970736613426,0.00075,Erdgas,2020-02-26,,
SEE975918352896,0.199,Erdgas,2014-05-22,50.084827,8.839435
SEE922394595415,0.0055,Erdgas,2015-12-30,,
SEE918508584987,0.016,Erdgas,2015-06-10,,
SEE911803130750,0.00075,Erdgas,2019-12-10,,
SEE921705282495,0.00075,Erdgas,2019-12-11,,
SEE936247665019,0.019,Erdgas,2014-03-12,,
SEE952526603312,0.0055,Erdgas,2020-01-07,,
SEE926262279742,0.0055,Erdgas,2013-12-11,,
SEE925556170321,0.0053,Mineralölprodukte,2006-04-21,,
SEE975176695681,0.112,Erdgas,2019-11-26,52.477615,13.297426
SEE937529421323,0.0055,Erdgas,2018-09-24,,
SEE978217864145,0.02,Erdgas,2015-02-24,,
SEE942985013197,0.0055,Erdgas,2020-02-27,,
SEE959838976950,0.02,Erdgas,2015-04-20,,
SEE971834888563,0.001,Erdgas,2012-09-03,,
SEE909722756052,0.0053,Mineralölprodukte,2015-12-22,,
SEE986484527168,0.0053,Mineralölprodukte,2005-07-29,,
SEE916181909677,0.02,Erdgas,2010-10-13,,
SEE913729859258,0.0165,Erdgas,2009-01-05,,
SEE917803285766,0.0055,Erdgas,2009-05-06,,
SEE935847929033,0.0055,Erdgas,2021-08-10,,
SEE927671505798,0.011,Erdgas,2015-12-17,,
SEE903638797437,0.0047,Erdgas,2018-05-01,,
SEE917269793836,0.0055,Mineralölprodukte,2005-09-28,,
SEE900499823817,0.00075,Erdgas,2019-11-06,,
SEE903706285767,0.00075,Erdgas,2020-02-27,,
SEE988477569742,0.0055,andere Gase,2010-05-20,,
SEE992950726027,0.005,Erdgas,2013-04-23,,
SEE969777165957,0.016,Erdgas,2020-03-03,,
SEE976296698941,0.00095,Erdgas,2011-10-06,,
SEE921417272784,0.0053,Mineralölprodukte,2002-10-21,,
SEE936110596006,0.0047,Erdgas,2011-04-07,,
SEE984959795517,0.011,Erdgas,2014-02-03,,
SEE946910956214,0.00075,Erdgas,2020-02-12,,
SEE963458849976,0.0055,Mineralölprodukte,2009-07-03,,
SEE919860852240,0.0055,Erdgas,2013-03-14,,
SEE964384674229,0.052,Erdgas,2020-01-14,52.299535,13.596645
SEE996885229165,0.00075,Erdgas,2020-02-25,,
SEE918113289215,0.001,Erdgas,2012-06-20,,
SEE922878195988,0.011,Erdgas,2016-09-05,,
SEE952337989391,0.009,Erdgas,2017-04-25,,
SEE916271616133,0.07,Erdgas,2011-09-08,51.294168,7.251351
SEE977646741768,0.0053,Mineralölprodukte,1999-10-25,,
SEE982767138908,0.00075,Erdgas,2019-01-30,,
SEE928577045302,0.14,Erdgas,2015-12-17,51.094503,6.961746
SEE930399635326,0.0055,Erdgas,2012-09-12,,
SEE968633643523,0.00075,Erdgas,2020-02-13,,
SEE978379883916,0.0053,Mineralölprodukte,2020-05-12,,
SEE963008913157,0.033,Erdgas,2018-04-10,49.466361,11.054107
SEE958930335801,0.019922,Erdgas,2020-02-27,,
SEE908860436352,0.14,Erdgas,2016-12-06,51.854263,7.477423
SEE922550767809,0.015,Erdgas,2009-10-28,,
SEE954258985575,0.0055,Erdgas,2020-01-28,,
SEE924909897656,0.0238999999999999,Erdgas,2011-03-02,,
SEE983745890658,0.0055,Erdgas,2014-05-23,,
SEE967809493283,0.0055,Erdgas,2020-02-03,,
SEE947112595751,0.05,Erdgas,2020-02-14,49.462927,6.675858
SEE906433360431,0.0053,Mineralölprodukte,2003-12-03,,
SEE969137465284,0.14,Erdgas,2017-12-13,48.409117,9.996861
SEE930765083805,0.0053,Mineralölprodukte,2006-09-29,,
SEE941379699726,0.02,Erdgas,2019-10-17,,
SEE928268021844,0.05,Erdgas,2020-02-24,49.715947,11.057742
SEE939753031668,0.05,Erdgas,2020-02-24,49.71423,11.057497
SEE942507353527,0.24,Erdgas,2020-03-06,49.48538,10.974717
SEE950188198016,0.0055,Erdgas,2010-08-05,,
SEE925261236749,0.001,Erdgas,2011-08-19,,
SEE968182115359,0.015,Erdgas,2014-03-24,,
SEE933135339045,0.0053,Mineralölprodukte,2015-12-22,,
SEE919945951127,0.0075,Erdgas,2011-12-12,,
SEE934669010578,108.0,Erdgas,2000-08-08,51.62902,12.304538
SEE971062807756,0.02,Erdgas,2014-09-23,,
SEE976437800776,0.0055,Erdgas,2018-12-14,,
SEE909394623768,0.0055,Erdgas,2009-01-16,,
SEE958517206883,0.02,Erdgas,2020-01-15,,
SEE915776037948,0.011,Erdgas,2011-09-15,,
SEE978705250047,0.263,Erdgas,1997-11-27,49.285431,9.710256
SEE921748794672,0.00075,Erdgas,2020-03-03,,
SEE968222505409,0.00075,Erdgas,2020-02-28,,
SEE925029631311,0.001,Erdgas,2016-07-26,,
SEE909707965813,0.00075,Erdgas,2020-03-04,,
SEE902217954186,0.0055,Erdgas,2015-06-25,,
SEE945504158409,0.0053,Mineralölprodukte,2005-12-01,,
SEE929075407746,0.0055,Erdgas,2007-10-18,,
SEE951904851994,0.048,Erdgas,2009-01-02,48.997437,12.131163
SEE924238473187,0.00075,Erdgas,2020-02-20,,
SEE953767174203,0.00075,Erdgas,2020-05-25,,
SEE981821343746,0.001,Erdgas,2014-03-27,,
SEE982814453817,0.00075,Erdgas,2020-02-25,,
SEE994914242499,0.0055,Erdgas,2007-10-18,,
SEE948820395985,0.0075,Mineralölprodukte,2012-04-27,,
SEE937521462836,0.0075,Mineralölprodukte,2019-01-07,,
SEE923765665065,0.00075,Erdgas,2020-02-27,,
SEE918503870184,0.14,Erdgas,2015-12-17,51.095914,6.962025
SEE977733951841,0.206,Erdgas,2015-12-16,50.630157,12.801274
SEE971295296105,0.14,Erdgas,2015-12-17,51.094551,6.96165
SEE951458745824,0.36,Erdgas,2020-02-21,47.98365,7.766888
SEE931592299049,0.006,Erdgas,2020-02-13,,
SEE907623870082,0.001485,Erdgas,2013-11-21,,
SEE981174878254,0.0055,andere Gase,2020-02-25,,
SEE942093814259,0.0015,Erdgas,2020-03-05,,
SEE914290433861,0.0055,Erdgas,2009-09-17,,
SEE916981563192,0.001,Erdgas,2013-11-27,,
SEE941359025705,0.00556,Erdgas,2015-12-16,,
SEE911302116873,0.00075,Erdgas,2020-04-07,,
SEE951347375835,0.05,Erdgas,2020-02-19,50.152306,8.667693
SEE974448305723,0.99,Erdgas,2020-03-02,48.336694,7.846335
SEE963762481091,0.008,Erdgas,2006-12-20,,
SEE920788054739,0.201,Erdgas,2011-02-03,51.075564,14.643912
SEE953051645525,0.0055,Erdgas,2012-04-03,,
SEE967802385813,0.066,Erdgas,2021-11-17,48.482049,7.945451
SEE912494667068,0.201,Erdgas,2011-02-03,51.075564,14.643912
SEE942759799180,0.009,Erdgas,2017-06-22,,
SEE905900349153,0.999,Erdgas,2016-01-08,51.572809,13.003786
SEE940375739627,0.999,Erdgas,2016-01-08,51.572809,13.003786
SEE955386037884,0.00075,Erdgas,2004-02-24,,
SEE951676918468,0.011,andere Gase,2009-09-18,,
SEE971362860666,0.48,Mineralölprodukte,1999-08-05,51.556228,13.007599
SEE912448407320,0.0055,Erdgas,2020-03-13,,
SEE960814418425,0.02,Erdgas,2013-11-21,,
SEE992505444970,0.0055,Erdgas,2018-07-18,,
SEE960741945230,0.016,Erdgas,2015-12-10,,
SEE946356235119,0.405,Erdgas,2013-08-21,53.384568,10.773158
SEE927497279736,0.01444,Erdgas,2015-11-11,,
SEE947795692877,0.0055,Erdgas,2005-09-06,,
SEE989241470400,0.0055,Erdgas,2019-05-09,,
SEE905744255528,0.0055,Erdgas,2011-08-12,,
SEE924630353988,0.0055,Erdgas,2020-02-26,,
SEE939483649843,0.0047,Erdgas,2016-07-18,,
SEE912008017518,0.034,Erdgas,2011-12-20,50.103393,8.627498
SEE925310449236,0.05,Erdgas,2018-06-28,50.135367,8.714716
SEE915139616148,0.001,Mineralölprodukte,2018-09-26,,
SEE914941115092,0.009,Erdgas,2020-03-04,,
SEE935985097861,0.0055,Erdgas,2006-12-15,,
SEE917084703133,0.0047,Erdgas,2016-07-18,,
SEE989201507993,0.018,Erdgas,2005-11-17,,
SEE931423740863,0.02,Erdgas,2018-12-05,,
SEE900812001786,0.0055,Erdgas,2013-04-11,,
SEE975433235704,0.00541,Erdgas,2017-12-06,,
SEE996658884959,0.00075,Erdgas,2020-03-03,,
SEE968993073503,0.015,Erdgas,2020-02-05,,
SEE904775336596,0.175,andere Gase,2013-03-12,52.437884,13.026016
SEE971651345836,0.0152,Erdgas,2009-12-22,,
SEE997650233493,0.0047,Erdgas,2010-03-01,,
SEE921282030038,0.016,Erdgas,2014-07-24,,
SEE929691292153,0.0047,Erdgas,2010-06-25,,
SEE940155800721,0.0055,Erdgas,2014-06-14,,
SEE913556095720,0.0047,Erdgas,2010-06-25,,
SEE960133467555,0.0055,Erdgas,2011-11-07,,
SEE953022562882,0.02,Erdgas,2011-05-01,,
SEE906597517412,0.001,Erdgas,2014-06-27,,
SEE936960937738,0.008,Erdgas,2018-12-05,,
SEE962137623807,0.001,andere Gase,2015-02-10,,
SEE950327179920,0.001,Erdgas,2013-01-08,,
SEE977792593037,0.00075,Erdgas,2020-02-01,,
SEE993117438005,0.00075,Erdgas,2020-02-28,,
SEE936021817528,0.00542,Erdgas,2005-02-24,,
SEE999634689968,0.0075,Erdgas,2010-08-06,,
SEE973578347177,0.0055,Erdgas,2008-02-12,,
SEE972003284551,0.0055,Erdgas,2008-07-24,,
SEE948280510928,0.0055,Erdgas,2006-07-24,,
SEE956207094062,0.02,Erdgas,2008-11-04,,
SEE962328570712,0.0055,Erdgas,2007-11-05,,
SEE983751856686,0.02,Erdgas,2009-03-17,,
SEE945112253176,0.034,Erdgas,2010-10-01,50.100113,8.575683
SEE960072711047,0.018,Erdgas,2007-03-13,,
SEE938488715669,0.0055,Erdgas,2009-12-01,,
SEE920472409661,0.0055,Erdgas,2009-12-01,,
SEE988717199289,0.034,Erdgas,2011-03-28,50.110501,8.694812
SEE945385096814,0.0055,Erdgas,2013-08-02,,
SEE910525241591,0.0055,Erdgas,2014-08-05,,
SEE967499675549,0.02,Erdgas,2007-12-18,,
SEE947570338341,0.016,Erdgas,2015-03-10,,
SEE906728980245,0.006,Erdgas,2017-03-15,,
SEE984105091432,0.0487999999999999,Erdgas,2020-02-19,50.550076,8.521244
SEE917295888087,0.04,Erdgas,2014-07-01,52.124054,7.979447
SEE948397113692,0.02975,Erdgas,2019-05-14,,
SEE956638739433,0.03,Erdgas,2019-05-03,,
SEE991523792414,0.05,Erdgas,2013-05-23,51.963234,7.994715
SEE952104811856,0.0055,andere Gase,2020-02-14,,
SEE941437213086,0.00556,Erdgas,2014-07-30,,
SEE926421045300,0.0055,Erdgas,2015-08-01,,
SEE972481311244,0.03,Erdgas,2019-09-05,,
SEE932847125168,0.006,Erdgas,2017-12-21,,
SEE993864154036,0.02,andere Gase,2013-04-16,,
SEE950962301076,0.0047,Erdgas,2014-07-30,,
SEE903118964410,0.00075,Erdgas,2019-12-02,,
SEE974317725171,0.006,Erdgas,2012-03-14,,
SEE980476058692,0.0055,Erdgas,2016-06-16,,
SEE951027770998,0.0055,Erdgas,2010-04-07,,
SEE973632095693,0.0055,Erdgas,2009-06-12,,
SEE953567056150,0.001,Erdgas,2011-02-18,,
SEE937686886560,0.999,Erdgas,2015-02-16,52.927248,12.815172
SEE918543089003,0.001,Erdgas,2012-11-02,,
SEE991797024907,0.0055,Erdgas,2008-08-26,,
SEE937713899396,0.006,Erdgas,2020-01-23,,
SEE943738539674,0.002,Erdgas,2020-02-18,,
SEE954055061502,0.00075,Erdgas,2020-03-04,,
SEE961245815364,0.889,Erdgas,2015-09-10,49.992131,8.320365
SEE961302738056,0.0055,Erdgas,2020-03-04,,
SEE941636195947,0.033,Erdgas,2020-03-04,53.578397,10.056035
SEE923324317589,0.0055,Erdgas,2013-11-29,,
SEE919109861477,0.0055,andere Gase,2009-01-15,,
SEE928526918350,0.0055,Erdgas,1999-10-16,,
SEE941094493753,0.02,Erdgas,2012-12-19,,
SEE947572576697,0.0055,Erdgas,1999-10-16,,
SEE971499698354,0.0055,Erdgas,2020-01-22,,
SEE907750202848,0.0053,Mineralölprodukte,2006-02-16,,
SEE964251809709,0.011,andere Gase,2020-02-18,,
SEE983981992543,0.0165,andere Gase,2016-12-19,,
SEE924012434328,0.001,Erdgas,2011-10-27,,
SEE994757211911,0.00075,Erdgas,2017-12-21,,
SEE985407094138,0.0055,Erdgas,2015-12-15,,
SEE938840695394,0.0053,Mineralölprodukte,2006-03-10,,
SEE983563060929,0.0055,Erdgas,2012-05-16,,
SEE975109223660,0.0055,Erdgas,2017-11-29,,
SEE942902871046,0.001,Erdgas,2015-11-30,,
SEE933666545038,0.0055,Erdgas,2002-08-01,,
SEE955956153549,0.0053,Mineralölprodukte,2013-07-18,,
SEE963009823202,0.0055,Erdgas,2013-01-13,,
SEE927481763784,0.00075,Erdgas,2020-02-26,,
SEE904999826682,0.0055,Erdgas,2007-01-24,,
SEE936813530109,0.0055,Erdgas,2013-05-29,,
SEE915771844459,0.0053,Mineralölprodukte,2015-03-31,,
SEE944976739642,0.0055,Erdgas,2006-09-05,,
SEE994367984656,0.0055,Erdgas,2007-06-21,,
SEE938869508163,0.015,Erdgas,2013-04-07,,
SEE993664561812,0.001,Erdgas,2014-05-23,,
SEE917977249144,0.0055,Erdgas,2005-12-02,,
SEE928048237977,0.0047,Erdgas,2013-02-26,,
SEE925856623251,0.0055,Erdgas,2015-06-25,,
SEE958039958840,0.0053,Mineralölprodukte,2006-06-20,,
SEE993898252906,0.0094,Erdgas,2009-11-30,,
SEE979237211452,0.001,Erdgas,2016-08-18,,
SEE923298265954,0.0055,Erdgas,2019-12-09,,
SEE909114719306,0.0047,Erdgas,2012-02-01,,
SEE968851309997,0.0055,Erdgas,2005-10-14,,
SEE913746978338,0.00075,Erdgas,2017-09-26,,
SEE992232305711,0.392,andere Gase,2006-12-18,48.684986,9.332714
SEE901682936017,0.0047,Erdgas,2012-04-02,,
SEE916237117322,0.00075,Erdgas,2020-03-03,,
SEE905106163713,0.0055,Erdgas,2011-10-12,,
SEE913814616322,0.001,Erdgas,2013-12-12,,
SEE940994577624,0.04887,Erdgas,2018-05-02,49.136763,8.214884
SEE952462690025,0.0055,Erdgas,2015-11-28,,
SEE959927730876,0.00075,Erdgas,2018-09-18,,
SEE926724872818,0.001,Erdgas,2013-07-01,,
SEE924034041931,0.0053,Mineralölprodukte,2005-05-27,,
SEE948389951899,0.0152,andere Gase,2012-04-04,,
SEE906722316132,0.02,andere Gase,2013-12-06,,
SEE977015937037,0.001,Erdgas,2015-06-12,,
SEE993292331825,0.05,Erdgas,2018-03-20,49.490128,11.037238
SEE929720565548,0.001,Erdgas,2016-03-03,,
SEE936780179936,0.00075,Erdgas,2020-02-14,,
SEE972261570618,0.0056,andere Gase,2015-11-24,,
SEE940164721574,0.0047,Erdgas,2013-04-05,,
SEE962477249019,0.00075,Erdgas,2019-03-21,,
SEE986785281219,0.02,Erdgas,2009-12-10,,
SEE932887188413,0.00075,Erdgas,2017-12-22,,
SEE943781683140,0.0053,Mineralölprodukte,2003-03-26,,
SEE914243990960,0.001,Mineralölprodukte,2012-12-10,,
SEE908606167236,0.00076,Erdgas,2020-06-25,,
SEE961235010816,0.00075,Erdgas,2017-10-19,,
SEE950790366742,0.0055,Erdgas,2012-04-12,,
SEE914095181349,0.001,Erdgas,2015-02-26,,
SEE992448850807,0.00075,Erdgas,2020-02-27,,
SEE908013723537,0.0059,Mineralölprodukte,2013-05-17,,
SEE941444435976,0.00075,Erdgas,2020-02-25,,
SEE903935544185,0.00075,Erdgas,2021-11-16,,
SEE932247495397,0.0055,Erdgas,2009-04-01,,
SEE918549911841,0.022,Erdgas,2013-10-29,,
SEE987827871382,0.003,Erdgas,2011-08-22,,
SEE903393300262,0.0047,Erdgas,2014-02-10,,
SEE916938554877,0.001,Erdgas,2016-01-29,,
SEE981210878606,0.001,Erdgas,2015-01-21,,
SEE963080554934,0.006,Erdgas,2016-12-21,,
SEE984350047673,0.005,Mineralölprodukte,2011-12-15,,
SEE976628904085,0.0053,Mineralölprodukte,2002-02-14,,
SEE973155589822,0.0055,Erdgas,2014-01-15,,
SEE943197865840,0.0053,Mineralölprodukte,2005-08-29,,
SEE953949416145,0.00075,Erdgas,2020-03-04,,
SEE963135894848,0.0055,Mineralölprodukte,2016-05-25,,
SEE951403475424,0.0053,Mineralölprodukte,2007-08-03,,
SEE959179984485,0.004,Erdgas,2017-03-23,,
SEE929182385159,0.005,Erdgas,2004-11-25,,
SEE991102085258,0.0495,Erdgas,2017-04-19,48.80505,9.326661
SEE943705978710,0.999,Erdgas,2015-02-16,52.927248,12.815172
SEE976307166735,0.02,Erdgas,2020-02-05,,
SEE927658172678,0.03,Erdgas,2020-02-04,,
SEE988374782527,0.00093,Erdgas,2013-06-13,,
SEE994508773019,0.006,Erdgas,2016-11-29,,
SEE993730375657,0.014,Erdgas,2002-12-16,,
SEE916782645158,0.018,Erdgas,2003-11-29,,
SEE932799821835,0.018,Erdgas,2001-01-02,,
SEE928103138003,0.0055,andere Gase,2010-08-16,,
SEE912556826075,0.24,Erdgas,2014-11-21,52.923983,12.796023
SEE976048132945,0.0053,Mineralölprodukte,2017-12-28,,
SEE983600777667,0.012,Wärme,2005-09-27,,
SEE904556926367,0.0055,Erdgas,2009-08-24,,
SEE991187370829,0.018,Erdgas,2007-12-19,,
SEE924992899018,0.02,Erdgas,2020-03-05,,
SEE992419422781,0.0053,Mineralölprodukte,2017-12-28,,
SEE973786435529,0.0055,Erdgas,2010-05-27,,
SEE922384300227,0.24,Erdgas,2017-10-10,52.92399,12.796015
SEE928643258520,0.125,Erdgas,2015-12-15,48.710907,10.795627
SEE964387377301,0.00075,Erdgas,2020-02-24,,
SEE975863097323,0.00542,Erdgas,2020-02-11,,
SEE944215391129,0.0055,Erdgas,2014-01-08,,
SEE975436289100,0.0055,andere Gase,2012-09-13,,
SEE970473521657,0.0055,Erdgas,2009-02-19,,
SEE914968095537,0.0055,Erdgas,2012-01-19,,
SEE925145185552,0.0055,Erdgas,2008-11-11,,
SEE986169028119,0.0055,Erdgas,2005-02-04,,
SEE964451711901,0.0063,Mineralölprodukte,2006-06-28,,
SEE980023783794,0.02,Erdgas,2015-12-14,,
SEE915432109163,300.0,Erdgas,2023-08-01,48.767533,11.580019
SEE960344103655,0.0055,Erdgas,2005-08-17,,
SEE990723977201,0.00076,Erdgas,2020-12-09,,
SEE986839871977,0.0053,Erdgas,2011-12-22,,
SEE957900021546,0.0053,Mineralölprodukte,2010-02-17,,
SEE936487753958,0.048,Erdgas,2013-11-05,48.173155,8.95435
SEE909689029596,0.55,Erdgas,2017-12-20,52.911587,12.800277
SEE971429952747,0.0055,Erdgas,2011-10-07,,
SEE992273623010,0.02,Mineralölprodukte,2019-11-15,,
SEE984763645305,0.0055,Erdgas,2014-07-28,,
SEE997082775486,0.001,Erdgas,2011-11-07,,
SEE984888664496,0.63,Mineralölprodukte,2018-02-15,48.649076,9.562165
SEE967785689021,0.018,Erdgas,2013-04-19,,
SEE958315508608,0.0055,Erdgas,2011-08-31,,
SEE995194739129,0.0036,Erdgas,2016-01-28,,
SEE933387249925,0.014,Erdgas,2014-06-04,,
SEE907342286348,0.0047,Erdgas,2013-11-12,,
SEE925637175658,0.499,Erdgas,2020-02-10,52.443536,13.379012
SEE908102553281,0.05,Erdgas,2020-03-05,50.848912,12.079761
SEE943921311599,0.14,Erdgas,2015-11-19,53.484886,9.979616
SEE920794340550,0.034,Erdgas,2017-02-16,47.660834,9.596036
SEE923210217214,0.02,Erdgas,2014-04-04,,
SEE993962171713,0.53,Erdgas,2016-10-25,52.915014,12.805098
SEE965394673912,0.53,Erdgas,2016-10-25,52.915014,12.805098
SEE929489789520,0.55,Erdgas,2018-02-15,52.915014,12.805098
SEE981563346234,0.499,Erdgas,2020-02-10,52.443543,13.378991
SEE921546321476,0.016,Erdgas,2020-02-01,,
SEE946556928736,0.0055,Erdgas,2017-12-05,,
SEE955255103122,0.006,Erdgas,2019-01-31,,
SEE976186836958,0.033,Erdgas,2020-03-09,48.064932,8.427004
SEE995443395694,0.02,Erdgas,2020-02-25,,
SEE928426363892,0.0055,andere Gase,2020-02-13,,
SEE962137423216,0.033,Erdgas,2020-03-09,48.068641,8.452669
SEE901569068664,0.0055,Erdgas,2003-05-28,,
SEE994747841548,0.006,Erdgas,2019-10-30,,
SEE929330102140,0.0047,Erdgas,2011-07-15,,
SEE904312439988,0.0055,Erdgas,2007-03-09,,
SEE935377628536,0.05,Erdgas,2018-01-19,48.019374,11.719794
SEE954840232902,0.0055,Erdgas,2016-02-05,,
SEE982684048557,0.0055,Erdgas,2018-01-31,,
SEE967469062072,0.001,Erdgas,2011-09-08,,
SEE914878135613,40.9,Erdgas,1996-01-01,52.366822,13.112052
SEE935627843702,0.0055,andere Gase,2013-05-08,,
SEE981928352795,0.0055,Erdgas,2011-04-11,,
SEE951269405498,0.0053,Mineralölprodukte,2001-02-13,,
SEE923288136165,0.0055,andere Gase,2009-10-06,,
SEE955351528034,0.0055,Mineralölprodukte,2013-10-01,,
SEE939013608746,0.000917,Erdgas,2016-11-17,,
SEE916888177102,0.02,Erdgas,2017-12-20,,
SEE965075487678,0.05,Erdgas,2015-12-17,47.990132,7.885114
SEE981423284584,0.005,Erdgas,2004-02-04,,
SEE935235736984,0.00075,Erdgas,2019-04-23,,
SEE940405579117,0.0085,Erdgas,2020-01-22,,
SEE931226650598,0.0055,Erdgas,2005-11-30,,
SEE967223800209,0.0055,Erdgas,2002-09-14,,
SEE966524993627,0.001,Erdgas,2011-11-07,,
SEE986846654839,1.176,Erdgas,2015-12-11,50.041754,12.030951
SEE932746468557,0.02,Erdgas,2015-01-19,,
SEE921691727956,0.0059,Mineralölprodukte,2012-07-23,,
SEE968930604890,0.001,Erdgas,2012-08-23,,
SEE909215839545,0.0055,Erdgas,2015-06-26,,
SEE967763642369,0.048,Erdgas,2020-09-03,48.057173,8.525963
SEE930657208941,0.00538,Erdgas,2009-01-01,,
SEE946618458331,0.0005,Erdgas,2020-04-16,,
SEE958603739905,0.02,Erdgas,2016-07-07,,
SEE984985857050,0.0047,Erdgas,2014-01-01,,
SEE932143464862,0.02,Erdgas,2013-11-19,,
SEE966263192077,0.0055,Erdgas,2020-03-03,,
SEE930966698105,0.02,Erdgas,2013-12-03,,
SEE997885656661,0.0055,andere Gase,2006-03-06,,
SEE931639332869,0.0055,Erdgas,2019-01-10,,
SEE915816653251,0.78,Erdgas,2017-12-20,49.441529,11.004543
SEE906789352821,0.018,andere Gase,2018-12-17,,
SEE910837608143,0.015,Erdgas,2012-10-29,,
SEE918067110580,0.03,Erdgas,2018-12-11,,
SEE947763810036,9.029,Erdgas,2016-12-30,52.316527,7.351989
SEE974617757124,0.00538,Erdgas,2010-12-17,,
SEE958901596132,0.05,Erdgas,2012-01-24,50.544973,8.526982
SEE981193979512,0.001,Erdgas,2015-05-18,,
SEE956367826510,0.0055,Erdgas,2019-12-03,,
SEE993469902858,0.0055,Erdgas,2010-01-11,,
SEE936982118290,0.02,Erdgas,2017-01-10,,
SEE985243467219,0.0055,Erdgas,2012-01-18,,
SEE950039092258,0.02,Erdgas,2010-04-28,,
SEE964635422883,0.05,Erdgas,2015-12-03,51.191182,6.703833
SEE962605719193,0.001,Erdgas,2013-04-17,,
SEE962600860586,0.0055,Erdgas,2019-08-27,,
SEE910085077753,0.255,andere Gase,1995-07-01,50.625746,8.463418
SEE908392635612,0.14,Erdgas,2020-05-01,51.675426,7.617912
SEE925966615740,0.05,Erdgas,2017-03-22,48.817756,9.239214
SEE999868580550,0.77,Erdgas,2020-01-02,50.319401,11.115872
SEE964474675136,0.77,Erdgas,2020-01-02,50.319401,11.115872
SEE961506703997,0.034,Erdgas,2014-12-03,52.51441,7.321983
SEE912894304105,0.05,Erdgas,2020-02-27,53.4792,10.203381
SEE962437152519,0.0055,Erdgas,2017-12-13,,
SEE918979583991,0.0053,Mineralölprodukte,2001-01-25,,
SEE988895360662,0.0055,Erdgas,2018-11-29,,
SEE993303395327,0.02,Erdgas,2019-09-04,,
SEE925844419972,0.004,Erdgas,2012-12-20,,
SEE947383893402,0.00075,Erdgas,2017-07-11,,
SEE973427651707,0.015,Erdgas,2011-01-03,,
SEE921842792376,0.03,Erdgas,2005-05-20,,
SEE911617426629,0.0055,andere Gase,2011-10-20,,
SEE907523967493,0.24,Mineralölprodukte,2007-09-06,49.4424,11.8558
SEE955741048036,0.0055,Erdgas,2010-06-29,,
SEE973850763619,0.0055,Erdgas,2009-08-14,,
SEE957901776810,0.0055,Erdgas,2013-03-21,,
SEE958566383948,0.0055,Erdgas,2009-03-20,,
