bus_id,capacity_mw,plant_count,carrier
35681.0,40.367396000000035,3749,solar
35682.0,11.496948999999999,889,solar
35683.0,45.37291300000001,1889,solar
35685.0,51.704467,1505,solar
35686.0,13.454083000000017,1868,solar
35687.0,58.599333000000044,977,solar
35688.0,33.482957000000006,2757,solar
35692.0,18.967732000000005,1896,solar
35693.0,14.540033000000003,1805,solar
35694.0,19.296252999999993,1171,solar
35698.0,26.550046999999992,1459,solar
35699.0,75.52650800000004,2843,solar
35700.0,15.447439000000001,890,solar
35701.0,42.944808000000016,2998,solar
35702.0,12.163452,1153,solar
35706.0,79.03295900000003,5452,solar
35707.0,50.06564500000001,956,solar
35709.0,21.189218999999998,2416,solar
35710.0,55.817203000000035,2191,solar
35711.0,20.387773000000035,1628,solar
35715.0,3.1574439999999995,384,solar
35716.0,15.067070999999995,3226,solar
35717.0,4.705615999999998,642,solar
35718.0,71.183114,5041,solar
35719.0,14.835096000000016,753,solar
35720.0,6.733471999999999,505,solar
35721.0,9.739694999999998,634,solar
35722.0,4.357855,444,solar
35723.0,22.112849000000008,1150,solar
35724.0,15.123360000000012,1705,solar
35725.0,31.676524000000047,3603,solar
35726.0,44.71804100000001,1079,solar
35727.0,0.20113999999999999,16,solar
35729.0,41.260435999999984,819,solar
35731.0,19.21664099999999,2037,solar
35732.0,2.2992040000000014,505,solar
35733.0,8.991695999999996,1056,solar
35735.0,30.432145000000006,1811,solar
35736.0,7.624560999999999,759,solar
35737.0,36.10965700000001,2422,solar
35738.0,46.044243000000016,3362,solar
35739.0,61.23610799999998,4796,solar
35740.0,10.606188999999993,927,solar
35742.0,21.922373999999998,1624,solar
35743.0,21.840898000000017,1421,solar
35744.0,9.709357999999998,949,solar
35745.0,36.60080800000001,2482,solar
35746.0,56.842185,1054,solar
35747.0,52.16413100000001,1188,solar
35748.0,29.665669000000065,2433,solar
35750.0,14.42814600000001,497,solar
35751.0,11.513439999999996,1155,solar
35753.0,17.432875000000003,1053,solar
35754.0,3.4852149999999997,317,solar
35755.0,45.73385499999989,1565,solar
35756.0,58.04053100000001,3651,solar
35757.0,7.758551999999999,767,solar
35758.0,28.73697200000003,2750,solar
35759.0,28.66298600000005,2068,solar
35761.0,1.7765830000000005,266,solar
35762.0,7.833826999999995,1247,solar
35763.0,18.007984000000047,1994,solar
35764.0,9.752359000000004,512,solar
35765.0,13.775392999999998,1438,solar
35767.0,56.10575300000001,4044,solar
35768.0,56.16263800000004,5040,solar
35771.0,17.23478900000004,857,solar
35772.0,2.7301579999999994,418,solar
35774.0,3.4898979999999993,529,solar
35776.0,20.297790000000102,2656,solar
35778.0,37.40591600000002,797,solar
35783.0,54.32583800000003,4810,solar
35784.0,1.758009,256,solar
35785.0,14.022053999999997,1475,solar
35786.0,39.818002000000035,3095,solar
35789.0,42.20271500000004,3113,solar
35790.0,3.970529999999998,440,solar
35791.0,21.552695000000014,1757,solar
35792.0,2.0495360000000002,194,solar
35794.0,1.836817,305,solar
35796.0,1.164615,106,solar
35797.0,24.711119999999998,2165,solar
35798.0,13.523352,1100,solar
35800.0,8.162389999999993,1157,solar
35802.0,19.777355999999997,778,solar
35803.0,10.595907,751,solar
35805.0,0.7413830000000001,145,solar
35810.0,9.015040999999998,1003,solar
35811.0,9.91793,184,solar
35812.0,16.26217000000002,618,solar
35813.0,8.152179,707,solar
35814.0,25.509207000000004,1777,solar
35815.0,68.092649,3023,solar
35817.0,94.15748100000005,4129,solar
35818.0,34.78897500000003,1575,solar
35819.0,24.006605000000054,2121,solar
35820.0,10.065438000000004,1288,solar
35821.0,42.49922199999999,3308,solar
35822.0,22.963246000000062,2532,solar
35823.0,45.691205000000046,3204,solar
35824.0,6.912446999999995,614,solar
35826.0,1.10993,57,solar
35827.0,24.676740000000017,1184,solar
35829.0,13.303612999999997,1313,solar
35831.0,63.68989000000001,3733,solar
35832.0,40.19470200000001,2704,solar
35833.0,4.117331999999999,514,solar
35834.0,25.838392000000006,1528,solar
35835.0,8.608298999999997,744,solar
35836.0,22.44849899999999,666,solar
35838.0,21.218100000000003,300,solar
35839.0,5.005071000000001,321,solar
35841.0,5.836307999999997,656,solar
35843.0,11.457464999999997,863,solar
35844.0,14.609802000000009,1521,solar
35846.0,10.133701,519,solar
35847.0,16.903702000000017,1262,solar
35848.0,32.189302000000076,3460,solar
35850.0,8.250664999999998,760,solar
35851.0,16.376564999999992,2072,solar
35852.0,0.53464,54,solar
35853.0,7.474819999999997,556,solar
35854.0,29.278704000000058,2108,solar
35855.0,4.214544999999997,355,solar
35857.0,27.255034000000023,2612,solar
35859.0,25.03125400000002,2104,solar
35860.0,14.462224000000013,1319,solar
35863.0,26.791192000000027,2484,solar
35864.0,17.817049000000043,2048,solar
35866.0,7.871572000000002,791,solar
35867.0,1.8157009999999998,143,solar
35868.0,11.253785,819,solar
35869.0,20.712606000000036,1271,solar
35870.0,21.906212999999997,2166,solar
