class,line_id,bus0,bus1,v_nom,s_nom,length_km,x_ohm,peak_flow_MW,peak_loading,suggested_fix,gen_MW,peak_load_MW,evacuation_MW,n_duplicates,endpoint_has_trafo,pocket_n_buses,pocket_gen_MW,pocket_peak_load_MW,nearest_ehv_bus,nearest_ehv_kv,nearest_ehv_km
C_dummy_connector,28402,38233,29017,110.0,560.0,0.4469043455470536,0.05,105.64385986328125,0.18864974975585938,merge bus0+bus1 (same substation) or raise x to physical ≥0.05,,,,,,,,,,,
C_dummy_connector,28403,38233,29017,110.0,560.0,0.44901271090756983,0.05,105.64385986328125,0.18864974975585938,merge bus0+bus1 (same substation) or raise x to physical ≥0.05,,,,,,,,,,,
C_dummy_connector,23944,26420,10618,110.0,280.0,0.42781609478015864,0.05,97.37657165527344,0.3477734701974051,merge bus0+bus1 (same substation) or raise x to physical ≥0.05,,,,,,,,,,,
C_dummy_connector,30431,40080,25162,110.0,280.0,0.4678534651955484,0.05,86.1253662109375,0.30759059361049107,merge bus0+bus1 (same substation) or raise x to physical ≥0.05,,,,,,,,,,,
C_dummy_connector,28588,25385,35112,110.0,520.0,0.21462777057963478,0.05,85.36988067626953,0.16417284745436447,merge bus0+bus1 (same substation) or raise x to physical ≥0.05,,,,,,,,,,,
C_dummy_connector,24547,30698,35688,110.0,520.0,0.255790115461421,0.05,67.85247039794922,0.13048551999605618,merge bus0+bus1 (same substation) or raise x to physical ≥0.05,,,,,,,,,,,
C_dummy_connector,6416,10746,10747,110.0,280.0,0.45364385976725885,0.05,47.89800262451172,0.17106429508754184,merge bus0+bus1 (same substation) or raise x to physical ≥0.05,,,,,,,,,,,
C_dummy_connector,16616,10746,10747,110.0,280.0,0.45364385976725885,0.05,47.89800262451172,0.17106429508754184,merge bus0+bus1 (same substation) or raise x to physical ≥0.05,,,,,,,,,,,
C_dummy_connector,30664,40263,40259,110.0,280.0,0.47241526748128365,0.05,42.33138656616211,0.15118352345057895,merge bus0+bus1 (same substation) or raise x to physical ≥0.05,,,,,,,,,,,
C_dummy_connector,32940,35887,35888,110.0,280.0,0.4367220370934092,0.05,41.85679244995117,0.14948854446411133,merge bus0+bus1 (same substation) or raise x to physical ≥0.05,,,,,,,,,,,
C_dummy_connector,32937,40000,39485,110.0,280.0,0.3131871526667005,0.05,39.55767059326172,0.14127739497593472,merge bus0+bus1 (same substation) or raise x to physical ≥0.05,,,,,,,,,,,
C_dummy_connector,30479,40114,40119,110.0,280.0,0.4219076748936771,0.05,38.983154296875,0.13922555106026785,merge bus0+bus1 (same substation) or raise x to physical ≥0.05,,,,,,,,,,,
C_dummy_connector,25125,38363,35802,110.0,560.0,0.47876738722668444,0.05,37.757144927978516,0.06742347308567592,merge bus0+bus1 (same substation) or raise x to physical ≥0.05,,,,,,,,,,,
C_dummy_connector,26383,38253,30586,110.0,520.0,0.214199863348644,0.05,36.15188217163086,0.06952285033005934,merge bus0+bus1 (same substation) or raise x to physical ≥0.05,,,,,,,,,,,
C_dummy_connector,25325,25829,23934,110.0,780.0,0.32257178666215863,0.05,35.61320877075195,0.045657959962502506,merge bus0+bus1 (same substation) or raise x to physical ≥0.05,,,,,,,,,,,
C_dummy_connector,7700,13723,13724,110.0,280.0,0.3963750605037779,0.05,25.664588928222656,0.09165924617222378,merge bus0+bus1 (same substation) or raise x to physical ≥0.05,,,,,,,,,,,
C_dummy_connector,26143,28177,31315,110.0,1040.0,0.4768630664731898,0.05,17.940322875976562,0.01725031045766977,merge bus0+bus1 (same substation) or raise x to physical ≥0.05,,,,,,,,,,,
C_dummy_connector,32941,38995,38047,110.0,280.0,0.4468535792982414,0.05,15.893692970275879,0.05676318917955671,merge bus0+bus1 (same substation) or raise x to physical ≥0.05,,,,,,,,,,,
C_dummy_connector,24423,30420,30421,110.0,1040.0,0.490267824349456,0.05,8.460017204284668,0.008134631927196797,merge bus0+bus1 (same substation) or raise x to physical ≥0.05,,,,,,,,,,,
C_dummy_connector,29731,39589,38715,110.0,280.0,0.39511883997761865,0.05,4.969198703765869,0.017747138227735246,merge bus0+bus1 (same substation) or raise x to physical ≥0.05,,,,,,,,,,,
