,mean_loading_pct,max_loading_pct,s_nom,v_nom
30044,7.581896842948718,10.63635576923077,260.0,110.0
30045,9.00533173076923,13.85694653846154,260.0,110.0
30047,3.905995431089744,6.157176538461539,260.0,110.0
30048,0.5190507339423077,1.6373489999999997,260.0,110.0
30050,4.803786971153846,12.677538076923076,520.0,110.0
30051,3.7643337305288465,9.896288846153846,520.0,110.0
30053,10.61556704326923,22.821593461538463,260.0,110.0
30054,7.6648973125,19.037431153846153,260.0,110.0
30056,3.814434628846154,12.355875384615384,260.0,110.0
30057,3.56324098974359,11.956993076923077,260.0,110.0
30059,2.1141876794871797,6.035549230769231,260.0,110.0
30060,2.126531323397436,3.7199801153846157,260.0,110.0
30062,3.156597490240385,10.41983076923077,260.0,110.0
30063,3.4517075376442303,18.8494,260.0,110.0
30068,12.941078189102564,29.2672,520.0,110.0
30093,1.191664588125,3.3844705000000004,260.0,110.0
30072,7.461007724358974,12.620998461538463,260.0,110.0
30073,2.780059809294872,4.112882692307693,260.0,110.0
30076,13.378677932692307,15.812083076923075,260.0,110.0
30078,2.852353112980769,6.435533846153846,520.0,110.0
30079,1.545020694070513,3.9079496153846156,520.0,110.0
30081,25.219474679487178,44.67246923076923,260.0,110.0
30082,25.296516618589745,51.99681923076923,260.0,110.0
30084,1.6173385036858974,3.178368076923077,520.0,110.0
30085,2.1031577548076927,3.052803269230769,520.0,110.0
30087,22.269486094594594,40.78548108108107,925.0,380.0
30088,22.269486094594594,40.78548108108107,925.0,380.0
30188,0.0,0.0,520.0,220.0
30094,1.9904386068910256,3.2107715000000003,260.0,110.0
30096,2.780493067628205,5.2479275,520.0,110.0
30097,7.130036570512821,12.999568076923076,520.0,110.0
30100,13.187295502793296,19.696603910614524,1790.0,380.0
30102,4.564193868249535,9.743475977653631,1790.0,380.0
30103,4.564193868249535,9.743475977653631,1790.0,380.0
30106,20.104520654761902,24.888249642857144,280.0,110.0
30108,3.6524708221153848,7.117345384615385,260.0,110.0
30109,7.169575985576922,11.575806923076923,260.0,110.0
30111,2.464656979166667,6.661893461538463,520.0,110.0
30112,1.7021546875,5.297288461538462,520.0,110.0
30114,2.8020954958333335,9.882659230769232,260.0,110.0
30115,6.753897243589743,10.79818076923077,260.0,110.0
33255,8.206472809590316,15.186853631284917,3580.0,380.0
30117,7.932827495352565,14.832688461538462,260.0,110.0
30118,4.4842211681089745,10.321575,260.0,110.0
30120,1.411327648809524,2.3907235714285715,280.0,110.0
30121,9.772528076923075,16.658645,260.0,110.0
30122,9.779563012820512,16.658645,260.0,110.0
30124,0.7723239285714286,1.3918539285714284,280.0,110.0
30125,0.5276754464285714,0.9445089285714285,280.0,110.0
30127,3.0288052724358976,4.869218461538461,260.0,110.0
30128,5.194174028846154,8.406352307692307,260.0,110.0
30130,4.133434893429487,11.423180192307694,520.0,110.0
30131,4.2820036754807695,10.975987884615385,520.0,110.0
30133,4.753343160288462,14.30381653846154,260.0,110.0
30134,3.6386141144230773,9.939303461538461,260.0,110.0
30137,9.87426503846154,21.352907692307692,260.0,110.0
30403,5.521366837019232,9.569825384615385,260.0,110.0
30138,9.370065583333334,20.236888076923076,260.0,110.0
30140,20.303338477564104,42.554057692307694,260.0,110.0
30141,20.42350786858974,42.910703846153844,260.0,110.0
30146,0.055353571428571426,0.0906975,280.0,110.0
30147,4.893004497435897,10.602941923076923,260.0,110.0
30148,7.383463541666667,10.798348076923077,260.0,110.0
30150,1.7591290727003208,4.48461076923077,520.0,110.0
30151,1.3080958181089744,2.396478269230769,520.0,110.0
30154,24.998710032588452,38.53801731843575,1790.0,380.0
30155,24.998710032588452,38.53801731843575,1790.0,380.0
30158,15.121155705128205,20.37100884615385,260.0,110.0
30159,10.783309166666669,13.962649999999998,260.0,110.0
30262,8.511052162162162,18.747872432432434,925.0,380.0
33256,5.7961359375,8.600252884615383,520.0,110.0
30161,1.2929408413461538,2.5691792307692305,520.0,110.0
30163,10.450080882216016,24.434509497206705,1790.0,380.0
30164,10.450080882216016,24.434509497206705,1790.0,380.0
30166,117.52195560897435,134.80174615384615,520.0,110.0
30167,114.1445641826923,129.67820961538462,520.0,110.0
30169,7.950805264423077,13.169959615384617,260.0,110.0
30170,4.036998931089744,7.812267307692308,260.0,110.0
30172,0.0,0.0,1790.0,380.0
30173,0.0,0.0,1790.0,380.0
30175,12.473171185897437,18.998973846153845,260.0,110.0
30265,2.2767570702804485,8.71505,520.0,110.0
33257,4.079037217948717,11.544093653846152,520.0,110.0
30176,5.148084123397436,8.70873,260.0,110.0
30178,13.884123221153848,19.097181153846154,260.0,110.0
30179,14.776050833333334,20.969856923076925,260.0,110.0
30181,1.263708157451923,6.238555769230769,520.0,220.0
30182,1.263708157451923,6.238555769230769,520.0,220.0
30184,0.023730922619047617,0.07316428571428571,280.0,110.0
30185,0.0,0.0,550.0,220.0
30186,6.6977097788461535,13.534305000000002,520.0,220.0
30187,6.6977097788461535,13.534305000000002,520.0,220.0
30190,20.226951577380955,25.006927142857144,280.0,110.0
30192,5.351976574679488,9.237037692307693,260.0,110.0
30193,3.7178995785256412,6.120363076923076,260.0,110.0
30196,9.894069568452382,14.537443214285714,280.0,110.0
30197,9.935043913690476,14.599636071428574,280.0,110.0
30202,5.306916624068902,12.7525469273743,1790.0,380.0
30205,0.007610654761904763,0.023464285714285712,1120.0,110.0
30206,0.0029539062499999995,0.009107142857142857,1120.0,110.0
30208,25.795694085585584,47.64182702702702,925.0,380.0
30209,25.795694085585584,47.64182702702702,925.0,380.0
30210,0.0,0.0,925.0,380.0
30211,4.603789889423076,6.398848461538462,260.0,110.0
30212,2.5614032575320516,7.886794999999999,260.0,110.0
30214,1.3782343303571427,2.814260357142857,280.0,110.0
30215,1.375917544642857,2.8073842857142854,280.0,110.0
30217,8.619054262104283,13.057893296089384,1790.0,380.0
30218,8.619054262104283,13.057893296089384,1790.0,380.0
30219,0.0,0.0,1790.0,380.0
30220,0.7812525297619048,2.230500357142857,280.0,110.0
30221,12.256062772435897,21.46650076923077,260.0,110.0
30222,9.565054118589744,17.411784230769232,260.0,110.0
30227,0.7933125170089285,0.9576548928571429,280.0,110.0
30230,63.00900900900901,171.8918918918919,925.0,380.0
30231,2.4709567125,4.5556973076923075,260.0,110.0
30232,18.834699599358974,23.72451269230769,260.0,110.0
30238,3.5889188779761905,4.9344375000000005,280.0,110.0
30242,16.119666578525642,29.50351346153846,520.0,220.0
30295,0.07015660714285714,0.2162985714285714,280.0,110.0
30296,0.0023167857142857144,0.0071428571428571435,280.0,110.0
33258,0.5941136538461539,0.9487315384615386,520.0,110.0
30245,20.695013627560524,30.03292122905028,1790.0,380.0
30246,0.0,0.0,1790.0,380.0
30247,0.700577306547619,1.4481457142857144,280.0,110.0
30248,5.863116602564102,9.187481153846154,260.0,110.0
30249,2.360386842948718,4.276822307692307,260.0,110.0
30251,10.334894647435897,16.522786923076925,260.0,110.0
30252,10.457986939102565,17.653281538461542,260.0,110.0
30254,0.0,0.0,925.0,380.0
