bus_id,carrier,n_units,is_aggregated,p_nom_mw,component
1099.0,biomass,0,True,0.044444444444444446,generator
1099.0,solar,389,True,2.8918480902777777,generator
1109.0,biogas,0,True,0.0586,generator
1109.0,solar,366,True,3.9044338000000005,generator
1113.0,biomass,1,True,0.5193333333333333,generator
1113.0,gas,1,False,1.999,generator
1113.0,solar,584,True,7.947333,generator
1114.0,biogas,2,True,1.636,generator
1114.0,solar,174,True,3.2104508000000003,generator
1126.0,biogas,2,True,1.501,generator
1126.0,biomass,0,True,0.06625,generator
1126.0,gas,2,False,3.998,generator
1126.0,onwind,4,False,5.2,generator
1126.0,solar,1298,True,14.1686995,generator
1161.0,solar,1656,True,16.597656,generator
1165.0,gas,4,False,12.824000000000002,generator
1165.0,solar,303,True,3.394171,generator
1166.0,solar,303,True,3.394171,generator
1168.0,solar,582,True,6.751849,generator
1169.0,solar,518,True,5.5770250500000005,generator
1170.0,solar,302,True,3.394171,generator
1183.0,biogas,4,True,1.74,generator
1183.0,gas,2,False,3.4994000000000005,generator
1183.0,onwind,7,False,21.5,generator
1183.0,solar,1461,True,35.985799,generator
1202.0,biogas,2,True,0.4736666666666667,generator
1202.0,biomass,1,True,0.0074,generator
1202.0,onwind,2,False,8.4,generator
1202.0,solar,1843,True,27.156790333333333,generator
1204.0,onwind,4,False,3.6799999999999997,generator
1204.0,solar,1172,True,13.159689,generator
1206.0,onwind,4,False,8.0,generator
1206.0,solar,1171,True,13.159689,generator
1216.0,biogas,2,True,0.3412,generator
1216.0,onwind,26,False,50.55,generator
1216.0,run_of_river,6,False,0.61,generator
1216.0,solar,524,True,6.1748275999999995,generator
1223.0,biogas,1,True,0.1525,generator
1223.0,onwind,1,False,2.0,generator
1223.0,solar,216,True,63.883078,generator
1225.0,biogas,1,True,0.075,generator
1225.0,solar,499,True,6.577788333333333,generator
1226.0,onwind,19,False,60.95,generator
1226.0,solar,26,True,0.35079733333333335,generator
1231.0,biogas,1,True,0.5696,generator
1231.0,solar,251,True,86.596672,generator
1238.0,biogas,3,True,1.026,generator
1238.0,onwind,26,False,59.900000000000006,generator
1238.0,solar,260,True,5.027462,generator
1243.0,onwind,31,False,80.3,generator
1243.0,solar,70,True,2.5077773333333333,generator
1270.0,biogas,1,True,0.0375,generator
1270.0,solar,1039,True,8.044471,generator
1274.0,solar,765,True,14.976239999999999,generator
1275.0,solar,805,True,15.595602999999999,generator
1278.0,biogas,2,True,1.2515,generator
1278.0,solar,939,True,24.602494,generator
1302.0,biogas,1,True,0.4245,generator
1302.0,solar,918,True,6.6088615,generator
1334.0,solar,525,True,5.751892,generator
1336.0,solar,2698,True,27.120224999999998,generator
1347.0,biogas,5,True,2.482,generator
1347.0,solar,581,True,17.545424999999998,generator
1350.0,biogas,3,True,0.30182,generator
1350.0,solar,975,True,8.8850246,generator
1351.0,biogas,2,True,0.44,generator
1351.0,solar,574,True,6.27484,generator
1352.0,biogas,2,True,0.44,generator
1352.0,onwind,4,False,7.2,generator
1352.0,solar,574,True,6.27484,generator
1353.0,biogas,1,True,0.44,generator
