line_id,bus0,bus1,length,s_nom,v_nom,cables,bus0_x,bus0_y,bus1_x,bus1_y
26222,37495,33050,9.766819807820516,520,110,6,13.159975737548798,48.29159461785492,13.1043706,48.226831700000005
26386,25749,37207,1.7210223886589215,520,110,6,6.881156300000001,49.324765600000006,6.902388991234687,49.32708150334462
26482,25633,33126,1.9673948822437313,520,110,6,9.7257155,47.550893900000005,9.7477261,47.5431436
26677,37272,33085,6.101328118408456,520,110,6,6.815196313515877,49.183081481688006,6.881041300000001,49.195945
26737,33179,33180,3.712132303863181,260,110,3,14.8814897,50.9575941,14.9192566,50.9379423
27765,36322,26502,5.005700140880891,280,110,3,13.710737003499364,48.51930895732773,13.7518103,48.4898444
27835,35230,36302,0.13624676077162698,280,110,3,13.383145778139053,52.54879352225382,13.381423170955584,52.54836725262713
28162,39115,38882,0.4120974833098761,280,110,3,14.175244559783888,52.647648557703135,14.173574769923682,52.65029323553498
28594,36174,38267,0.08796004194046389,260,110,3,9.092891592558798,49.98578079527348,9.092476100000004,49.98550665000001
29334,38266,39498,0.053038359928644446,260,110,3,13.91926048278846,53.33984915612957,13.918976630182566,53.33998911733119
29506,39157,39156,0.10238469598592059,260,110,3,7.498973654540586,51.5448200429106,7.499173583957162,51.54545218325684
29648,37878,39523,0.15168519233846478,260,110,3,10.385444165957152,51.00129582003664,10.386429436762189,51.00057154802959
29731,39588,38715,0.39511883997761865,280,110,3,13.4328714,52.54145249908694,13.429830098365322,52.53834392715253
30316,39994,39995,0.4868997159364409,260,110,3,9.15851236386824,52.832857029658285,9.1539005,52.8362351
31938,9767,9756,10.662104748147012,260,110,3,7.9831016,52.4575523,7.8268604,52.4671439
32610,37900,36706,0.2416683977954398,260,110,3,10.88540434239682,48.44372323276647,10.886809288626846,48.44507960645916
33103,16449,38554,3.028507759146172,520.0,110,3,9.0127159,54.6199011,8.992767237008524,54.59906845909976
33436,26320,26321,2.8599744876592323,780.0,110,6,8.8185242,48.9415799,8.8390143,48.9192961
33462,39409,26450,3.241594203060083,520.0,110,3,13.001830379238829,50.86584022276183,12.960029400000002,50.8574934
33503,37232,2061,2.391899401012246,1040.0,110,3,7.108983236518147,51.50667323148142,7.141855700000001,51.513147700000005
33735,36857,3454,1.1736433099119687,520.0,110,3,6.679884027333006,51.18415261635837,6.6690396000000005,51.1767546
33829,39059,4182,12.34996951407487,520.0,110,3,6.5187112683855055,51.32385041121548,6.4375562,51.2327783
33932,39370,21421,1.4943279375274536,520.0,110,3,11.743655634951876,51.74980257212535,11.7282039,51.7573976
33960,35810,5278,1.034305408484817,520.0,110,3,6.741242018888117,51.5130748048292,6.7513354,51.518126800000005
34059,35080,5954,2.0222524084814832,520.0,110,3,7.140650192920244,51.5572483489143,7.109538700000001,51.550009300000006
34077,24140,35477,27.88121754413962,520.0,110,6,10.1592769,53.5511302,10.414507791295142,53.41431843146706
34226,24590,33766,1.6270510716910227,280.0,110,3,13.3330867,52.493087800000005,13.3463303,52.5012593
34276,33370,36450,1.4430390462648588,1040.0,110,6,14.3687326,51.5395383,14.348916330098964,51.54044185059136
2351,35003,3649,3.411521249884566,520,220,3,7.505982918763768,51.4016067641739,7.453429300000001,51.4128596
2511,4010,37951,1.7062968462303378,491.6,220,3,7.179217,51.421828700000006,7.1959793721792895,51.411575332773374
6983,12952,37814,21.762244310881893,1040,220,6,6.190739000000001,49.9554823,6.47506298271469,49.92260878546448
7727,13955,35220,1.2537095439341839,1040,220,6,9.4026833,48.710418,9.391743429301908,48.71904216571885
8055,39441,15343,8.35914695735902,550,220,3,10.760835327266625,53.90974536547805,10.6472909,53.9145757
8229,13826,13827,1.2014715901475512,520,220,3,8.035414900000001,47.561071000000005,8.0456828,47.552780600000006
22836,38527,37490,0.42410114338153826,520,220,3,11.80314247067629,48.45525118561103,11.807606343131445,48.4554275398014
23732,5609,22994,0.16481200263722243,1040,220,6,6.7403985,51.511188700000005,6.7412555,51.5125716
24715,36993,36992,0.13364077500835167,520,220,3,6.723637954558488,51.37656869074817,6.722894643905649,51.37604142137154
30185,39902,5599,0.12818108988885776,550,220,3,6.730803805417802,51.52109600295139,6.7306271,51.519948500000005
30188,39903,39904,0.12686929182554044,520,220,3,14.036326565244094,53.507163250001526,14.036612425613116,53.50603502593475
30269,39960,39961,0.27669877171804413,520,220,3,10.634425099999998,53.92211689917252,10.634382983504326,53.91962861436999
30390,40048,40049,0.9107215197351173,520,220,3,9.17751868593219,48.90561152460441,9.177416263558086,48.9138015520786
30496,40131,40132,1.562322201761165,520,220,3,11.308900672161002,48.09819287047117,11.326999678114806,48.09103174768124
30511,40143,11188,1.610529109709905,550,220,3,7.051871430077328,50.00826624791083,7.0390246,50.0201671
30559,40180,6943,1.8120277991327367,550,220,3,8.020074654415618,50.79328066182069,8.0440017,50.7872169
30676,40270,35257,2.712644307050695,520,220,3,10.058592920921544,54.32199304719352,10.060406853041188,54.348767481305934
30692,40283,40284,2.7953171135206167,520,220,3,8.37063468565122,49.03986747388756,8.358735300000001,49.0637661
30753,40332,40333,3.7733333468004875,520,220,3,12.277709603718826,50.00352803534496,12.236048791562952,49.982690155622535
30772,40347,40348,4.350899129559655,520,220,3,6.951598213584674,49.66456120897676,6.891934,49.6582785
31608,4395,35056,3.165951874831502,520,220,3,6.669992400000001,50.991821900000005,6.702194784514054,51.00885986223712
31682,36813,20277,9.609645789594362,520,220,3,7.958075914315599,47.5954779452467,8.0451678,47.5526068
31954,37976,34880,0.6629757938862192,520,220,3,8.122157067627679,53.56583235422452,8.122640291179865,53.56051735010917
32063,13179,36732,17.041413877126455,520,220,3,7.5877767,48.0144851,7.751862552442653,48.09640574882996
32080,36444,13586,81.81727417395358,520,220,3,10.362499738474469,47.73865994398617,10.8725558,47.2470484
32103,14054,36064,55.78679434997744,520,220,3,9.7105298,49.230486600000006,10.11739845870108,48.89713778809889
32105,14059,36667,19.72796074939825,520,220,3,6.7016587,49.1383645,6.773210913026517,49.29108364341995
32831,35807,35808,1.2049012772872252,1040,220,6,6.728239825154268,51.48788010684733,6.728861315489268,51.49601944667874
32913,36531,37401,1.4648964010456649,488.5,220,3,7.308241793856218,52.47679095339883,7.317999853080932,52.46903259983639
33079,13957,35220,2.9478599138411927,550,220,3,9.3843218,48.6929878,9.391743429301908,48.71904216571885
33181,36577,342,30.673412762623542,1040.0,220,3,11.277721046613763,47.4958729165224,11.1027179,47.2939609
33228,610,603,22.446176244251998,1040.0,220,3,13.2112409,52.6807972,13.5022872,52.621420500000006
33280,915,35286,1.0268535779134638,520.0,220,3,9.9845936,53.7584093,9.988361727823069,53.765936154720805
34180,9402,15543,22.241975933882326,1040.0,220,3,8.250874300000001,47.6421807,8.046708,47.5531799
34260,37810,38518,0.781185362179823,1560.0,220,3,9.487895110963125,53.63655778443054,9.49768832317524,53.63951805557021
5151,36532,37984,1.0814221476805665,1790,380,3,7.308241793856218,52.47679095339883,7.319522033367656,52.472760575877
6944,36643,38661,0.3608175379449557,1790,380,3,12.851784078347348,48.763285409713,12.85381530378627,48.76420944481775
7830,39511,34997,5.793896645931861,1790,380,3,8.99593298276418,52.37910431522246,8.93969256563187,52.40303328797484
7948,38339,39145,0.04676246811634362,1790,380,3,8.306259498238198,49.01300223800699,8.306240200000003,49.0125819
8341,38378,35175,5.593573337546394,1790,380,3,10.976033923790732,52.169792267016106,10.999333070802129,52.20014201460458
9798,38635,37836,0.7705161582176795,789.8,380,3,8.304462316862512,49.011544227266064,8.313340225406103,49.0090434726611
18891,39012,17508,0.1604735198082574,1790,380,3,12.374685967762682,51.18091024621836,12.3734993,51.1796785
24902,39336,38638,0.751700024438752,3580,380,6,8.415514065222638,49.71070246837537,8.412356737991614,49.71026613701903
25070,35187,39174,0.6394156020773699,1790,380,3,6.457675308330967,50.8714464114063,6.452760310890879,50.87178889638323
25416,39298,39299,3.1640470481463616,1850,380,6,8.546007722802605,52.991324807356655,8.529262960528367,52.96657153135735
30210,39918,39919,0.14520414657674746,925,380,3,13.3263229,52.514213899087686,13.32739654857678,52.51534453833206
30219,39924,39925,0.150276629521582,1790,380,3,6.996551305453788,51.53059833429394,6.9945982400861055,51.53119017228415
30254,39951,38966,0.23053938886184663,925,380,3,11.587574812555598,48.76771402471504,11.584450983231443,48.76747072455882
30257,39952,39953,0.2333469417975038,925,380,3,13.37877496070384,52.50763093458509,13.3792591410314,52.5055531944509
30276,39966,39445,0.3196499138029404,925,380,3,9.207907191933382,49.18053225435716,9.20710730301592,49.177705532165376
30342,40013,40014,0.6383736697370362,1790,380,3,13.229703230737426,52.53010344993783,13.2369037,52.5338147
30363,40029,40027,0.33021673865454854,925,380,3,13.259024999273397,52.53663865537543,13.263791799999998,52.53599649908709
30383,40044,39925,0.8729644263398261,925,380,3,6.983372962587734,51.53477823001397,6.9945982400861055,51.53119017228415
30433,40081,36534,1.0715664766921469,925,380,3,8.627946899999987,50.084822449433176,8.618496094204213,50.09231245692549
30507,40139,40140,1.58972965022939,1790,380,3,10.738818068242232,48.55034047111617,10.735286396381763,48.53623620088784
30510,40141,14632,1.5923192160455555,1790,380,3,9.04419693642822,50.02030117169944,9.0532166,50.00118500000001
30517,40146,40147,1.6279899612218929,1790,380,3,8.11318066232699,49.76318533869487,8.11331724377858,49.777825918262025
30523,40151,40152,1.2425840828068393,925,380,3,8.641056720657804,50.111035609884645,8.65302134242526,50.10291203234222
30543,40104,40169,0.17952038792582098,925,380,3,9.214810265460686,49.163437577267935,9.213969788535785,49.164955619193385
30545,40168,40169,1.7219968411920148,925,380,3,9.195896250000002,49.15494904965404,9.213969788535785,49.164955619193385
30555,40155,40154,1.361987583624509,925,380,3,8.671948670133204,50.12918657332008,8.675150170453398,50.1162385560816
30585,40198,40199,1.9906285778262434,1790,380,3,8.63737789284308,52.1032728272453,8.6306548,52.0858537
30591,40202,40203,2.011451821375195,1790,380,3,8.758178436234262,48.14775156016128,8.733486881538298,48.15522528552707
30621,40179,40228,0.6010640740574574,925,380,3,8.71182721518434,50.11059463976686,8.707064177062968,50.11505443691998
30623,40227,40228,2.146483926175834,925,380,3,8.691568777534599,50.09850543791274,8.707064177062968,50.11505443691998
30633,40235,40236,2.2804224923591905,1790,380,3,13.944067362334868,50.98098722131877,13.94277535946516,51.00147939484198
30658,40257,40177,2.5178282560704877,925,380,3,8.702162384481502,50.1454777644007,8.69863428430576,50.12294763675624
30707,40295,40296,3.0529288832712855,1790,380,3,8.202881855162024,49.70003376452989,8.211108000000001,49.726969200000006
30724,40310,39770,3.367536226715713,925,380,3,6.869586049999997,49.74247099951189,6.823177745728188,49.74335418445552
30727,40311,40312,3.361052914711982,1790,380,3,11.716355282094874,50.524626338128506,11.702644226175956,50.55356962999422
30748,40328,40329,3.610879552919682,1790,380,3,13.4035383047227,51.29236468525841,13.425434423247246,51.32181211818783
30769,40345,40346,4.272040988527164,1790,380,3,9.04564921195538,49.13788603243776,8.9897519,49.1261242
30775,40349,40350,4.585188737195649,1790,380,3,12.876404276581262,53.70764054130952,12.851499102683425,53.74615360590291
30791,40361,40362,4.9526159673939825,1790,380,3,13.319196934796407,51.19219550550339,13.302485471072218,51.23548771704304
30797,40365,40366,5.120370598218938,1790,380,3,14.063963519524217,51.381790229014655,14.067224417929635,51.42779381248675
30806,40372,40373,5.943969797832609,1790,380,3,8.2289285147645,49.47144999008979,8.308420425951658,49.48522979695311
30810,40375,40376,6.35684161444035,1790,380,3,9.183814374453997,54.52414481289809,9.0972912,54.4968495
30821,40383,40384,10.216543046978348,1790,380,3,11.365045300662963,48.407075598046696,11.291513349207683,48.32925862861645
32118,14438,35576,4.984502741132873,1790,380,3,8.225903200000001,47.5976912,8.2588276632644,47.63420888668645
32127,14889,1268,1.0688558089083366,1066.3,380,3,8.046708,47.5531799,8.0396091,47.5609839
32920,37635,36079,0.8627025371915524,1790,380,3,8.950724372967933,50.0866173862831,8.958708591309906,50.08260779176915
32958,19951,37864,1.2793938978316899,925,380,3,8.544441500000001,49.4515654,8.547358593021409,49.44021694142026
32973,19949,37864,1.9438738609635682,925,380,3,8.566176800000001,49.4277333,8.547358593021409,49.44021694142026
33082,39207,38573,46.197970133122425,925,380,3,7.908705137768472,48.50178996803233,7.753495510341047,48.09935573352422
33212,8718,38263,13.599761662342548,3580.0,380,3,7.1311207,53.1498494,7.3113634649269,53.1257663066567
33225,579,6980,57.75862217281812,3580.0,380,3,13.5186146,52.6206133,13.84553,52.926839
33239,659,662,22.70286071227669,3580.0,380,3,6.2140987,50.9435798,6.0399276,51.0987664
33389,1592,17890,19.419958463213312,3580.0,380,3,9.601517,50.9400398,9.5385056,51.067303
33390,17891,38869,28.23435751683377,3580.0,380,3,9.5171984,51.11052170000001,9.585278415357722,51.331375238727816
33392,38869,17902,27.641389526251846,925.0,380,3,9.585278415357722,51.331375238727816,9.8574669,51.4912713
33755,11872,11869,18.316141808473688,3580.0,380,3,7.5224482,47.6572795,7.7488041,47.6284232
34003,37705,35130,7.777015056866746,3580.0,380,3,10.991452474308536,50.57344666551176,11.004926189330016,50.507435147713934
34070,38867,22526,9.293734651415486,3580.0,380,3,9.31564493817337,54.72836044171518,9.3220791,54.8058284
34072,38327,36079,0.8462064007021709,1790.0,380,3,8.952765887981995,50.08698783856528,8.958708591309906,50.08260779176915
34088,38445,36814,7.124444215203119,3580.0,380,3,7.93694056135971,47.6491134804878,7.958075914315599,47.5954779452467
34156,6982,35471,62.43886619114802,3580.0,380,3,13.8793518,52.932586,13.956826534077685,53.252375027293134
34159,1268,15197,1.114250639225866,1263.7,380,3,8.0396091,47.5609839,8.0462442,47.5529987
