carrier,bus,gen_id,annual_dp_up_MWh,annual_dp_dn_MWh
biogas,12029,4204,0.0,-0.0
biogas,12032,4207,0.0,-0.0
biogas,12036,4210,0.0,-0.0
biogas,12108,4218,0.0,-0.0
biogas,12128,4220,0.0,-0.0
biogas,12129,4223,0.0,-0.0
biogas,12131,4226,0.0,-0.0
biogas,12138,4229,0.0,-0.0
biogas,12140,4231,0.0,-0.0
biogas,12142,4233,0.0,-0.0
biogas,12153,4236,0.0,-0.0
biogas,12160,4240,0.0,-0.0
biogas,12163,4243,0.0,-0.0
biogas,12164,4246,0.0,-0.0
biogas,12192,4251,0.0,-0.0
biogas,12195,4254,0.0,-0.0
biogas,12197,4257,0.0,-0.0
biogas,12204,4260,0.0,-0.0
biogas,12216,4263,0.0,-0.0
biogas,12220,4266,0.0,-0.0
biogas,12221,4269,0.0,-0.0
biogas,12222,4272,0.0,-0.0
biogas,12231,4274,0.0,-0.0
biogas,12233,4278,0.0,-0.0
biogas,12234,4281,0.0,-0.0
biogas,12240,4284,0.0,-0.0
biogas,12242,4287,0.0,-0.0
biogas,12255,4289,0.0,-0.0
biogas,12258,4291,0.0,-0.0
biogas,12325,4303,0.0,-0.0
biogas,12344,4305,0.0,-0.0
biogas,12363,4307,0.0,-0.0
biogas,12365,4310,0.0,-0.0
biogas,12366,4313,0.0,-0.0
biogas,12403,4315,0.0,-0.0
biogas,12405,4318,0.0,-0.0
biogas,12426,4322,0.0,-0.0
biogas,12472,4326,0.0,-0.0
biogas,12478,4329,0.0,-0.0
biogas,12481,4331,0.0,-0.0
biogas,12483,4334,0.0,-0.0
biogas,12506,4337,0.0,-0.0
biogas,12518,4339,0.0,-0.0
biogas,12519,4343,0.0,-0.0
biogas,12523,4346,0.0,-0.0
biogas,12534,4351,0.0,-0.0
biogas,12535,4353,0.0,-0.0
biogas,12538,4356,0.0,-0.0
biogas,12540,4359,0.0,-0.0
biogas,12637,4363,0.0,-0.0
biogas,12648,4367,0.0,-0.0
biogas,12650,4370,0.0,-0.0
biogas,12680,4373,0.0,-0.0
biogas,12696,4376,0.0,-0.0
biogas,12725,4383,0.0,-0.0
biogas,12726,4386,0.0,-0.0
biogas,12728,4389,0.0,-0.0
biogas,12730,4391,0.0,-0.0
biogas,12734,4393,0.0,-0.0
biogas,12739,4396,0.0,-0.0
biogas,12741,4399,0.0,-0.0
biogas,12742,4402,0.0,-0.0
biogas,12744,4405,0.0,-0.0
biogas,12778,4408,0.0,-0.0
biogas,12782,4410,0.0,-0.0
biogas,12783,4414,0.0,-0.0
biogas,12788,4417,0.0,-0.0
biogas,12843,4422,0.0,-0.0
biogas,12887,4424,0.0,-0.0
biogas,12892,4427,0.0,-0.0
biogas,12902,4430,0.0,-0.0
biogas,12962,4432,0.0,-0.0
biogas,13087,4436,0.0,-0.0
biogas,13089,4438,0.0,-0.0
biogas,13092,4441,0.0,-0.0
biogas,13150,4444,0.0,-0.0
biogas,13205,4446,0.0,-0.0
biogas,13207,4451,0.0,-0.0
biogas,13209,4455,0.0,-0.0
biogas,13211,4457,0.0,-0.0
biogas,13212,4460,0.0,-0.0
biogas,13213,4463,0.0,-0.0
biogas,13225,4468,0.0,-0.0
biogas,13229,4473,0.0,-0.0
biogas,13231,4476,0.0,-0.0
biogas,13277,4479,0.0,-0.0
biogas,13282,4482,0.0,-0.0
biogas,13296,4485,0.0,-0.0
biogas,13365,4488,0.0,-0.0
biogas,13366,4490,0.0,-0.0
biogas,13368,4493,0.0,-0.0
biogas,13388,4497,0.0,-0.0
biogas,13389,4501,0.0,-0.0
biogas,13393,4504,0.0,-0.0
biogas,13450,4507,0.0,-0.0
biogas,13508,4513,0.0,-0.0
biogas,13510,4516,0.0,-0.0
biogas,13511,4518,0.0,-0.0
biogas,13513,4524,0.0,-0.0
biogas,13515,4529,0.0,-0.0
biogas,13517,4532,0.0,-0.0
biogas,13700,4539,0.0,-0.0
biogas,13701,4541,0.0,-0.0
biogas,13702,4544,0.0,-0.0
biogas,13704,4547,0.0,-0.0
biogas,13706,4549,0.0,-0.0
biogas,13710,4551,0.0,-0.0
biogas,13711,4555,0.0,-0.0
biogas,13713,4558,0.0,-0.0
biogas,13723,4560,0.0,-0.0
biogas,13724,4562,0.0,-0.0
biogas,13757,4564,0.0,-0.0
biogas,13777,4566,0.0,-0.0
biogas,13780,4569,0.0,-0.0
biogas,13795,4574,0.0,-0.0
biogas,13798,4577,0.0,-0.0
biogas,13805,4584,0.0,-0.0
biogas,13806,4586,0.0,-0.0
biogas,13808,4590,0.0,-0.0
biogas,13809,4592,0.0,-0.0
biogas,13811,4594,0.0,-0.0
biogas,13812,4596,0.0,-0.0
biogas,13835,4604,0.0,-0.0
biogas,13850,4608,0.0,-0.0
biogas,13851,4612,0.0,-0.0
biogas,13903,4618,0.0,-0.0
biogas,13909,4620,0.0,-0.0
biogas,13912,4623,0.0,-0.0
biogas,13913,4626,0.0,-0.0
biogas,13914,4631,0.0,-0.0
biogas,13951,4638,0.0,-0.0
biogas,13967,4644,0.0,-0.0
biogas,13978,4646,0.0,-0.0
biogas,13980,4649,0.0,-0.0
biogas,13992,4651,0.0,-0.0
biogas,13993,4654,0.0,-0.0
biogas,13996,4658,0.0,-0.0
biogas,14003,4662,0.0,-0.0
biogas,14005,4665,0.0,-0.0
biogas,14007,4667,0.0,-0.0
biogas,14009,4670,0.0,-0.0
biogas,14011,4673,0.0,-0.0
biogas,14013,4676,0.0,-0.0
biogas,14016,4679,0.0,-0.0
biogas,14028,4681,0.0,-0.0
biogas,14065,4684,0.0,-0.0
biogas,14068,4687,0.0,-0.0
biogas,14075,4690,0.0,-0.0
biogas,14120,4692,0.0,-0.0
biogas,14122,4696,0.0,-0.0
biogas,14126,4700,0.0,-0.0
biogas,14128,4702,0.0,-0.0
biogas,14130,4704,0.0,-0.0
biogas,14133,4706,0.0,-0.0
biogas,14135,4709,0.0,-0.0
biogas,14136,4712,0.0,-0.0
biogas,14137,4716,0.0,-0.0
biogas,14138,4718,0.0,-0.0
biogas,14143,4721,0.0,-0.0
biogas,14155,4723,0.0,-0.0
biogas,14157,4725,0.0,-0.0
biogas,14197,4729,0.0,-0.0
biogas,14198,4732,0.0,-0.0
biogas,14229,4735,0.0,-0.0
biogas,14231,4737,0.0,-0.0
biogas,14234,4742,0.0,-0.0
biogas,14235,4745,0.0,-0.0
biogas,14267,4747,0.0,-0.0
biogas,14269,4750,0.0,-0.0
biogas,14274,4753,0.0,-0.0
biogas,14276,4756,0.0,-0.0
biogas,14282,4758,0.0,-0.0
biogas,14305,4762,0.0,-0.0
biogas,14309,4765,0.0,-0.0
biogas,14310,4768,0.0,-0.0
biogas,14321,4771,0.0,-0.0
biogas,14328,4775,0.0,-0.0
biogas,14331,4779,0.0,-0.0
biogas,14339,4783,0.0,-0.0
biogas,14392,4789,0.0,-0.0
biogas,14393,4794,0.0,-0.0
biogas,14394,4800,0.0,-0.0
biogas,14396,4803,0.0,-0.0
biogas,14397,4806,0.0,-0.0
biogas,14399,4811,0.0,-0.0
biogas,14413,4819,0.0,-0.0
biogas,14415,4822,0.0,-0.0
biogas,14433,4825,0.0,-0.0
biogas,14446,4831,0.0,-0.0
biogas,14452,4833,0.0,-0.0
biogas,14461,4839,0.0,-0.0
biogas,14470,4842,0.0,-0.0
biogas,14474,4845,0.0,-0.0
biogas,14475,4847,0.0,-0.0
biogas,14498,4850,0.0,-0.0
biogas,14502,4854,0.0,-0.0
biogas,14523,4857,6.2059355,-0.0
biogas,14524,4861,3.9734712,-0.0
biogas,14528,4866,3.47231,-0.0
biogas,14540,4869,0.0,-0.0
biogas,14541,4872,0.0,-0.0
biogas,14542,4875,0.0,-0.0
biogas,14546,4877,0.0,-0.0
biogas,14551,4880,0.0,-0.0
biogas,14557,4884,0.0,-0.0
biogas,14560,4888,0.0,-0.0
biogas,14578,4891,0.0,-0.0
biogas,14583,4894,0.0,-0.0
biogas,14584,4897,0.0,-0.0
biogas,14587,4901,0.0,-0.0
biogas,14596,4908,0.0,-0.0
biogas,14626,4914,0.0,-0.0
biogas,14627,4918,0.0,-0.0
biogas,14670,4924,10.048869,-0.0
biogas,14682,4928,0.0,-0.0
biogas,14702,4931,0.0,-0.0
biogas,14703,4934,0.0,-0.0
biogas,14705,4937,0.0,-0.0
biogas,14737,4942,0.0,-0.0
biogas,14747,4944,0.0,-0.0
biogas,14750,4947,0.0,-0.0
biogas,14853,4954,0.0,-0.0
biogas,14878,4956,0.0,-0.0
biogas,14881,4958,0.0,-0.0
biogas,14882,4960,0.0,-0.0
biogas,14904,4965,0.0,-0.0
biogas,14909,4970,0.0,-0.0
biogas,14955,4974,0.0,-0.0
biogas,14966,4979,0.0,-0.0
biogas,14967,4981,0.0,-0.0
biogas,15002,4983,0.0,-0.0
biogas,15017,4987,0.0,-0.0
biogas,15019,4990,0.0,-0.0
biogas,15028,4993,0.0,-0.0
biogas,15029,4996,0.0,-0.0
biogas,15038,4999,0.0,-0.0
biogas,15046,5001,0.0,-0.0
biogas,15083,5004,0.0,-0.0
biogas,15085,5006,0.0,-0.0
biogas,15086,5008,0.0,-0.0
biogas,15088,5010,0.0,-0.0
biogas,15089,5013,0.0,-0.0
biogas,15130,5016,0.0,-0.0
biogas,15185,5020,0.0,-0.0
biogas,15186,5022,0.0,-0.0
biogas,15190,5026,0.0,-0.0
biogas,15330,5029,0.0,-0.0
biogas,15332,5032,0.0,-0.0
biogas,15333,5035,0.0,-0.0
biogas,15335,5039,0.0,-0.0
biogas,15450,5042,0.0,-0.0
biogas,15550,5049,0.0,-0.0
biogas,15644,5056,0.0,-0.0
biogas,15646,5058,0.0,-0.0
biogas,15745,5061,0.0,-0.0
biogas,15746,5067,0.0,-0.0
biogas,15749,5070,0.0,-0.0
biogas,15822,5074,0.0,-0.0
biogas,15871,5081,0.0,-0.0
biogas,15874,5085,0.0,-0.0
biogas,15902,5092,0.0,-0.0
biogas,15922,5100,0.0,-0.0
biogas,15927,5104,0.0,-0.0
biogas,15939,5109,0.0,-0.0
biogas,15953,5116,0.0,-0.0
biogas,15956,5119,0.0,-0.0
biogas,15962,5121,0.0,-0.0
biogas,15963,5124,0.0,-0.0
biogas,15969,5127,0.0,-0.0
biogas,15977,5130,0.0,-0.0
biogas,15983,5134,0.0,-0.0
biogas,15996,5136,0.0,-0.0
biogas,16011,5139,0.0,-0.0
biogas,16039,5148,0.0,-0.0
biogas,16043,5151,0.0,-0.0
biogas,16054,5153,0.0,-0.0
biogas,16055,5156,0.0,-0.0
biogas,16066,5159,0.0,-0.0
biogas,16068,5161,0.0,-0.0
biogas,16070,5164,0.0,-0.0
biogas,16088,5176,0.0,-0.0
biogas,16089,5180,0.0,-0.0
biogas,16094,5183,0.0,-0.0
biogas,16096,5186,0.0,-0.0
biogas,16107,5190,0.0,-0.0
biogas,16110,5192,0.0,-0.0
biogas,16113,5197,0.0,-0.0
biogas,16116,5200,0.0,-0.0
biogas,16123,5203,0.0,-0.0
biogas,16124,5206,0.0,-0.0
biogas,16125,5208,0.0,-0.0
biogas,16126,5210,0.0,-0.0
biogas,16129,5213,0.0,-0.0
biogas,16133,5215,0.0,-0.0
biogas,16137,5218,0.0,-0.0
biogas,16147,5220,0.0,-0.0
biogas,16149,5223,0.0,-0.0
biogas,16158,5225,0.0,-0.0
biogas,16166,5232,0.0,-0.0
biogas,16168,5236,0.0,-0.0
biogas,16170,5239,0.0,-0.0
biogas,16193,5245,0.0,-0.0
biogas,16196,5250,0.0,-0.0
biogas,16205,5253,0.0,-0.0
biogas,16206,5255,0.0,-0.0
biogas,16207,5258,0.0,-0.0
biogas,16240,5263,0.0,-0.0
biogas,16246,5267,0.0,-0.0
biogas,16248,5270,0.0,-0.0
biogas,16249,5273,0.0,-0.0
biogas,16251,5278,0.0,-0.0
biogas,16267,5283,0.0,-0.0
biogas,16268,5286,0.0,-0.0
biogas,16276,5291,0.0,-0.0
biogas,16286,5293,0.0,-0.0
biogas,16288,5295,0.0,-0.0
biogas,16299,5297,0.0,-0.0
biogas,16303,5301,0.0,-0.0
biogas,16325,5307,0.0,-0.0
biogas,16330,5309,0.0,-0.0
biogas,16331,5313,0.0,-0.0
biogas,16348,5315,0.0,-0.0
biogas,16350,5318,0.0,-0.0
biogas,16362,5323,0.0,-0.0
biogas,16363,5325,0.0,-0.0
biogas,16365,5327,0.0,-0.0
biogas,16376,5330,0.0,-0.0
biogas,16381,5334,0.0,-0.0
biogas,16385,5337,0.0,-0.0
biogas,16386,5340,0.0,-0.0
biogas,16387,5343,0.0,-0.0
biogas,16391,5345,0.0,-0.0
biogas,16402,5349,0.0,-0.0
biogas,16403,5351,0.0,-0.0
biogas,16408,5356,0.0,-0.0
biogas,16409,5359,0.0,-0.0
biogas,16420,5364,0.0,-0.0
biogas,16421,5368,0.0,-0.0
biogas,16428,5370,0.0,-0.0
biogas,16440,5373,0.0,-0.0
biogas,16441,5375,0.0,-0.0
biogas,16444,5378,0.0,1.8822266
biogas,16448,5381,0.0,-0.0
biogas,16449,5384,0.0,-0.0
biogas,16549,5387,0.0,-0.0
biogas,16560,5391,0.0,-0.0
biogas,16564,5395,0.0,-0.0
biogas,16598,5399,0.0,-0.0
biogas,16599,5402,0.0,-0.0
biogas,16608,5407,0.0,-0.0
biogas,16611,5410,0.0,-0.0
biogas,16612,5415,0.0,-0.0
biogas,16618,5417,0.0,-0.0
biogas,16626,5421,0.0,1.1233231
biogas,16632,5423,0.0,-0.0
biogas,16638,5427,0.0,-0.0
biogas,16640,5430,0.0,-0.0
biogas,16657,5433,0.0,-0.0
biogas,16662,5437,0.0,-0.0
biogas,16664,5439,0.0,-0.0
biogas,16665,5442,0.0,-0.0
biogas,16666,5445,0.0,-0.0
biogas,16667,5448,0.0,-0.0
biogas,16668,5450,0.0,-0.0
biogas,16669,5453,0.0,-0.0
biogas,16670,5456,0.0,-0.0
biogas,16674,5458,0.0,-0.0
biogas,16682,5462,0.0,-0.0
biogas,16685,5466,0.0,-0.0
biogas,16686,5468,0.0,-0.0
biogas,16707,5471,0.0,-0.0
biogas,16709,5475,0.0,-0.0
biogas,16710,5478,0.0,-0.0
biogas,16765,5481,0.0,-0.0
biogas,16821,5484,0.0,-0.0
biogas,16875,5486,0.0,-0.0
biogas,16876,5489,0.0,-0.0
biogas,16877,5494,0.0,-0.0
biogas,16879,5498,0.0,-0.0
biogas,16892,5501,0.0,-0.0
biogas,17069,5508,0.0,-0.0
biogas,17082,5514,0.0,-0.0
biogas,17091,5518,0.0,-0.0
biogas,17094,5521,0.0,-0.0
biogas,17095,5524,0.0,-0.0
biogas,17099,5526,0.0,-0.0
biogas,17104,5533,0.0,-0.0
biogas,17105,5537,0.0,-0.0
biogas,17114,5542,0.0,-0.0
biogas,17121,5544,0.0,-0.0
biogas,17134,5547,0.0,-0.0
biogas,17136,5550,0.0,-0.0
biogas,17138,5554,0.0,-0.0
biogas,17140,5558,0.0,-0.0
biogas,17157,5563,0.0,-0.0
biogas,17206,5567,0.0,-0.0
biogas,17213,5570,0.0,-0.0
biogas,17215,5573,0.0,-0.0
biogas,17232,5576,0.0,-0.0
biogas,17304,5578,0.0,-0.0
biogas,17306,5581,0.0,-0.0
biogas,17320,5584,0.0,-0.0
biogas,17355,5586,0.0,-0.0
biogas,17363,5589,0.0,-0.0
biogas,17483,5593,0.0,-0.0
biogas,17489,5596,0.0,-0.0
biogas,17633,5602,0.0,-0.0
biogas,17660,5610,0.0,-0.0
biogas,17662,5612,0.0,-0.0
biogas,17663,5614,0.0,-0.0
biogas,17668,5616,0.0,-0.0
biogas,17670,5619,0.0,-0.0
biogas,17675,5622,0.0,-0.0
biogas,17676,5625,0.0,-0.0
biogas,17678,5628,0.0,-0.0
biogas,17705,5631,0.0,-0.0
biogas,17708,5634,0.0,-0.0
biogas,17711,5638,0.0,-0.0
biogas,17720,5641,0.0,-0.0
biogas,17723,5643,0.0,-0.0
biogas,17733,5648,0.0,-0.0
biogas,17734,5651,0.0,-0.0
biogas,17737,5653,0.0,-0.0
biogas,17742,5657,0.0,-0.0
biogas,17743,5659,0.0,-0.0
biogas,17754,5661,0.0,-0.0
biogas,17765,5666,0.0,-0.0
biogas,17789,5673,0.0,-0.0
biogas,17808,5678,0.0,-0.0
biogas,17809,5682,0.0,-0.0
biogas,17810,5686,0.0,-0.0
biogas,17821,5689,0.0,-0.0
biogas,17825,5693,0.0,-0.0
biogas,17835,5697,0.0,-0.0
biogas,17836,5699,0.0,-0.0
biogas,17837,5702,0.0,-0.0
biogas,17838,5705,0.0,-0.0
biogas,17839,5708,0.0,-0.0
biogas,17857,5713,0.0,-0.0
biogas,17859,5716,0.0,-0.0
biogas,17862,5719,0.0,-0.0
biogas,17871,5723,0.0,-0.0
biogas,17875,5728,0.0,-0.0
biogas,17878,5731,0.0,-0.0
biogas,17879,5736,0.0,-0.0
biogas,17915,5739,0.0,-0.0
biogas,17933,5748,0.0,-0.0
biogas,17942,5750,0.0,-0.0
biogas,17944,5753,0.0,-0.0
biogas,17973,5756,0.0,-0.0
biogas,17974,5760,0.0,-0.0
biogas,17993,5763,0.0,-0.0
biogas,18003,5768,0.0,-0.0
biogas,18017,5771,0.0,-0.0
biogas,18061,5776,0.0,-0.0
biogas,18062,5779,0.0,-0.0
biogas,18068,5782,0.0,-0.0
biogas,18069,5784,0.0,-0.0
biogas,18070,5786,0.0,-0.0
biogas,18071,5788,0.0,-0.0
biogas,18076,5790,0.0,-0.0
biogas,18077,5792,0.0,-0.0
biogas,18105,5795,0.0,-0.0
biogas,18106,5798,0.0,-0.0
biogas,18109,5801,0.0,-0.0
biogas,18123,5805,0.0,-0.0
biogas,18140,5809,0.0,-0.0
biogas,18141,5811,0.0,-0.0
biogas,18142,5813,0.0,-0.0
biogas,18155,5816,0.0,-0.0
biogas,18203,5821,0.0,-0.0
biogas,18238,5824,0.0,-0.0
biogas,18239,5827,0.0,-0.0
biogas,18240,5830,0.0,-0.0
biogas,18241,5833,0.0,-0.0
biogas,18243,5835,0.0,-0.0
biogas,18284,5841,0.0,-0.0
biogas,18291,5847,0.0,-0.0
biogas,18292,5849,0.0,-0.0
biogas,18293,5852,0.0,-0.0
biogas,18294,5854,0.0,-0.0
biogas,18308,5858,0.0,-0.0
biogas,18309,5862,0.0,-0.0
biogas,18318,5865,0.0,-0.0
biogas,18326,5867,0.0,-0.0
biogas,18368,5871,0.0,-0.0
biogas,18383,5873,0.0,-0.0
biogas,18386,5876,0.0,-0.0
biogas,18387,5878,0.0,-0.0
biogas,18411,5880,0.0,-0.0
biogas,18413,5882,0.0,-0.0
biogas,18440,5885,0.0,-0.0
biogas,18442,5890,0.0,-0.0
biogas,18456,5893,0.0,-0.0
biogas,18464,5896,0.0,-0.0
biogas,18499,5900,0.0,-0.0
biogas,18514,5903,0.0,-0.0
biogas,18522,5908,0.0,-0.0
biogas,18544,5915,0.0,-0.0
biogas,18558,5918,0.0,-0.0
biogas,18564,5921,0.0,-0.0
biogas,18565,5924,0.0,-0.0
biogas,18570,5929,0.0,-0.0
biogas,18613,5935,0.0,-0.0
biogas,18617,5938,0.0,-0.0
biogas,18622,5940,0.0,-0.0
biogas,18641,5944,0.0,-0.0
biogas,18665,5950,0.0,-0.0
biogas,18682,5954,0.0,-0.0
biogas,18683,5957,0.0,-0.0
biogas,18684,5959,0.0,-0.0
biogas,18685,5961,0.0,-0.0
biogas,18686,5963,0.0,-0.0
biogas,18687,5966,0.0,-0.0
biogas,18692,5969,0.0,-0.0
biogas,18694,5972,0.0,-0.0
biogas,18708,5975,0.0,-0.0
biogas,18728,5978,0.0,-0.0
biogas,18729,5981,0.0,-0.0
biogas,18753,5984,0.0,-0.0
biogas,18755,5989,0.0,-0.0
biogas,18815,5992,0.0,-0.0
biogas,18818,5997,0.0,-0.0
biogas,18840,6002,0.0,-0.0
biogas,18844,6004,0.0,-0.0
biogas,18847,6007,0.0,-0.0
biogas,18848,6010,0.0,-0.0
biogas,18849,6013,0.0,-0.0
biogas,18863,6015,0.0,-0.0
biogas,18870,6020,0.0,-0.0
biogas,18876,6025,0.0,-0.0
biogas,18880,6029,0.0,-0.0
biogas,18884,6031,0.0,-0.0
biogas,18885,6033,0.0,-0.0
biogas,18891,6038,0.0,-0.0
biogas,18893,6041,0.0,-0.0
biogas,18957,6045,0.0,-0.0
biogas,18960,6048,0.0,-0.0
biogas,18961,6050,0.0,-0.0
biogas,18969,6053,0.0,-0.0
biogas,19044,6056,0.0,-0.0
biogas,19075,6059,0.0,-0.0
biogas,19118,6065,0.0,-0.0
biogas,19139,6073,0.0,-0.0
biogas,19164,6076,0.0,-0.0
biogas,19177,6080,0.0,-0.0
biogas,19180,6084,0.0,-0.0
biogas,19182,6088,0.0,-0.0
biogas,19238,6091,0.0,-0.0
biogas,19243,6095,0.0,-0.0
biogas,19245,6097,0.0,-0.0
biogas,19247,6099,0.0,-0.0
biogas,19299,6101,0.0,-0.0
biogas,19489,6105,0.0,-0.0
biogas,19491,6107,0.0,-0.0
biogas,19493,6110,0.0,-0.0
biogas,19494,6113,0.0,-0.0
biogas,19503,6116,0.0,-0.0
biogas,19513,6118,0.0,-0.0
biogas,19518,6123,0.0,-0.0
biogas,19520,6126,0.0,-0.0
biogas,19530,6129,0.0,-0.0
biogas,19534,6133,0.0,-0.0
biogas,19535,6138,0.0,-0.0
biogas,19538,6141,0.0,-0.0
biogas,19539,6144,0.0,-0.0
biogas,19541,6147,0.0,-0.0
biogas,19558,6150,0.0,-0.0
biogas,19559,6154,0.0,-0.0
biogas,19564,6158,0.0,-0.0
biogas,19565,6161,0.0,-0.0
biogas,19566,6163,0.0,-0.0
biogas,19567,6166,0.0,-0.0
biogas,19568,6169,0.0,-0.0
biogas,19578,6172,0.0,-0.0
biogas,19579,6175,0.0,-0.0
biogas,19580,6177,0.0,-0.0
biogas,19582,6179,0.0,-0.0
biogas,19584,6182,0.0,-0.0
biogas,19608,6185,0.0,-0.0
biogas,19609,6188,0.0,-0.0
biogas,19612,6190,0.0,-0.0
biogas,19620,6196,0.0,-0.0
biogas,19622,6200,0.0,-0.0
biogas,19625,6202,0.0,-0.0
biogas,19631,6206,0.0,-0.0
biogas,19633,6210,0.0,-0.0
biogas,19635,6212,0.0,-0.0
biogas,19637,6216,0.0,-0.0
biogas,19640,6224,0.0,-0.0
biogas,19669,6228,0.0,-0.0
biogas,19716,6234,0.0,-0.0
biogas,19720,6239,0.0,-0.0
biogas,19725,6242,0.0,-0.0
biogas,19740,6246,0.0,-0.0
biogas,19741,6251,0.0,-0.0
biogas,19744,6255,0.0,-0.0
biogas,19747,6260,0.0,-0.0
biogas,19772,6269,0.0,-0.0
biogas,19773,6271,0.0,-0.0
biogas,19774,6275,0.0,-0.0
biogas,19775,6279,0.0,-0.0
biogas,19779,6281,0.0,-0.0
biogas,19780,6285,0.0,-0.0
biogas,19790,6290,0.0,-0.0
biogas,19791,6292,0.0,-0.0
biogas,19793,6294,0.0,-0.0
biogas,19813,6298,0.0,-0.0
biogas,19814,6301,0.0,-0.0
biogas,19817,6304,0.0,-0.0
biogas,19823,6308,0.0,-0.0
biogas,19825,6311,0.0,-0.0
biogas,19827,6315,0.0,-0.0
biogas,19828,6319,0.0,-0.0
biogas,19831,6322,0.0,-0.0
biogas,19832,6325,0.0,-0.0
biogas,19834,6327,0.0,-0.0
biogas,19875,6331,0.0,-0.0
biogas,19886,6335,0.0,-0.0
biogas,19910,6342,0.0,-0.0
biogas,19911,6344,0.0,-0.0
biogas,19926,6347,0.0,-0.0
biogas,19932,6349,0.0,-0.0
biogas,19937,6353,0.0,-0.0
biogas,19938,6356,0.0,-0.0
biogas,19940,6359,0.0,-0.0
biogas,19972,6364,0.0,-0.0
biogas,19973,6368,0.0,-0.0
biogas,19980,6370,0.0,-0.0
biogas,19989,6375,0.0,-0.0
biogas,19991,6380,0.0,-0.0
biogas,19993,6382,0.0,-0.0
biogas,19994,6385,0.0,-0.0
biogas,19995,6390,0.0,-0.0
biogas,20000,6393,0.0,-0.0
biogas,20002,6397,0.0,-0.0
biogas,20005,6400,0.0,-0.0
biogas,20010,6403,0.0,-0.0
biogas,20024,6409,0.0,-0.0
biogas,20034,6411,0.0,-0.0
biogas,20055,6413,0.0,-0.0
biogas,20057,6416,0.0,-0.0
biogas,20066,6418,0.0,-0.0
biogas,20107,6423,0.0,-0.0
biogas,20108,6427,0.0,-0.0
biogas,20112,6429,0.0,-0.0
biogas,20114,6433,0.0,-0.0
biogas,20129,6436,0.0,-0.0
biogas,20130,6440,0.0,-0.0
biogas,20131,6443,0.0,-0.0
biogas,20132,6447,0.0,-0.0
biogas,20134,6450,0.0,-0.0
biogas,20135,6453,0.0,-0.0
biogas,20139,6456,0.0,-0.0
biogas,20140,6458,0.0,-0.0
biogas,20145,6462,0.0,-0.0
biogas,20172,6464,0.0,-0.0
biogas,20173,6466,0.0,-0.0
biogas,20174,6468,0.0,-0.0
biogas,20200,6470,0.0,-0.0
biogas,20219,6472,0.0,-0.0
biogas,20225,6474,0.0,-0.0
biogas,20266,6477,0.0,-0.0
biogas,20281,6481,0.0,-0.0
biogas,20296,6484,0.0,-0.0
biogas,20309,6486,0.0,-0.0
biogas,20310,6488,0.0,-0.0
biogas,20311,6490,0.0,-0.0
biogas,20313,6493,0.0,-0.0
biogas,20315,6495,0.0,-0.0
biogas,20318,6498,0.0,-0.0
biogas,20320,6500,0.0,-0.0
biogas,20321,6503,0.0,-0.0
biogas,20322,6505,0.0,-0.0
biogas,20329,6510,0.0,-0.0
biogas,20330,6512,0.0,-0.0
biogas,20358,6515,0.0,-0.0
biogas,20367,6518,0.0,-0.0
biogas,20369,6520,0.0,-0.0
biogas,20388,6525,0.0,-0.0
biogas,20424,6531,0.0,-0.0
biogas,20429,6536,0.0,-0.0
biogas,20430,6539,0.0,-0.0
biogas,20440,6541,0.0,-0.0
biogas,20464,6543,0.0,-0.0
biogas,20469,6545,0.0,-0.0
biogas,20486,6549,0.0,-0.0
biogas,20490,6551,0.0,-0.0
biogas,20491,6554,0.0,-0.0
biogas,20528,6557,0.0,-0.0
biogas,20530,6563,0.0,-0.0
biogas,20531,6565,0.0,-0.0
biogas,20588,6568,0.0,-0.0
biogas,20589,6571,0.0,-0.0
biogas,20591,6573,0.0,-0.0
biogas,20597,6576,0.0,-0.0
biogas,20602,6581,0.0,-0.0
biogas,20616,6585,0.0,-0.0
biogas,20617,6588,0.0,-0.0
biogas,20652,6592,0.0,-0.0
biogas,20656,6595,0.0,-0.0
biogas,20657,6597,0.0,-0.0
biogas,20662,6599,0.0,-0.0
biogas,20674,6603,0.0,-0.0
biogas,20675,6606,0.0,-0.0
biogas,20677,6610,0.0,-0.0
biogas,20745,6613,0.0,-0.0
biogas,20746,6618,0.0,-0.0
biogas,20779,6623,0.0,-0.0
biogas,20780,6626,0.0,-0.0
biogas,20781,6629,0.0,-0.0
biogas,20796,6631,0.0,-0.0
biogas,20797,6635,0.0,-0.0
biogas,20798,6638,0.0,-0.0
biogas,20799,6642,0.0,-0.0
biogas,20801,6646,0.0,-0.0
biogas,20802,6648,0.0,-0.0
biogas,20872,6650,0.0,-0.0
biogas,20875,6653,0.0,-0.0
biogas,20876,6656,0.0,-0.0
biogas,20877,6659,0.0,-0.0
biogas,20881,6665,0.0,-0.0
biogas,20923,6669,0.0,-0.0
biogas,20927,6672,0.0,-0.0
biogas,20930,6675,0.0,-0.0
biogas,21010,6679,0.0,-0.0
biogas,21013,6682,0.0,-0.0
biogas,21014,6685,0.0,-0.0
biogas,21046,6688,0.0,-0.0
biogas,21047,6690,0.0,-0.0
biogas,21053,6693,0.0,-0.0
biogas,21114,6697,0.0,-0.0
biogas,21139,6700,0.0,-0.0
biogas,21210,6706,0.0,-0.0
