carrier,bus,gen_id,annual_dp_up_MWh,annual_dp_dn_MWh
solar,12363,4309,0.0,-0.0
solar,12365,4312,0.0,-0.0
solar,12366,4314,0.0,-0.0
solar,12403,4317,0.0,-0.0
solar,12405,4321,0.0,-0.0
solar,12426,4325,0.0,-0.0
solar,12472,4328,0.0,-0.0
solar,12478,4330,0.0,-0.0
solar,12481,4333,0.0,-0.0
solar,12483,4336,0.0,-0.0
solar,12506,4338,0.0,-0.0
solar,12518,4342,0.0,-0.0
solar,12519,4345,0.0,-0.0
solar,12523,4348,0.0,-0.0
solar,12530,4349,0.0,-0.0
solar,12531,4350,0.0,-0.0
solar,12534,4352,0.0,-0.0
solar,12535,4355,0.0,-0.0
solar,12538,4358,0.0,-0.0
solar,12540,4362,0.0,-0.0
solar,12637,4366,0.0,-0.0
solar,12648,4369,0.0,-0.0
solar,12650,4372,0.0,-0.0
solar,12680,4375,0.0,-0.0
solar,12696,4381,0.0,-0.0
solar,12725,4385,0.0,-0.0
solar,12726,4388,0.0,-0.0
solar,12728,4390,0.0,-0.0
solar,12730,4392,0.0,-0.0
solar,12734,4395,0.0,-0.0
solar,12739,4398,0.0,-0.0
solar,12741,4401,0.0,-0.0
solar,12742,4404,0.0,-0.0
solar,12744,4407,0.0,-0.0
solar,12778,4409,0.0,-0.0
solar,12782,4413,0.0,-0.0
solar,12783,4416,0.0,-0.0
solar,12788,4421,0.0,-0.0
solar,12843,4423,0.0,-0.0
solar,12887,4426,0.0,-0.0
solar,12892,4429,0.0,-0.0
solar,12902,4431,0.0,-0.0
solar,12962,4435,0.0,-0.0
solar,13087,4437,0.0,-0.0
solar,13089,4440,0.0,-0.0
solar,13092,4443,0.0,-0.0
solar,13150,4445,0.0,-0.0
solar,13205,4450,0.0,-0.0
solar,13207,4454,0.0,-0.0
solar,13209,4456,0.0,-0.0
solar,13211,4459,0.0,-0.0
solar,13212,4462,0.0,-0.0
solar,13213,4466,0.0,-0.0
solar,13224,4467,0.0,-0.0
solar,13225,4471,0.0,-0.0
solar,13227,4472,0.0,-0.0
solar,13229,4475,0.0,-0.0
solar,13231,4478,0.0,-0.0
solar,13277,4481,0.0,-0.0
solar,13282,4484,0.0,-0.0
solar,13296,4487,0.0,-0.0
solar,13365,4489,0.0,-0.0
solar,13366,4492,0.0,-0.0
solar,13368,4495,0.0,-0.0
solar,13371,4496,0.0,-0.0
solar,13388,4500,0.0,-0.0
solar,13389,4503,0.0,-0.0
solar,13393,4506,0.0,-0.0
solar,13450,4509,0.0,-0.0
solar,13503,4512,0.0,-0.0
solar,13508,4515,0.0,-0.0
solar,13510,4517,0.0,-0.0
solar,13511,4520,0.0,-0.0
solar,13512,4523,0.0,-0.0
solar,13513,4526,0.0,-0.0
solar,13514,4528,0.0,-0.0
solar,13515,4531,0.0,-0.0
solar,13517,4533,0.0,-0.0
solar,13621,4535,0.0,-0.0
solar,13622,4536,0.0,-0.0
solar,13623,4537,0.0,-0.0
solar,13625,4538,0.0,-0.0
solar,13700,4540,0.0,-0.0
solar,13701,4543,0.0,-0.0
solar,13702,4546,0.0,-0.0
solar,13704,4548,0.0,-0.0
solar,13706,4550,0.0,-0.0
solar,13710,4554,0.0,-0.0
solar,13711,4557,0.0,-0.0
solar,13713,4559,0.0,-0.0
solar,13723,4561,0.0,-0.0
solar,13724,4563,0.0,-0.0
solar,13757,4565,0.0,-0.0
solar,13777,4568,0.0,-0.0
solar,13780,4573,0.0,-0.0
solar,13795,4576,0.0,-0.0
solar,13798,4581,0.0,-0.0
solar,13803,4583,0.0,-0.0
solar,13805,4585,0.0,-0.0
solar,13806,4589,0.0,-0.0
solar,13808,4591,0.0,-0.0
solar,13809,4593,0.0,-0.0
solar,13811,4595,0.0,-0.0
solar,13812,4599,0.0,-0.0
solar,13833,4601,0.0,-0.0
solar,13834,4603,0.0,-0.0
solar,13835,4606,0.0,-0.0
solar,13837,4607,0.0,-0.0
solar,13850,4611,0.0,-0.0
solar,13851,4615,0.0,-0.0
solar,13855,4617,0.0,-0.0
solar,13903,4619,0.0,-0.0
solar,13909,4622,0.0,-0.0
solar,13912,4625,0.0,-0.0
solar,13913,4630,0.0,-0.0
solar,13914,4633,0.0,-0.0
solar,13934,4634,0.0,-0.0
solar,13936,4635,0.0,-0.0
solar,13937,4637,0.0,-0.0
solar,13951,4639,0.0,-0.0
solar,13961,4643,0.0,-0.0
solar,13967,4645,0.0,-0.0
solar,13978,4648,0.0,-0.0
solar,13980,4650,0.0,-0.0
solar,13992,4653,0.0,-0.0
solar,13993,4657,0.0,-0.0
solar,13996,4661,0.0,-0.0
solar,14003,4664,0.0,-0.0
solar,14005,4666,0.0,-0.0
solar,14007,4669,0.0,-0.0
solar,14009,4672,0.0,-0.0
solar,14011,4675,0.0,-0.0
solar,14013,4678,0.0,-0.0
solar,14016,4680,0.0,-0.0
solar,14028,4683,0.0,-0.0
solar,14065,4686,0.0,-0.0
solar,14068,4689,0.0,-0.0
solar,14075,4691,0.0,-0.0
solar,14120,4695,0.0,-0.0
solar,14122,4699,0.0,-0.0
solar,14126,4701,0.0,-0.0
solar,14128,4703,0.0,-0.0
solar,14130,4705,0.0,-0.0
solar,14133,4708,0.0,-0.0
solar,14135,4711,0.0,-0.0
solar,14136,4715,0.0,-0.0
solar,14137,4717,0.0,-0.0
solar,14138,4719,0.0,-0.0
solar,14142,4720,0.0,-0.0
solar,14143,4722,0.0,-0.0
solar,14155,4724,0.0,-0.0
solar,14157,4726,0.0,-0.0
solar,14169,4728,0.0,-0.0
solar,14197,4731,0.0,50.24429
solar,14198,4734,0.0,50.65347
solar,14229,4736,0.0,-0.0
solar,14231,4741,0.0,-0.0
solar,14234,4744,0.0,-0.0
solar,14235,4746,0.0,-0.0
solar,14267,4749,0.0,-0.0
solar,14269,4752,0.0,-0.0
solar,14274,4755,0.0,-0.0
solar,14276,4757,0.0,-0.0
solar,14282,4761,0.0,-0.0
solar,14305,4764,0.0,-0.0
solar,14309,4767,0.0,-0.0
solar,14310,4770,0.0,-0.0
solar,14321,4774,0.0,-0.0
solar,14328,4778,0.0,-0.0
solar,14331,4782,0.0,-0.0
solar,14339,4787,0.0,-0.0
solar,14392,4793,0.0,-0.0
solar,14393,4799,0.0,-0.0
solar,14394,4802,0.0,-0.0
solar,14396,4805,0.0,-0.0
solar,14397,4808,0.0,-0.0
solar,14398,4810,0.0,-0.0
solar,14399,4813,0.0,-0.0
solar,14406,4816,0.0,-0.0
solar,14408,4818,0.0,-0.0
solar,14413,4821,0.0,-0.0
solar,14415,4824,0.0,-0.0
solar,14433,4830,0.0,-0.0
solar,14446,4832,0.0,-0.0
solar,14452,4837,0.0,-0.0
solar,14460,4838,0.0,-0.0
solar,14461,4841,0.0,-0.0
solar,14470,4844,0.0,-0.0
solar,14474,4846,0.0,-0.0
solar,14475,4849,0.0,-0.0
solar,14498,4853,0.0,-0.0
solar,14502,4856,0.0,-0.0
solar,14523,4860,0.0,-0.0
solar,14524,4865,0.0,-0.0
solar,14528,4868,0.0,-0.0
solar,14540,4871,0.0,-0.0
solar,14541,4874,0.0,-0.0
solar,14542,4876,0.0,-0.0
solar,14546,4879,0.0,-0.0
solar,14551,4883,0.0,-0.0
solar,14557,4887,0.0,-0.0
solar,14560,4890,0.0,-0.0
solar,14578,4893,0.0,-0.0
solar,14583,4896,0.0,-0.0
solar,14584,4900,0.0,-0.0
solar,14587,4903,0.0,-0.0
solar,14588,4905,0.0,-0.0
solar,14595,4907,0.0,-0.0
solar,14596,4910,0.0,-0.0
solar,14625,4913,0.0,-0.0
solar,14626,4917,0.0,-0.0
solar,14627,4919,0.0,-0.0
solar,14639,4921,0.0,-0.0
solar,14640,4923,0.0,-0.0
solar,14670,4927,0.0,-0.0
solar,14682,4930,0.0,-0.0
solar,14702,4933,0.0,-0.0
solar,14703,4936,0.0,-0.0
solar,14705,4941,0.0,-0.0
solar,14737,4943,0.0,-0.0
solar,14747,4946,0.0,-0.0
solar,14750,4950,0.0,-0.0
solar,14818,4951,0.0,-0.0
solar,14819,4952,0.0,-0.0
solar,14820,4953,0.0,-0.0
solar,14853,4955,0.0,-0.0
solar,14878,4957,0.0,-0.0
solar,14881,4959,0.0,-0.0
solar,14882,4961,0.0,-0.0
solar,14898,4962,0.0,-0.0
solar,14902,4964,0.0,-0.0
solar,14904,4969,0.0,-0.0
solar,14909,4972,0.0,-0.0
solar,14915,4973,0.0,-0.0
solar,14955,4978,0.0,-0.0
solar,14966,4980,0.0,-0.0
solar,14967,4982,0.0,-0.0
solar,15002,4986,0.0,-0.0
solar,15017,4989,0.0,-0.0
solar,15019,4992,0.0,-0.0
solar,15028,4995,0.0,-0.0
solar,15029,4998,0.0,-0.0
solar,15038,5000,0.0,-0.0
solar,15046,5003,0.0,-0.0
solar,15083,5005,0.0,-0.0
solar,15085,5007,0.0,-0.0
solar,15086,5009,0.0,-0.0
solar,15088,5012,0.0,-0.0
solar,15089,5015,0.0,-0.0
solar,15130,5019,0.0,-0.0
solar,15185,5021,0.0,-0.0
solar,15186,5023,0.0,-0.0
solar,15187,5025,0.0,-0.0
solar,15190,5028,0.0,-0.0
solar,15330,5031,0.0,-0.0
solar,15332,5034,0.0,-0.0
solar,15333,5038,0.0,-0.0
solar,15335,5041,0.0,-0.0
solar,15450,5044,0.0,-0.0
solar,15535,5047,0.0,-0.0
solar,15550,5050,0.0,-0.0
solar,15552,5051,0.0,-0.0
solar,15609,5052,0.0,-0.0
solar,15642,5055,0.0,-0.0
solar,15644,5057,0.0,-0.0
solar,15646,5060,0.0,-0.0
solar,15745,5066,0.0,-0.0
solar,15746,5069,0.0,-0.0
solar,15749,5073,0.0,-0.0
solar,15822,5076,0.0,-0.0
solar,15868,5077,0.0,-0.0
solar,15869,5078,0.0,-0.0
solar,15870,5080,0.0,-0.0
solar,15871,5084,0.0,-0.0
solar,15874,5089,0.0,-0.0
solar,15882,5091,0.0,-0.0
solar,15902,5095,0.0,-0.0
solar,15920,5097,0.0,-0.0
solar,15921,5099,0.0,-0.0
solar,15922,5103,0.0,-0.0
solar,15927,5107,0.0,-0.0
solar,15928,5108,0.0,-0.0
solar,15939,5112,0.0,-0.0
solar,15949,5114,0.0,-0.0
solar,15952,5115,0.0,-0.0
solar,15953,5118,0.0,-0.0
solar,15956,5120,0.0,-0.0
solar,15962,5123,0.0,-0.0
solar,15963,5126,0.0,-0.0
solar,15969,5128,0.0,-0.0
solar,15973,5129,0.0,-0.0
solar,15977,5133,0.0,-0.0
solar,15983,5135,0.0,-0.0
solar,15996,5138,0.0,-0.0
solar,16011,5142,0.0,-0.0
solar,16033,5143,0.0,-0.0
solar,16035,5147,0.0,-0.0
solar,16039,5150,0.0,-0.0
solar,16043,5152,0.0,-0.0
solar,16054,5155,0.0,-0.0
solar,16055,5158,0.0,-0.0
solar,16066,5160,0.0,-0.0
solar,16068,5163,0.0,-0.0
solar,16070,5167,0.0,-0.0
solar,16074,5169,0.0,-0.0
solar,16075,5170,0.0,-0.0
solar,16076,5172,0.0,-0.0
solar,16080,5175,0.0,-0.0
solar,16088,5179,0.0,-0.0
solar,16089,5182,0.0,-0.0
solar,16094,5185,0.0,-0.0
solar,16096,5189,0.0,-0.0
solar,16107,5191,0.0,-0.0
solar,16110,5196,0.0,-0.0
solar,16113,5199,0.0,-0.0
solar,16116,5202,0.0,-0.0
solar,16123,5205,0.0,-0.0
solar,16124,5207,0.0,-0.0
solar,16125,5209,0.0,-0.0
solar,16126,5212,0.0,-0.0
solar,16129,5214,0.0,-0.0
solar,16133,5217,0.0,-0.0
solar,16137,5219,0.0,-0.0
solar,16147,5222,0.0,-0.0
solar,16149,5224,0.0,-0.0
solar,16158,5227,0.0,-0.0
solar,16163,5231,0.0,-0.0
solar,16166,5235,0.0,-0.0
solar,16168,5238,0.0,-0.0
solar,16170,5241,0.0,-0.0
solar,16190,5244,0.0,-0.0
solar,16193,5249,0.0,-0.0
solar,16196,5252,0.0,-0.0
solar,16205,5254,0.0,-0.0
solar,16206,5257,0.0,-0.0
solar,16207,5259,0.0,-0.0
solar,16208,5262,0.0,-0.0
solar,16240,5265,0.0,-0.0
solar,16241,5266,0.0,-0.0
solar,16246,5269,0.0,-0.0
solar,16248,5272,0.0,-0.0
solar,16249,5277,0.0,-0.0
solar,16251,5280,0.0,-0.0
solar,16252,5282,0.0,-0.0
solar,16267,5285,0.0,-0.0
solar,16268,5289,0.0,-0.0
solar,16275,5290,0.0,-0.0
solar,16276,5292,0.0,-0.0
solar,16286,5294,0.0,-0.0
solar,16288,5296,0.0,-0.0
solar,16299,5300,0.0,-0.0
solar,16303,5304,0.0,-0.0
solar,16324,5306,0.0,-0.0
solar,16325,5308,0.0,-0.0
solar,16330,5312,0.0,-0.0
solar,16331,5314,0.0,-0.0
solar,16348,5317,0.0,-0.0
solar,16350,5320,0.0,-0.0
solar,16358,5322,0.0,-0.0
solar,16362,5324,0.0,-0.0
solar,16363,5326,0.0,-0.0
solar,16365,5329,0.0,-0.0
solar,16376,5333,0.0,-0.0
solar,16381,5336,0.0,-0.0
solar,16385,5339,0.0,-0.0
solar,16386,5342,0.0,-0.0
solar,16387,5344,0.0,-0.0
solar,16391,5347,0.0,-0.0
solar,16402,5350,0.0,-0.0
solar,16403,5354,0.0,-0.0
solar,16404,5355,0.0,-0.0
solar,16408,5358,0.0,-0.0
solar,16409,5361,0.0,-0.0
solar,16413,5363,0.0,-0.0
solar,16420,5367,0.0,-0.0
solar,16421,5369,0.0,-0.0
solar,16428,5371,0.0,-0.0
solar,16437,5372,0.0,-0.0
solar,16440,5374,0.0,-0.0
solar,16441,5377,0.0,-0.0
solar,16444,5380,0.0,-0.0
solar,16448,5383,0.0,-0.0
solar,16449,5386,0.0,-0.0
solar,16549,5390,0.0,-0.0
solar,16560,5394,0.0,-0.0
solar,16564,5397,0.0,-0.0
solar,16595,5398,0.0,-0.0
solar,16598,5401,0.0,-0.0
solar,16599,5406,0.0,-0.0
solar,16608,5409,0.0,-0.0
solar,16611,5414,0.0,-0.0
solar,16612,5416,0.0,-0.0
solar,16618,5418,0.0,-0.0
solar,16619,5420,0.0,-0.0
solar,16626,5422,0.0,-0.0
solar,16632,5425,0.0,-0.0
solar,16634,5426,0.0,-0.0
solar,16638,5429,0.0,-0.0
solar,16640,5432,0.0,-0.0
solar,16657,5436,0.0,-0.0
solar,16662,5438,0.0,-0.0
solar,16664,5441,0.0,-0.0
solar,16665,5444,0.0,-0.0
solar,16666,5447,0.0,-0.0
solar,16667,5449,0.0,-0.0
solar,16668,5452,0.0,-0.0
solar,16669,5455,0.0,-0.0
solar,16670,5457,0.0,-0.0
solar,16674,5461,0.0,-0.0
solar,16682,5465,0.0,-0.0
solar,16685,5467,0.0,-0.0
solar,16686,5470,0.0,-0.0
solar,16707,5474,0.0,-0.0
solar,16709,5477,0.0,-0.0
solar,16710,5480,0.0,-0.0
solar,16765,5483,0.0,-0.0
solar,16821,5485,0.0,-0.0
solar,16875,5488,0.0,-0.0
solar,16876,5493,0.0,-0.0
solar,16877,5497,0.0,-0.0
solar,16879,5500,0.0,-0.0
solar,16892,5504,0.0,-0.0
solar,16932,5507,0.0,-0.0
solar,17069,5512,0.0,-0.0
solar,17082,5515,0.0,-0.0
solar,17084,5517,0.0,-0.0
solar,17091,5520,0.0,-0.0
solar,17094,5523,0.0,-0.0
solar,17095,5525,0.0,-0.0
solar,17099,5529,0.0,-0.0
solar,17101,5532,0.0,-0.0
solar,17104,5536,0.0,-0.0
solar,17105,5539,0.0,-0.0
solar,17107,5541,0.0,-0.0
solar,17114,5543,0.0,-0.0
solar,17121,5546,0.0,-0.0
solar,17134,5549,0.0,-0.0
solar,17136,5553,0.0,-0.0
solar,17138,5557,0.0,-0.0
solar,17140,5560,0.0,-0.0
solar,17141,5562,0.0,-0.0
solar,17157,5566,0.0,-0.0
solar,17206,5569,0.0,-0.0
solar,17213,5572,0.0,-0.0
solar,17215,5575,0.0,-0.0
solar,17232,5577,0.0,-0.0
solar,17304,5580,0.0,-0.0
solar,17306,5583,0.0,-0.0
solar,17320,5585,0.0,-0.0
solar,17355,5588,0.0,-0.0
solar,17363,5590,0.0,-0.0
solar,17482,5592,0.0,-0.0
solar,17483,5595,0.0,-0.0
solar,17489,5598,0.0,-0.0
solar,17490,5599,0.0,-0.0
solar,17508,5601,0.0,-0.0
solar,17633,5608,0.0,-0.0
solar,17659,5609,0.0,-0.0
solar,17660,5611,0.0,-0.0
solar,17662,5613,0.0,-0.0
solar,17663,5615,0.0,-0.0
solar,17668,5618,0.0,-0.0
solar,17670,5621,0.0,-0.0
solar,17675,5624,0.0,-0.0
solar,17676,5627,0.0,-0.0
solar,17678,5630,0.0,-0.0
solar,17705,5633,0.0,-0.0
solar,17708,5637,0.0,-0.0
solar,17711,5640,0.0,-0.0
solar,17720,5642,0.0,-0.0
solar,17723,5645,0.0,-0.0
solar,17724,5647,0.0,-0.0
solar,17733,5650,0.0,-0.0
solar,17734,5652,0.0,-0.0
solar,17737,5656,0.0,-0.0
solar,17742,5658,0.0,-0.0
solar,17743,5660,0.0,-0.0
solar,17754,5663,0.0,-0.0
solar,17763,5665,0.0,-0.0
solar,17765,5669,0.0,-0.0
solar,17771,5670,0.0,-0.0
solar,17772,5671,0.0,-0.0
solar,17777,5672,0.0,-0.0
solar,17789,5675,0.0,-0.0
solar,17790,5677,0.0,-0.0
solar,17808,5681,0.0,-0.0
solar,17809,5685,0.0,-0.0
solar,17810,5688,0.0,-0.0
solar,17821,5692,0.0,-0.0
solar,17825,5696,0.0,-0.0
solar,17835,5698,0.0,-0.0
solar,17836,5701,0.0,-0.0
solar,17837,5704,0.0,-0.0
solar,17838,5707,0.0,-0.0
solar,17839,5712,0.0,-0.0
solar,17857,5715,0.0,-0.0
solar,17859,5718,0.0,-0.0
solar,17862,5722,0.0,-0.0
solar,17871,5727,0.0,-0.0
solar,17875,5730,0.0,-0.0
solar,17878,5735,0.0,-0.0
solar,17879,5738,0.0,-0.0
solar,17915,5743,0.0,-0.0
solar,17918,5744,0.0,-0.0
solar,17919,5745,0.0,-0.0
solar,17924,5747,0.0,-0.0
solar,17933,5749,0.0,-0.0
solar,17942,5752,0.0,-0.0
solar,17944,5755,0.0,-0.0
solar,17973,5759,0.0,-0.0
solar,17974,5762,0.0,-0.0
solar,17993,5764,0.0,-0.0
solar,17995,5766,0.0,-0.0
solar,18003,5770,0.0,-0.0
solar,18017,5774,0.0,-0.0
solar,18034,5775,0.0,-0.0
solar,18061,5778,0.0,-0.0
solar,18062,5781,0.0,-0.0
solar,18068,5783,0.0,-0.0
solar,18069,5785,0.0,-0.0
solar,18070,5787,0.0,-0.0
solar,18071,5789,0.0,-0.0
solar,18076,5791,0.0,-0.0
solar,18077,5794,0.0,-0.0
solar,18105,5797,0.0,-0.0
solar,18106,5800,0.0,-0.0
solar,18109,5804,0.0,-0.0
solar,18123,5806,0.0,-0.0
solar,18133,5808,0.0,-0.0
solar,18140,5810,0.0,-0.0
solar,18141,5812,0.0,-0.0
solar,18142,5815,0.0,-0.0
solar,18155,5818,0.0,-0.0
solar,18168,5820,0.0,-0.0
solar,18203,5822,0.0,-0.0
solar,18204,5823,0.0,-0.0
solar,18238,5826,0.0,-0.0
solar,18239,5829,0.0,-0.0
solar,18240,5832,0.0,-0.0
solar,18241,5834,0.0,-0.0
solar,18243,5836,0.0,-0.0
solar,18280,5840,0.0,-0.0
solar,18284,5845,0.0,-0.0
solar,18286,5846,0.0,-0.0
solar,18291,5848,0.0,-0.0
solar,18292,5851,0.0,-0.0
solar,18293,5853,0.0,-0.0
solar,18294,5856,0.0,-0.0
solar,18298,5857,0.0,-0.0
solar,18308,5861,0.0,-0.0
solar,18309,5863,0.0,-0.0
solar,18318,5866,0.0,-0.0
solar,18326,5869,0.0,-0.0
solar,18357,5870,0.0,-0.0
solar,18368,5872,0.0,-0.0
solar,18383,5875,0.0,-0.0
solar,18386,5877,0.0,-0.0
solar,18387,5879,0.0,-0.0
solar,18411,5881,0.0,-0.0
solar,18413,5883,0.0,-0.0
solar,18437,5884,0.0,-0.0
solar,18440,5889,0.0,-0.0
solar,18442,5892,0.0,-0.0
solar,18456,5895,0.0,-0.0
solar,18464,5899,0.0,-0.0
solar,18499,5902,0.0,-0.0
solar,18514,5907,0.0,-0.0
solar,18522,5913,0.0,-0.0
solar,18533,5914,0.0,-0.0
solar,18544,5917,0.0,-0.0
solar,18558,5920,0.0,-0.0
solar,18564,5923,0.0,-0.0
solar,18565,5928,0.0,-0.0
solar,18570,5934,0.0,-0.0
solar,18613,5937,0.0,-0.0
solar,18617,5939,0.0,-0.0
solar,18622,5943,0.0,-0.0
solar,18641,5947,0.0,-0.0
solar,18652,5948,0.0,-0.0
solar,18656,5949,0.0,-0.0
solar,18665,5953,0.0,-0.0
solar,18682,5956,0.0,-0.0
solar,18683,5958,0.0,-0.0
solar,18684,5960,0.0,-0.0
solar,18685,5962,0.0,-0.0
solar,18686,5965,0.0,-0.0
solar,18687,5968,0.0,-0.0
solar,18692,5971,0.0,-0.0
solar,18694,5974,0.0,-0.0
solar,18708,5977,0.0,-0.0
solar,18728,5980,0.0,-0.0
solar,18729,5983,0.0,-0.0
solar,18753,5988,0.0,-0.0
solar,18755,5991,0.0,-0.0
solar,18815,5996,0.0,-0.0
solar,18818,6001,0.0,-0.0
solar,18840,6003,0.0,-0.0
solar,18844,6006,0.0,-0.0
solar,18847,6009,0.0,-0.0
solar,18848,6012,0.0,-0.0
solar,18849,6014,0.0,-0.0
solar,18863,6017,0.0,-0.0
solar,18868,6019,0.0,-0.0
solar,18870,6022,0.0,-0.0
solar,18874,6024,0.0,-0.0
solar,18876,6027,0.0,-0.0
solar,18879,6028,0.0,-0.0
solar,18880,6030,0.0,-0.0
solar,18884,6032,0.0,-0.0
solar,18885,6035,0.0,-0.0
solar,18888,6037,0.0,-0.0
solar,18891,6040,0.0,-0.0
solar,18893,6044,0.0,-0.0
solar,18957,6047,0.0,-0.0
solar,18960,6049,0.0,-0.0
solar,18961,6051,0.0,-0.0
solar,18968,6052,0.0,-0.0
solar,18969,6055,0.0,-0.0
solar,19044,6058,0.0,-0.0
solar,19075,6063,0.0,-0.0
solar,19118,6068,0.0,-0.0
solar,19126,6069,0.0,-0.0
solar,19129,6072,0.0,-0.0
solar,19139,6075,0.0,-0.0
solar,19164,6079,0.0,-0.0
solar,19177,6082,0.0,-0.0
solar,19178,6083,0.0,-0.0
solar,19180,6086,0.0,-0.0
solar,19181,6087,0.0,-0.0
solar,19182,6090,0.0,-0.0
solar,19238,6094,0.0,-0.0
solar,19243,6096,0.0,-0.0
solar,19245,6098,0.0,-0.0
solar,19247,6100,0.0,-0.0
solar,19299,6103,0.0,-0.0
solar,19406,6104,0.0,-0.0
solar,19489,6106,0.0,-0.0
solar,19491,6109,0.0,-0.0
solar,19493,6112,0.0,-0.0
solar,19494,6115,0.0,-0.0
solar,19503,6117,0.0,-0.0
solar,19513,6122,0.0,-0.0
solar,19518,6125,0.0,-0.0
solar,19520,6128,0.0,-0.0
solar,19530,6132,0.0,-0.0
solar,19534,6137,0.0,-0.0
solar,19535,6140,0.0,-0.0
solar,19538,6143,0.0,-0.0
solar,19539,6146,0.0,-0.0
solar,19541,6149,0.0,-0.0
solar,19558,6153,0.0,-0.0
solar,19559,6157,0.0,-0.0
solar,19564,6160,0.0,-0.0
solar,19565,6162,0.0,-0.0
solar,19566,6165,0.0,-0.0
solar,19567,6168,0.0,-0.0
solar,19568,6171,0.0,-0.0
solar,19578,6174,0.0,-0.0
solar,19579,6176,0.0,-0.0
solar,19580,6178,0.0,-0.0
solar,19582,6181,0.0,-0.0
solar,19584,6184,0.0,-0.0
solar,19608,6187,0.0,-0.0
solar,19609,6189,0.0,-0.0
solar,19612,6193,0.0,-0.0
solar,19613,6195,0.0,-0.0
solar,19620,6199,0.0,-0.0
solar,19622,6201,0.0,-0.0
solar,19625,6203,0.0,-0.0
solar,19626,6205,0.0,-0.0
solar,19631,6209,0.0,-0.0
solar,19633,6211,0.0,-0.0
solar,19635,6213,0.0,-0.0
solar,19636,6215,0.0,-0.0
solar,19637,6217,0.0,-0.0
solar,19639,6223,0.0,-0.0
solar,19640,6227,0.0,-0.0
solar,19669,6231,0.0,-0.0
solar,19670,6232,0.0,-0.0
solar,19716,6236,0.0,-0.0
solar,19717,6238,0.0,-0.0
solar,19720,6241,0.0,-0.0
solar,19725,6245,0.0,-0.0
solar,19740,6250,0.0,-0.0
solar,19741,6254,0.0,-0.0
solar,19744,6257,0.0,-0.0
solar,19745,6259,0.0,-0.0
solar,19747,6262,0.0,-0.0
solar,19748,6264,0.0,-0.0
solar,19751,6266,0.0,-0.0
solar,19754,6268,0.0,-0.0
solar,19772,6270,0.0,-0.0
solar,19773,6274,0.0,-0.0
solar,19774,6278,0.0,-0.0
solar,19775,6280,0.0,-0.0
solar,19779,6284,0.0,-0.0
solar,19780,6289,0.0,-0.0
solar,19790,6291,0.0,-0.0
solar,19791,6293,0.0,-0.0
solar,19793,6297,0.0,-0.0
solar,19813,6300,0.0,-0.0
solar,19814,6303,0.0,-0.0
solar,19817,6307,0.0,-0.0
solar,19823,6310,0.0,-0.0
solar,19825,6314,0.0,-0.0
solar,19827,6318,0.0,-0.0
solar,19828,6321,0.0,-0.0
solar,19831,6324,0.0,-0.0
solar,19832,6326,0.0,-0.0
solar,19834,6328,0.0,-0.0
solar,19856,6330,0.0,-0.0
solar,19875,6334,0.0,-0.0
solar,19886,6339,0.0,-0.0
solar,19888,6341,0.0,-0.0
solar,19910,6343,0.0,-0.0
solar,19911,6346,0.0,-0.0
solar,19926,6348,0.0,-0.0
solar,19932,6351,0.0,-0.0
solar,19935,6352,0.0,-0.0
solar,19937,6355,0.0,-0.0
solar,19938,6358,0.0,-0.0
solar,19940,6361,0.0,-0.0
solar,19972,6367,0.0,-0.0
solar,19973,6369,0.0,-0.0
solar,19980,6372,0.0,-0.0
solar,19984,6374,0.0,-0.0
solar,19989,6379,0.0,-0.0
solar,19991,6381,0.0,-0.0
solar,19993,6384,0.0,-0.0
solar,19994,6389,0.0,-0.0
solar,19995,6392,0.0,-0.0
solar,20000,6396,0.0,-0.0
solar,20002,6399,0.0,-0.0
solar,20005,6402,0.0,-0.0
solar,20010,6405,0.0,-0.0
solar,20021,6406,0.0,-0.0
solar,20022,6408,0.0,-0.0
solar,20024,6410,0.0,-0.0
solar,20034,6412,0.0,-0.0
solar,20055,6415,0.0,-0.0
solar,20057,6417,0.0,-0.0
solar,20066,6421,0.0,-0.0
solar,20107,6426,0.0,-0.0
solar,20108,6428,0.0,-0.0
solar,20112,6432,0.0,-0.0
solar,20114,6435,0.0,-0.0
solar,20129,6439,0.0,-0.0
solar,20130,6442,0.0,-0.0
solar,20131,6446,0.0,-0.0
solar,20132,6449,0.0,-0.0
solar,20134,6452,0.0,-0.0
solar,20135,6455,0.0,-0.0
solar,20139,6457,0.0,-0.0
solar,20140,6461,0.0,-0.0
solar,20145,6463,0.0,-0.0
solar,20172,6465,0.0,-0.0
solar,20173,6467,0.0,-0.0
solar,20174,6469,0.0,-0.0
solar,20200,6471,0.0,-0.0
solar,20219,6473,0.0,-0.0
solar,20225,6476,0.0,-0.0
solar,20266,6480,0.0,-0.0
solar,20281,6483,0.0,-0.0
solar,20296,6485,0.0,-0.0
solar,20309,6487,0.0,-0.0
solar,20310,6489,0.0,-0.0
solar,20311,6492,0.0,-0.0
solar,20313,6494,0.0,-0.0
solar,20315,6497,0.0,-0.0
solar,20318,6499,0.0,-0.0
solar,20320,6502,0.0,-0.0
solar,20321,6504,0.0,-0.0
solar,20322,6507,0.0,-0.0
solar,20324,6509,0.0,-0.0
solar,20329,6511,0.0,-0.0
