bus_id,v_nom,x,y,country,line_count
3454,110,6.6690396000000005,51.1767546,DE,1
4182,110,6.4375562,51.2327783,DE,1
5278,110,6.7513354,51.518126800000005,DE,1
5943,110,6.925447800000001,51.5480827,DE,1
5954,110,7.109538700000001,51.550009300000006,DE,1
9767,110,7.9831016,52.4575523,DE,1
15951,110,9.4025466,54.854674200000005,DK,1
16449,110,9.0127159,54.6199011,DE,1
19568,110,12.5677706,51.870392300000006,DE,1
25623,110,6.5776865,51.051546,DE,1
26121,110,9.8470904,47.4850435,AT,1
26320,110,8.8185242,48.9415799,DE,1
26450,110,12.960029400000002,50.8574934,DE,1
26502,110,13.7518103,48.4898444,AT,1
28707,110,6.7493606,49.2866153,DE,1
31016,110,7.878041400000001,47.549801900000006,CH,1
31381,110,10.749198300000002,47.494407900000006,AT,1
33050,110,13.1043706,48.226831700000005,AT,1
33085,110,6.881041300000001,49.195945,FR,1
33126,110,9.7477261,47.5431436,AT,1
33180,110,14.9192566,50.9379423,PL,1
33766,110,13.3463303,52.5012593,DE,1
35425,110,11.38671199744049,53.59446253516013,DE,1
35477,110,10.414507791295142,53.41431843146706,DE,1
36130,110,9.951289677373104,53.5607153989677,DE,1
36199,110,13.360125823705696,52.56655916056823,DE,1
36302,110,13.381423170955584,52.54836725262713,DE,1
36450,110,14.348916330098964,51.54044185059136,DE,1
36660,110,13.582000091256482,52.44396889129847,DE,1
36921,110,6.906023429312305,49.25082761445567,DE,1
37207,110,6.902388991234687,49.32708150334462,DE,1
37232,110,7.108983236518147,51.50667323148142,DE,1
37900,110,10.88540434239682,48.44372323276647,DE,1
38002,110,7.623409151058104,51.6372236162229,DE,1
38267,110,9.092476100000004,49.98550665000001,DE,1
38322,110,13.40949665,48.57912665,DE,1
38331,110,13.87005561723553,51.94870822322291,DE,1
38528,110,11.803477839116818,48.4557102229422,DE,1
38557,110,11.915166637731888,50.34438485160576,DE,1
38602,110,12.626427251378878,52.33560212326749,DE,1
38684,110,7.597230818917577,51.92655973318761,DE,1
38715,110,13.429830098365322,52.53834392715253,DE,1
38743,110,8.149488571674711,53.56366864805275,DE,1
38770,110,13.237574804624511,53.68131206455014,DE,1
38811,110,8.467515750000002,49.5410452,DE,1
39114,110,14.175030019100708,52.64795179893056,DE,1
39115,110,14.175244559783888,52.647648557703135,DE,1
39116,110,14.174859426240817,52.65091637653352,DE,1
39156,110,7.499173583957162,51.54545218325684,DE,1
39159,110,11.704120564530449,51.392129267397166,DE,1
39201,110,7.415536648221813,51.45668320611336,DE,1
39303,110,7.034948633916239,52.20299653514868,DE,1
39370,110,11.743655634951876,51.74980257212535,DE,1
39436,110,13.766364258516898,52.74632929726148,DE,1
39481,110,14.376505192912916,52.33967040349641,DE,1
39490,110,7.189715,51.92649315,DE,1
39498,110,13.918976630182566,53.33998911733119,DE,1
39523,110,10.386429436762189,51.00057154802959,DE,1
39994,110,9.15851236386824,52.832857029658285,DE,1
342,220,11.1027179,47.2939609,AT,1
603,220,13.5022872,52.621420500000006,DE,1
915,220,9.9845936,53.7584093,DE,1
3649,220,7.453429300000001,51.4128596,DE,1
4395,220,6.669992400000001,50.991821900000005,DE,1
12952,220,6.190739000000001,49.9554823,LU,1
13179,220,7.5877767,48.0144851,FR,1
13586,220,10.8725558,47.2470484,AT,1
13827,220,8.0456828,47.552780600000006,CH,1
13955,220,9.4026833,48.710418,DE,1
13957,220,9.3843218,48.6929878,DE,1
14054,220,9.7105298,49.230486600000006,DE,1
14059,220,6.7016587,49.1383645,FR,1
15343,220,10.6472909,53.9145757,DE,1
15543,220,8.046708,47.5531799,CH,1
20277,220,8.0451678,47.5526068,CH,1
22994,220,6.7412555,51.5125716,DE,1
35808,220,6.728861315489268,51.49601944667874,DE,1
36993,220,6.723637954558488,51.37656869074817,DE,1
37401,220,7.317999853080932,52.46903259983639,DE,1
37951,220,7.1959793721792895,51.411575332773374,DE,1
37976,220,8.122157067627679,53.56583235422452,DE,1
38518,220,9.49768832317524,53.63951805557021,DE,1
38527,220,11.80314247067629,48.45525118561103,DE,1
39902,220,6.730803805417802,51.52109600295139,DE,1
39903,220,14.036326565244094,53.507163250001526,DE,1
39960,220,10.634425099999998,53.92211689917252,DE,1
